finding_id,meteorite_id,findings,discovery_year
4631,5816,High iron content,1997
4632,5817,High chromium content,1997
4633,5818,Elevated cobalt levels,1997
4634,5819,Significant sulfur levels,1997
4635,5820,Magnetic properties observed,1997
4636,5821,Anomalous oxygen isotope ratio,1997
4637,5822,Trace rare earth elements,1997
4638,5823,Carbonaceous composition,1997
4639,5824,Anomalous silicon content,1997
4640,5825,Shock-metamorphosed structure,1997
4641,5826,Nickel traces found,1997
4642,5827,Silicate rich,1997
4643,5828,Elevated manganese levels,1997
4644,5829,Crystalline texture observed,1997
4645,5830,Magnetic properties observed,1997
4646,5831,Abundant olivine crystals,1997
4647,5832,Nickel traces found,1997
4648,5833,Low density,1997
4649,5834,High metal content,1997
4650,5835,Significant phosphorous levels,1997
4651,5836,Evidence of partial melting,1997
4652,5837,Unusual chemical makeup,1997
4653,5838,Elevated cobalt levels,1997
4654,5839,Rare isotopes detected,1997
4655,5840,Porous texture noted,1997
4656,5841,Low carbon content,1997
4657,5842,Exotic mineral inclusions,1997
4658,5843,High chromium content,1997
4659,5844,Anomalous oxygen isotope ratio,1997
4660,5845,Shock-metamorphosed structure,1997
4661,5846,Low carbon content,1997
4662,5847,Silicate rich,1997
4663,5848,Carbonaceous composition,1997
4664,5849,Porous texture noted,1997
4665,5850,Significant sulfur levels,1997
4666,5851,Exotic mineral inclusions,1997
4667,5852,Shock-metamorphosed structure,1997
4668,5853,Low carbon content,1997
4669,5854,Low density,1997
4670,5855,Nickel traces found,1997
4671,5856,Iron-nickel alloy composition,1997
4672,5857,High magnesium content,1997
4673,5858,Trace rare earth elements,1997
4674,5859,High iron content,1997
4675,5860,Presence of organic compounds,1997
4676,5861,Trace rare earth elements,1997
4677,5862,Evidence of partial melting,1997
4678,5863,Presence of water-bearing minerals,1997
4679,5864,Silicate rich,1997
4680,5865,Exotic mineral inclusions,1997
4681,5866,Anomalous silicon content,1997
4682,5867,High magnesium content,1997
4683,5868,Anomalous oxygen isotope ratio,1997
4684,5869,Silicate rich,1997
4685,5870,Anomalous oxygen isotope ratio,1997
4686,5871,High iron content,1997
4687,5872,Evidence of partial melting,1997
4688,5873,Evidence of partial melting,1997
4689,5874,Porous texture noted,1997
4690,5875,Rare isotopes detected,1997
4691,5876,Unique mineral structure,1997
4692,5877,Elevated cobalt levels,1997
4693,5878,Nickel traces found,1997
4694,5879,Anomalous oxygen isotope ratio,1997
4695,5880,Magnetic properties observed,1997
4696,5881,High magnesium content,1997
4697,5882,Significant phosphorous levels,1997
4698,5883,Silicate rich,1997
4699,5884,Nickel traces found,1997
4700,5885,Presence of organic compounds,1997
4701,5886,High iron content,1997
4702,5887,High magnesium content,1997
4703,5888,Low volatile compounds,1997
4704,5889,Significant phosphorous levels,1997
4705,5890,Presence of water-bearing minerals,1997
4706,5891,Significant sulfur levels,1997
4707,5892,Unique mineral structure,1997
4708,5893,High chromium content,1997
4709,5894,Porous texture noted,1997
4710,5895,Anomalous oxygen isotope ratio,1997
4711,5896,Unusual chemical makeup,1997
4712,5897,Presence of water-bearing minerals,1997
4713,5898,Anomalous silicon content,1997
4714,5899,Evidence of partial melting,1997
4715,5900,Low volatile compounds,1997
4716,5901,Elevated cobalt levels,1997
4717,5902,Crystalline texture observed,1997
4718,5903,Evidence of partial melting,1997
4719,5904,Trace platinum group metals,1997
4720,5905,Presence of organic compounds,1997
4721,5906,Low volatile compounds,1997
4722,5907,Anomalous silicon content,1997
4723,5908,Abundant olivine crystals,1997
4724,5909,Magnetic properties observed,1997
4725,5910,Presence of water-bearing minerals,1997
4726,5911,Anomalous oxygen isotope ratio,1997
4727,5912,Carbonaceous composition,1997
4728,5913,Carbonaceous composition,1997
4729,5914,Significant sulfur levels,1997
4730,5915,High titanium concentration,1997
4731,5916,Shock-metamorphosed structure,1997
4732,5917,High titanium concentration,1997
4733,5918,Exotic mineral inclusions,1997
4734,5919,Magnetic properties observed,1997
4735,5920,Elevated cobalt levels,1997
4736,5921,High metal content,1997
4737,5922,Anomalous oxygen isotope ratio,1997
4738,5923,Crystalline texture observed,1997
4739,5924,High titanium concentration,1997
4740,5925,Unique mineral structure,1997
4741,5926,Low density,1997
4742,5927,High titanium concentration,1997
4743,5928,Magnetic properties observed,1997
4744,5929,Anomalous oxygen isotope ratio,1997
4745,5930,Crystalline texture observed,1997
4746,5931,Anomalous oxygen isotope ratio,1997
4747,5932,Presence of water-bearing minerals,1997
4748,5933,Unique mineral structure,1997
4749,5934,High iron content,1997
4750,5935,High iron content,1997
4751,5936,Low density,1997
4752,5937,Low density,1997
4753,5938,High magnesium content,1997
4754,5939,Magnetic properties observed,1997
4755,5940,Unique mineral structure,1997
4756,5941,Low density,1997
4757,5942,Crystalline texture observed,1997
4758,5943,Nickel traces found,1997
4759,5944,Low density,1998
4760,5945,Significant sulfur levels,1998
4761,5946,Magnetic properties observed,1998
4762,5947,Elevated manganese levels,1998
4763,5948,Rare isotopes detected,1998
4764,5949,High chromium content,1998
4765,5950,Unique mineral structure,1998
4766,5951,Evidence of partial melting,1998
4767,5952,Rare isotopes detected,1998
4768,5953,Significant phosphorous levels,1998
4769,5954,Silicate rich,1998
4770,5955,Exotic mineral inclusions,1998
4771,5956,Unique mineral structure,1998
4772,5957,Low carbon content,1998
4773,5958,Abundant olivine crystals,1998
4774,5959,Elevated manganese levels,1998
4775,5960,Magnetic properties observed,1998
4776,5961,Shock-metamorphosed structure,1998
4777,5962,Elevated cobalt levels,1998
4778,5963,High titanium concentration,1998
4779,5964,Crystalline texture observed,1998
4780,5965,Porous texture noted,1998
4781,5966,Iron-nickel alloy composition,1998
4782,5967,Unusual chemical makeup,1998
4783,5968,Significant sulfur levels,1998
4784,5969,Trace rare earth elements,1998
4785,5970,Trace platinum group metals,1998
4786,5971,Carbonaceous composition,1998
4787,5972,Trace platinum group metals,1998
4788,5973,Low carbon content,1998
4789,5974,Magnetic properties observed,1998
4790,5975,Anomalous silicon content,1998
4791,5976,Presence of water-bearing minerals,1998
4792,5977,Elevated manganese levels,1998
4793,5978,Silicate rich,1998
4794,5979,Shock-metamorphosed structure,1998
4795,5980,Low volatile compounds,1998
4796,5981,Elevated manganese levels,1998
4797,5982,Low density,1998
4798,5983,Presence of organic compounds,1998
4799,5984,Rare isotopes detected,1998
4800,5985,Elevated cobalt levels,1998
4801,5986,High iron content,1998
4802,5987,Elevated manganese levels,1998
4803,5988,High iron content,1998
4804,5989,Iron-nickel alloy composition,1998
4805,5990,Rare isotopes detected,1998
4806,5991,High iron content,1998
4807,5992,Low carbon content,1998
4808,5993,Unusual chemical makeup,1998
4809,5994,High titanium concentration,1998
4810,5995,High metal content,1998
4811,5996,Exotic mineral inclusions,1998
4812,5997,Exotic mineral inclusions,1998
4813,5999,Unusual chemical makeup,1998
4814,6000,Trace platinum group metals,1998
4815,6001,Anomalous oxygen isotope ratio,1998
4816,6002,Porous texture noted,1998
4817,6003,Shock-metamorphosed structure,1998
4818,6004,Carbonaceous composition,1998
4819,6005,Unusual chemical makeup,1998
4820,6006,Unique mineral structure,1998
4821,6007,Silicate rich,1998
4822,6008,Significant phosphorous levels,1998
4823,6009,Elevated cobalt levels,1998
4824,6010,Unusual chemical makeup,1998
4825,6011,Low volatile compounds,1998
4826,6012,High titanium concentration,1998
4827,6013,Iron-nickel alloy composition,1998
4828,6014,Evidence of partial melting,1998
4829,6015,Significant sulfur levels,1998
4830,6016,High titanium concentration,1998
4831,6017,Presence of water-bearing minerals,1998
4832,6018,Iron-nickel alloy composition,1998
4833,6019,Low density,1998
4834,6020,Carbonaceous composition,1998
4835,6021,Low density,1998
4836,6022,Presence of water-bearing minerals,1998
4837,6023,Silicate rich,1998
4838,6024,Abundant olivine crystals,1998
4839,6025,Nickel traces found,1998
4840,6026,Low density,1998
4841,6027,Unique mineral structure,1998
4842,6028,Crystalline texture observed,1998
4843,6029,Carbonaceous composition,1998
4844,6030,Unique mineral structure,1998
4845,6031,High iron content,1997
4846,6032,Porous texture noted,1997
4847,6033,Shock-metamorphosed structure,1997
4848,6034,Elevated cobalt levels,1997
4849,6035,Silicate rich,1997
4850,6036,Presence of organic compounds,1997
4851,6037,Unique mineral structure,1997
4852,6038,Low volatile compounds,1997
4853,6039,Anomalous oxygen isotope ratio,1997
4854,6040,Rare isotopes detected,1997
4855,6041,Low volatile compounds,1997
4856,6042,Carbonaceous composition,1997
4857,6043,High chromium content,1997
4858,6044,Rare isotopes detected,1997
4859,6045,High chromium content,1997
4860,6046,Presence of water-bearing minerals,1997
4861,6047,Significant phosphorous levels,1997
4862,6048,Elevated manganese levels,1997
4863,6049,Unique mineral structure,1997
4864,6050,High metal content,1997
4865,6051,Porous texture noted,1997
4866,6052,Nickel traces found,1997
4867,6053,Trace rare earth elements,1997
4868,6054,Presence of organic compounds,1997
4869,6055,Unique mineral structure,1997
4870,6056,Significant phosphorous levels,1997
4871,6057,High chromium content,1997
4872,6058,Evidence of partial melting,1997
4873,6059,Abundant olivine crystals,1997
4874,6060,Significant sulfur levels,1997
4875,6061,High titanium concentration,1997
4876,6062,Low carbon content,1997
4877,6063,Abundant olivine crystals,1997
4878,6064,High chromium content,1997
4879,6065,Evidence of partial melting,1997
4880,6066,Anomalous silicon content,1997
4881,6067,Shock-metamorphosed structure,1997
4882,6068,Significant sulfur levels,1997
4883,6069,Nickel traces found,1997
4884,6070,Carbonaceous composition,1997
4885,6071,High iron content,1997
4886,6072,High iron content,1997
4887,6073,Crystalline texture observed,1997
4888,6074,Rare isotopes detected,1997
4889,6075,Low volatile compounds,1997
4890,6076,Significant sulfur levels,1997
4891,6077,Abundant olivine crystals,1997
4892,6078,Trace rare earth elements,1997
4893,6079,Elevated cobalt levels,1997
4894,6080,High iron content,1997
4895,6081,Carbonaceous composition,1997
4896,6082,High chromium content,1997
4897,6083,High iron content,1997
4898,6084,Low density,1997
4899,6085,Unusual chemical makeup,1997
4900,6086,Nickel traces found,1997
4901,6087,Elevated cobalt levels,1997
4902,6088,Crystalline texture observed,1997
4903,6089,High metal content,1997
4904,6090,Rare isotopes detected,1997
4905,6092,High magnesium content,1997
4906,6093,Presence of organic compounds,1997
4907,6094,High titanium concentration,1997
4908,6095,Presence of organic compounds,1997
4909,6096,Low volatile compounds,1997
4910,6097,Trace rare earth elements,1997
4911,6098,Iron-nickel alloy composition,1997
4912,6099,Significant phosphorous levels,1997
4913,6100,Elevated cobalt levels,1997
4914,6101,Iron-nickel alloy composition,1997
4915,6102,Iron-nickel alloy composition,1997
4916,6103,Presence of organic compounds,1997
4917,6104,Elevated manganese levels,1997
4918,6105,Presence of water-bearing minerals,1997
4919,6106,Silicate rich,1997
4920,6107,Presence of organic compounds,1997
4921,6108,High chromium content,1997
4922,6109,High chromium content,1997
4923,6110,High chromium content,1997
4924,6111,Unique mineral structure,1997
4925,6112,Unique mineral structure,1997
4926,6113,Rare isotopes detected,1997
4927,6114,Evidence of partial melting,1997
4928,6115,Low volatile compounds,1997
4929,6116,High iron content,1997
4930,6117,High magnesium content,1997
4931,6118,Iron-nickel alloy composition,1998
4932,6119,Nickel traces found,1998
4933,6120,Anomalous silicon content,1998
4934,6121,Crystalline texture observed,1998
4935,6122,Presence of water-bearing minerals,1998
4936,6123,Anomalous silicon content,1998
4937,6124,Magnetic properties observed,1998
4938,6125,Low carbon content,1998
4939,6126,Low volatile compounds,1998
4940,6127,Elevated cobalt levels,1998
4941,6128,Trace rare earth elements,1998
4942,6129,High iron content,1998
4943,6130,High chromium content,1998
4944,6131,High magnesium content,1998
4945,6132,Rare isotopes detected,1998
4946,6133,Porous texture noted,1998
4947,6134,Unusual chemical makeup,1998
4948,6135,High titanium concentration,1998
4949,6136,Elevated manganese levels,1998
4950,6137,Porous texture noted,1998
4951,6138,Anomalous silicon content,1998
4952,6139,High chromium content,1998
4953,6140,Crystalline texture observed,1998
4954,6141,Low density,1998
4955,6142,High metal content,1998
4956,6143,Low density,1998
4957,6144,Low carbon content,1998
4958,6145,Carbonaceous composition,1998
4959,6146,Evidence of partial melting,1998
4960,6147,Trace platinum group metals,1998
4961,6148,High magnesium content,1998
4962,6149,Significant phosphorous levels,1998
4963,6150,Nickel traces found,1998
4964,6151,Elevated cobalt levels,1998
4965,6152,Nickel traces found,1998
4966,6153,Low carbon content,1998
4967,6154,Low density,1998
4968,6155,Unique mineral structure,1998
4969,6156,Rare isotopes detected,1998
4970,6157,Significant sulfur levels,1998
4971,6158,Anomalous oxygen isotope ratio,1998
4972,6159,Silicate rich,1998
4973,6160,Abundant olivine crystals,1998
4974,6161,Elevated manganese levels,1998
4975,6162,Anomalous silicon content,1998
4976,6163,Presence of organic compounds,1998
4977,6164,Trace rare earth elements,1998
4978,6165,Presence of organic compounds,1998
4979,6166,Presence of water-bearing minerals,1998
4980,6167,Low volatile compounds,1998
4981,6168,Exotic mineral inclusions,1998
4982,6169,Porous texture noted,1998
4983,6170,Elevated manganese levels,1998
4984,6171,Unique mineral structure,1998
4985,6172,Exotic mineral inclusions,1998
4986,6173,High magnesium content,1998
4987,6174,Presence of organic compounds,1998
4988,6175,Magnetic properties observed,1998
4989,6176,Significant sulfur levels,1998
4990,6177,Anomalous oxygen isotope ratio,1998
4991,6178,Significant phosphorous levels,1998
4992,6179,Shock-metamorphosed structure,1998
4993,6180,Low volatile compounds,1998
4994,6181,Crystalline texture observed,1998
4995,6182,Iron-nickel alloy composition,1998
4996,6183,High metal content,1998
4997,6184,High metal content,1998
4998,6185,Trace platinum group metals,1998
4999,6186,Iron-nickel alloy composition,1998
5000,6187,Magnetic properties observed,1998
5001,6188,High iron content,1998
5002,6189,Trace platinum group metals,1998
5003,6190,Carbonaceous composition,1998
5004,6191,Low density,1998
5005,6192,Exotic mineral inclusions,1998
5006,6193,Carbonaceous composition,1998
5007,6194,Low volatile compounds,1997
5008,6195,High iron content,1999
5009,6196,Presence of organic compounds,1999
5010,6197,Unique mineral structure,1999
5011,6198,High metal content,1997
5012,6199,High metal content,1999
5013,6200,Elevated manganese levels,1999
5014,6201,Low carbon content,1999
5015,6202,Presence of organic compounds,1999
5016,6203,High titanium concentration,1999
5017,6204,Nickel traces found,1999
5018,6205,High iron content,1999
5019,6206,Trace platinum group metals,2000
5020,6207,High magnesium content,1999
5021,6208,Unusual chemical makeup,1999
5022,6209,Abundant olivine crystals,1999
5023,6210,Porous texture noted,1999
5024,6211,Trace platinum group metals,2000
5025,6212,Abundant olivine crystals,1999
5026,6213,Exotic mineral inclusions,1999
5027,6214,High chromium content,1999
5028,6215,Rare isotopes detected,1999
5029,6216,High titanium concentration,1999
5030,6218,Trace rare earth elements,1999
5031,6219,Silicate rich,1999
5032,6220,Nickel traces found,2000
5033,6221,Unique mineral structure,1999
5034,6222,Exotic mineral inclusions,1999
5035,6223,Significant phosphorous levels,1999
5036,6224,Silicate rich,1999
5037,6225,Silicate rich,2000
5038,6226,Rare isotopes detected,1999
5039,6227,Nickel traces found,1999
5040,6228,Anomalous silicon content,1999
5041,6229,Anomalous oxygen isotope ratio,1999
5042,6230,Presence of organic compounds,1999
5043,6231,Anomalous silicon content,1999
5044,6232,Presence of water-bearing minerals,1999
5045,6233,Nickel traces found,1999
5046,6234,Exotic mineral inclusions,1999
5047,6235,Magnetic properties observed,1999
5048,6236,Magnetic properties observed,1999
5049,6237,Abundant olivine crystals,1999
5050,6238,Trace platinum group metals,1999
5051,6239,Significant phosphorous levels,1999
5052,6240,Unique mineral structure,1999
5053,6241,Significant phosphorous levels,1999
5054,6242,Shock-metamorphosed structure,1999
5055,6243,Unique mineral structure,1999
5056,6244,High iron content,1999
5057,6246,Exotic mineral inclusions,1999
5058,6247,High metal content,1999
5059,6248,Abundant olivine crystals,1999
5060,6249,Trace platinum group metals,1999
5061,6250,Exotic mineral inclusions,1999
5062,6251,Low volatile compounds,1999
5063,6252,Shock-metamorphosed structure,1999
5064,6253,Carbonaceous composition,1999
5065,6254,Trace platinum group metals,1999
5066,6255,Crystalline texture observed,1999
5067,6256,Significant phosphorous levels,1999
5068,6257,High magnesium content,1999
5069,6258,Rare isotopes detected,1999
5070,6259,High titanium concentration,1999
5071,6260,Silicate rich,1999
5072,6261,Anomalous silicon content,1999
5073,6262,Significant sulfur levels,1999
5074,6263,High titanium concentration,1999
5075,6264,Iron-nickel alloy composition,1999
5076,6265,High chromium content,1999
5077,6266,Presence of water-bearing minerals,1999
5078,6267,Presence of water-bearing minerals,1999
5079,6268,Trace platinum group metals,1999
5080,6269,Low density,1999
5081,6270,Exotic mineral inclusions,1999
5082,6271,Low volatile compounds,1999
5083,6272,Trace rare earth elements,1999
5084,6273,High titanium concentration,1999
5085,6274,High chromium content,1999
5086,6275,Unique mineral structure,1999
5087,6276,Significant sulfur levels,1999
5088,6277,Iron-nickel alloy composition,1999
5089,6278,Carbonaceous composition,1999
5090,6279,Trace rare earth elements,1999
5091,6280,Rare isotopes detected,1999
5092,6281,Low volatile compounds,1997
5093,6282,High magnesium content,1997
5094,6283,Nickel traces found,1999
5095,6284,High iron content,1998
5096,6285,High metal content,1998
5097,6286,High titanium concentration,1998
5098,6287,Low density,1998
5099,6288,Low volatile compounds,1998
5100,6289,Presence of organic compounds,1998
5101,6290,Carbonaceous composition,1998
5102,6291,Presence of organic compounds,1998
5103,6292,Abundant olivine crystals,1998
5104,6293,Low volatile compounds,1998
5105,6294,Iron-nickel alloy composition,1999
5106,6295,Carbonaceous composition,1998
5107,6296,Carbonaceous composition,1999
5108,6297,Presence of water-bearing minerals,1999
5109,6298,Significant sulfur levels,1999
5110,6299,Trace platinum group metals,1999
5111,6300,High iron content,1999
5112,6301,High chromium content,1999
5113,6302,Silicate rich,1999
5114,6303,High iron content,1999
5115,6304,Elevated manganese levels,1999
5116,6305,Significant phosphorous levels,1999
5117,6306,Presence of organic compounds,1999
5118,6307,Magnetic properties observed,1999
5119,6308,Elevated manganese levels,1999
5120,6309,High chromium content,1999
5121,6310,Anomalous silicon content,1999
5122,6311,Porous texture noted,1999
5123,6312,Low volatile compounds,1999
5124,6313,Exotic mineral inclusions,1999
5125,6314,Evidence of partial melting,1999
5126,6315,Crystalline texture observed,1999
5127,6316,High iron content,1999
5128,6317,Shock-metamorphosed structure,1999
5129,6318,High metal content,1999
5130,6319,Anomalous oxygen isotope ratio,1999
5131,6320,Significant sulfur levels,1999
5132,6321,Significant phosphorous levels,1999
5133,6322,Abundant olivine crystals,1999
5134,6323,Low density,1999
5135,6324,Elevated manganese levels,1999
5136,6325,Magnetic properties observed,1999
5137,6326,Evidence of partial melting,1999
5138,6327,Presence of water-bearing minerals,2000
5139,6328,High magnesium content,2000
5140,6329,Significant phosphorous levels,2000
5141,6330,Significant sulfur levels,2000
5142,6331,Presence of water-bearing minerals,2000
5143,6332,Iron-nickel alloy composition,2000
5144,6333,High chromium content,2000
5145,6334,High chromium content,2000
5146,6335,High metal content,2000
5147,6336,Exotic mineral inclusions,2000
5148,6337,Low density,2000
5149,6338,Carbonaceous composition,2000
5150,6339,Presence of water-bearing minerals,2000
5151,6340,Unique mineral structure,2000
5152,6341,Unusual chemical makeup,2000
5153,6342,Evidence of partial melting,2000
5154,6343,Nickel traces found,2000
5155,6344,Unusual chemical makeup,2000
5156,6345,Iron-nickel alloy composition,2000
5157,6346,Presence of water-bearing minerals,2000
5158,6347,Exotic mineral inclusions,2000
5159,6348,Iron-nickel alloy composition,2000
5160,6349,Low carbon content,2000
5161,6350,Low density,2000
5162,6351,Carbonaceous composition,2000
5163,6352,Unique mineral structure,2000
5164,6353,Magnetic properties observed,2000
5165,6354,Anomalous oxygen isotope ratio,2000
5166,6355,Iron-nickel alloy composition,2000
5167,6356,Low carbon content,2000
5168,6357,Rare isotopes detected,2000
5169,6358,Presence of water-bearing minerals,2000
5170,6359,Silicate rich,2000
5171,6360,Porous texture noted,2000
5172,6361,Iron-nickel alloy composition,2000
5173,6362,Carbonaceous composition,2000
5174,6363,Unique mineral structure,2000
5175,6364,Low carbon content,2000
5176,6365,High titanium concentration,2000
5177,6366,Low volatile compounds,2000
5178,6367,Unusual chemical makeup,2000
5179,6368,Unusual chemical makeup,2000
5180,6369,Abundant olivine crystals,2000
5181,6370,Evidence of partial melting,2000
5182,6371,High titanium concentration,2000
5183,6372,Low density,2000
5184,6373,Elevated manganese levels,2000
5185,6374,Elevated manganese levels,2000
5186,6375,High iron content,2000
5187,6376,Elevated manganese levels,2000
5188,6377,Rare isotopes detected,2000
5189,6378,Crystalline texture observed,2000
5190,6379,Abundant olivine crystals,2000
5191,6380,High titanium concentration,2000
5192,6381,Shock-metamorphosed structure,2000
5193,6382,Elevated cobalt levels,2000
5194,6383,Low density,2000
5195,6384,High magnesium content,2000
5196,6385,Unique mineral structure,2000
5197,6386,Anomalous silicon content,2000
5198,6387,Presence of organic compounds,1999
5199,6388,Iron-nickel alloy composition,1998
5200,6389,Unusual chemical makeup,1998
5201,6390,Nickel traces found,1998
5202,6391,Carbonaceous composition,1999
5203,6392,Presence of organic compounds,1999
5204,6393,Silicate rich,1999
5205,6394,Trace rare earth elements,1999
5206,6395,High chromium content,1999
5207,6396,Rare isotopes detected,1998
5208,6397,Elevated cobalt levels,1998
5209,6398,High magnesium content,1999
5210,6399,Silicate rich,1999
5211,6400,Anomalous oxygen isotope ratio,1999
5212,6401,Unique mineral structure,1999
5213,6402,Shock-metamorphosed structure,1998
5214,6403,Nickel traces found,1998
5215,6404,High metal content,1999
5216,6405,Abundant olivine crystals,1999
5217,6406,Abundant olivine crystals,1998
5218,6407,High iron content,1999
5219,6408,High iron content,1998
5220,6409,Significant sulfur levels,1999
5221,6410,Anomalous oxygen isotope ratio,1999
5222,6411,High magnesium content,1999
5223,6412,Low volatile compounds,1999
5224,6413,Elevated manganese levels,1999
5225,6414,Trace rare earth elements,1999
5226,6415,Trace platinum group metals,2000
5227,6416,Shock-metamorphosed structure,1998
5228,6417,Unique mineral structure,2000
5229,6418,Elevated cobalt levels,1998
5230,6419,Anomalous oxygen isotope ratio,2001
5231,6420,Trace platinum group metals,1999
5232,6421,Magnetic properties observed,2000
5233,6422,Elevated cobalt levels,1998
5234,6423,Crystalline texture observed,1998
5235,6424,Significant sulfur levels,2000
5236,6425,High titanium concentration,2000
5237,6426,Nickel traces found,2000
5238,6427,Silicate rich,2000
5239,6428,Trace rare earth elements,2000
5240,6429,Unique mineral structure,2000
5241,6430,High metal content,2000
5242,6431,Trace platinum group metals,2000
5243,6432,Iron-nickel alloy composition,2000
5244,6433,Porous texture noted,2000
5245,6434,Iron-nickel alloy composition,2000
5246,6435,High metal content,2000
5247,6436,Unusual chemical makeup,2000
5248,6437,Unusual chemical makeup,2000
5249,6438,Anomalous oxygen isotope ratio,2000
5250,6439,Trace platinum group metals,2000
5251,6440,Abundant olivine crystals,2000
5252,6441,High chromium content,2000
5253,6442,Low density,2000
5254,6443,Carbonaceous composition,2000
5255,6444,Low carbon content,2000
5256,6445,Presence of water-bearing minerals,2001
5257,6446,Trace rare earth elements,1998
5258,6447,Porous texture noted,1998
5259,6448,Presence of water-bearing minerals,1998
5260,6449,High metal content,1999
5261,6450,High magnesium content,2000
5262,6451,Presence of water-bearing minerals,2000
5263,6452,Iron-nickel alloy composition,2000
5264,6453,Elevated manganese levels,2000
5265,6454,Exotic mineral inclusions,2000
5266,6455,Low carbon content,2000
5267,6456,Elevated cobalt levels,2000
5268,6457,Elevated manganese levels,2000
5269,6458,Presence of water-bearing minerals,2000
5270,6459,High titanium concentration,2000
5271,6460,Elevated cobalt levels,2000
5272,6461,Anomalous oxygen isotope ratio,2000
5273,6462,Low volatile compounds,2000
5274,6463,Significant phosphorous levels,2000
5275,6464,Trace platinum group metals,2000
5276,6465,Elevated cobalt levels,2000
5277,6466,Unique mineral structure,2000
5278,6467,Anomalous silicon content,2000
5279,6468,Presence of organic compounds,2000
5280,6469,Unusual chemical makeup,2000
5281,6470,Trace rare earth elements,2000
5282,6471,Carbonaceous composition,2000
5283,6472,Significant phosphorous levels,2000
5284,6473,High metal content,2000
5285,6474,Evidence of partial melting,2000
5286,6475,Carbonaceous composition,2000
5287,6476,Presence of water-bearing minerals,2000
5288,6477,Carbonaceous composition,2000
5289,6478,Trace rare earth elements,2000
5290,6479,Nickel traces found,2000
5291,6480,Carbonaceous composition,2000
5292,6481,Crystalline texture observed,2000
5293,6482,Carbonaceous composition,2000
5294,6483,High iron content,2000
5295,6484,Exotic mineral inclusions,2000
5296,6485,Magnetic properties observed,2000
5297,6486,Magnetic properties observed,2000
5298,6487,Presence of water-bearing minerals,2000
5299,6488,High iron content,2000
5300,6489,Evidence of partial melting,2000
5301,6490,Exotic mineral inclusions,2000
5302,6491,High magnesium content,2000
5303,6492,Carbonaceous composition,1998
5304,6493,Low carbon content,1999
5305,6494,Crystalline texture observed,1998
5306,6495,Unusual chemical makeup,1999
5307,6496,High metal content,1997
5308,6497,High titanium concentration,1998
5309,6498,Low carbon content,1999
5310,6499,Abundant olivine crystals,1999
5311,6500,Crystalline texture observed,1999
5312,6501,Anomalous oxygen isotope ratio,1998
5313,6502,Iron-nickel alloy composition,1998
5314,6503,Abundant olivine crystals,1997
5315,6504,Porous texture noted,2000
5316,6505,Trace rare earth elements,1998
5317,6506,Low carbon content,1998
5318,6507,Carbonaceous composition,1998
5319,6508,Carbonaceous composition,1999
5320,6509,Rare isotopes detected,1998
5321,6510,Iron-nickel alloy composition,1998
5322,6511,Elevated manganese levels,1999
5323,6512,Elevated cobalt levels,1999
5324,6513,Evidence of partial melting,1999
5325,6514,Anomalous oxygen isotope ratio,1999
5326,6515,Abundant olivine crystals,1999
5327,6516,Presence of organic compounds,1999
5328,6517,Elevated cobalt levels,2000
5329,6518,Low carbon content,1999
5330,6519,Elevated manganese levels,2000
5331,6520,Nickel traces found,2001
5332,6521,High iron content,2001
5333,6522,High iron content,2000
5334,6523,High iron content,2002
5335,6524,Iron-nickel alloy composition,2002
5336,6525,Low carbon content,2002
5337,6526,Shock-metamorphosed structure,2002
5338,6527,Anomalous oxygen isotope ratio,2002
5339,6528,Anomalous oxygen isotope ratio,2002
5340,6529,Significant sulfur levels,2002
5341,6530,Presence of organic compounds,2002
5342,6531,Rare isotopes detected,2002
5343,6532,Presence of water-bearing minerals,2002
5344,6533,Low carbon content,2002
5345,6534,Crystalline texture observed,2002
5346,6535,Carbonaceous composition,2001
5347,6537,Abundant olivine crystals,1999
5348,6538,Presence of organic compounds,1999
5349,6539,Elevated manganese levels,2000
5350,6540,Carbonaceous composition,1986
5351,6541,Anomalous oxygen isotope ratio,1986
5352,6543,Presence of water-bearing minerals,1986
5353,6544,Magnetic properties observed,1986
5354,6547,Exotic mineral inclusions,1986
5355,6550,Exotic mineral inclusions,1986
5356,6551,Exotic mineral inclusions,1986
5357,6552,High iron content,1986
5358,6553,Significant phosphorous levels,1986
5359,6554,Significant sulfur levels,1986
5360,6559,Anomalous silicon content,1986
5361,6560,Exotic mineral inclusions,1986
5362,6561,Silicate rich,1986
5363,6564,High iron content,1986
5364,6566,Anomalous oxygen isotope ratio,1986
5365,6567,Silicate rich,1986
5366,6568,Porous texture noted,1986
5367,6569,Low density,1986
5368,6570,High magnesium content,1986
5369,6571,Low volatile compounds,1986
5370,6572,High magnesium content,1986
5371,6573,Elevated manganese levels,1986
5372,6574,Unique mineral structure,1986
5373,6575,High metal content,1986
5374,6577,Shock-metamorphosed structure,1986
5375,6578,Silicate rich,1986
5376,6579,Trace rare earth elements,1986
5377,6580,Abundant olivine crystals,1986
5378,6583,Presence of water-bearing minerals,1986
5379,6584,Nickel traces found,1986
5380,6585,Rare isotopes detected,1986
5381,6586,Nickel traces found,1986
5382,6587,Crystalline texture observed,1986
5383,6588,Abundant olivine crystals,1986
5384,6589,Carbonaceous composition,1986
5385,6590,High chromium content,1986
