study_id,meteorite_id,scientist_id,study_date
9694,5060,759,2012-01-06
9695,35481,4851,2013-01-03
9696,653,19048,2008-02-09
9697,840,17818,2014-08-15
9698,22496,27865,2020-01-03
9699,55493,3734,2020-03-30
9700,24789,26793,2010-09-09
9701,14977,5197,2025-05-27
9702,56328,15369,2021-05-14
9703,5010,25198,2012-11-01
9704,15598,31172,2007-04-03
9705,5799,1850,2006-07-08
9706,52430,37050,2024-01-26
9707,13062,25387,2001-02-27
9708,8873,12074,2001-06-26
9709,12655,13029,2023-01-15
9710,48178,26232,2015-12-11
9711,23263,8962,2001-05-28
9712,29023,29782,2015-10-07
9713,24901,1835,2022-03-09
9714,23677,24768,2005-11-12
9715,52585,22568,2021-02-05
9716,8596,5822,2013-03-06
9717,5659,7304,2019-07-08
9718,8128,16909,2023-06-29
9719,54859,22694,2013-11-26
9720,30619,21693,2025-09-08
9721,38172,29001,2018-01-19
9722,45583,1502,2022-07-12
9723,296,25128,2016-11-01
9724,18540,15502,2023-08-20
9725,52133,6630,2007-07-15
9726,9109,30408,2023-09-21
9727,14143,31549,2006-07-13
9728,53351,12026,2002-07-10
9729,18577,21693,2008-04-28
9730,9871,8798,2009-08-23
9731,26741,36496,2019-10-02
9732,15562,25767,2025-11-02
9733,18727,26751,2024-09-04
9734,17981,28221,2001-09-01
9735,52983,21640,2013-11-22
9736,23202,2997,2003-10-13
9737,12554,20394,2020-03-25
9738,22121,23841,2016-12-09
9739,24303,18308,2015-04-01
9740,15945,15536,2007-01-20
9741,15370,15552,2012-07-16
9742,29336,24143,2024-02-26
9743,22241,27607,2002-05-16
9744,14491,6854,2015-10-19
9745,6609,15491,2023-11-01
9746,14462,15997,2009-08-14
9747,51296,30643,2018-12-03
9748,49500,13847,2019-04-17
9749,24568,519,2003-10-31
9750,695,37701,2016-08-13
9751,13113,37030,2004-11-17
9752,12321,37200,2022-06-29
9753,3910,5341,2006-10-26
9754,13510,28313,2009-06-24
9755,47869,31290,2006-01-07
9756,15770,29245,2001-01-15
9757,15481,37932,2007-12-08
9758,12276,31197,2001-04-07
9759,29373,26189,2011-07-25
9760,14994,8811,2008-11-10
9761,22593,7594,2015-02-15
9762,53338,34,2018-08-10
9763,3889,834,2001-08-27
9764,48368,35214,2005-10-03
9765,21456,21034,2021-09-29
9766,24586,15417,2000-06-15
9767,54031,10210,2009-04-15
9768,14742,4704,2016-10-04
9769,38313,15451,2012-09-19
9770,20531,11137,2007-11-16
9771,2101,2759,2001-12-09
9772,49056,22049,2018-04-20
9773,55613,20844,2017-06-15
9774,45919,24730,2021-08-05
9775,45950,19970,2024-09-29
9776,54516,2302,2025-11-07
9777,19576,26989,2001-01-18
9778,54263,23587,2023-02-23
9779,13599,34841,2016-07-02
9780,49802,9406,2015-04-21
9781,25698,1501,2017-10-22
9782,26363,19392,2019-03-08
9783,21226,16466,2016-04-09
9784,52781,6221,2025-08-13
9785,10120,16048,2006-12-04
9786,858,21493,2002-02-10
9787,27140,25710,2015-04-13
9788,3994,34793,2013-03-31
9789,39382,7868,2006-08-01
9790,8027,22792,2011-01-02
9791,6408,22700,2017-03-29
9792,10277,9726,2013-08-25
9793,56892,19634,2002-01-23
9794,29421,23791,2002-08-27
9795,9880,12530,2003-04-22
9796,11722,13764,2005-09-21
9797,1873,37735,2020-06-07
9798,55419,30769,2008-07-17
9799,28717,27292,2011-01-30
9800,27346,10861,2016-01-22
9801,20143,31811,2017-11-24
9802,26946,34295,2003-06-11
9803,7699,25123,2000-06-15
9804,8020,35253,2012-05-20
9805,39378,15740,2002-09-25
9806,8767,16182,2012-08-07
9807,13566,34307,2004-04-10
9808,6801,1791,2007-10-21
9809,26894,30062,2013-12-17
9810,54351,33792,2012-04-28
9811,25965,6443,2021-12-10
9812,25370,377,2010-01-04
9813,50619,20102,2005-04-14
9814,6643,4949,2015-08-30
9815,49119,538,2016-03-28
9816,5655,8099,2010-07-30
9817,12424,19227,2015-05-09
9818,6665,20124,2017-02-03
9819,37858,7942,2015-03-26
9820,54158,34406,2010-06-29
9821,50935,33828,2015-11-22
9822,28509,9227,2025-01-04
9823,14202,36257,2016-03-23
9824,28947,30937,2010-08-12
9825,16608,11797,2024-09-15
9826,3538,25375,2001-08-17
9827,24999,31343,2015-12-07
9828,50249,9935,2001-11-01
9829,55147,3535,2022-05-14
9830,27994,5695,2006-07-06
9831,9857,3251,2000-04-23
9832,23171,16639,2008-04-29
9833,8048,29802,2025-04-09
9834,12535,923,2008-10-23
9835,13397,18737,2000-02-11
9836,20957,31404,2001-06-11
9837,50473,35236,2018-04-12
9838,18250,9674,2019-08-20
9839,7436,28252,2009-08-03
9840,9143,30835,2019-08-01
9841,11521,3598,2013-07-07
9842,16618,34093,2022-11-19
9843,24986,2378,2018-10-01
9844,7800,7281,2007-05-29
9845,30422,18691,2020-01-22
9846,20084,12970,2009-02-24
9847,20516,19735,2013-02-09
9848,14703,9750,2010-06-02
9849,10420,2579,2019-08-29
9850,1739,29053,2002-11-09
9851,23982,6655,2017-12-20
9852,51627,12143,2019-05-28
9853,24551,20743,2006-08-17
9854,18055,16283,2018-09-30
9855,1826,21810,2023-05-18
9856,48595,9122,2004-04-10
9857,16809,1110,2010-04-16
9858,52666,27180,2002-04-07
9859,55747,22882,2002-01-19
9860,6473,1616,2017-04-24
9861,6838,1682,2003-01-14
9862,56239,2925,2024-03-17
9863,21766,21959,2015-01-14
9864,5841,29212,2018-02-23
9865,10871,5101,2012-11-12
9866,54633,23518,2019-11-22
9867,5723,4414,2022-07-05
9868,688,15282,2019-05-28
9869,29350,12479,2024-09-29
9870,23133,13531,2004-05-14
9871,28215,5443,2013-11-15
9872,23952,28320,2005-09-13
9873,30617,21797,2004-08-15
9874,39417,32219,2025-02-15
9875,6931,5818,2015-06-17
9876,51133,29827,2016-02-04
9877,18688,21854,2005-07-28
9878,3913,5132,2002-09-09
9879,57019,6095,2015-05-29
9880,20826,20580,2006-08-07
9881,12189,31083,2016-12-18
9882,3948,20239,2018-02-06
9883,2318,31377,2013-03-27
9884,7345,27656,2005-08-17
9885,23382,20942,2000-07-18
9886,54642,36355,2013-11-28
9887,12942,29441,2008-02-25
9888,1868,28280,2018-02-08
9889,56282,35964,2020-03-28
9890,46772,20728,2002-11-10
9891,14011,9244,2019-07-29
9892,29554,26590,2015-12-27
9893,2463,30223,2004-01-22
9894,7833,5598,2008-11-08
9895,25021,11719,2020-10-28
9896,49727,17003,2023-05-24
9897,49559,24748,2015-04-27
9898,55478,28181,2019-04-18
9899,56215,17681,2001-02-20
9900,19736,12974,2011-12-21
9901,26598,32119,2023-10-19
9902,12568,24655,2017-01-14
9903,19307,35292,2014-05-09
9904,4460,11446,2001-01-08
9905,48560,14523,2006-01-16
9906,13910,36363,2007-08-26
9907,46592,34386,2016-03-05
9908,4000,9308,2007-03-26
9909,55643,15855,2021-08-05
9910,6072,6188,2003-12-21
9911,28358,17575,2020-12-09
9912,34557,12069,2002-05-01
9913,15650,15053,2025-07-02
9914,47330,8467,2007-06-24
9915,52423,1745,2005-02-03
9916,12979,7045,2024-07-21
9917,26345,36048,2001-09-24
9918,56352,12030,2005-11-09
9919,51988,7440,2015-04-25
9920,4886,24149,2003-07-23
9921,40466,34964,2003-08-09
9922,13374,6791,2011-09-06
9923,19467,21677,2015-02-06
9924,8488,9455,2017-04-22
9925,24603,23,2024-06-02
9926,26764,10007,2001-01-16
9927,50316,37639,2001-12-16
9928,28694,38024,2010-12-09
9929,20209,35105,2013-08-23
9930,1407,25429,2006-07-23
9931,55189,14027,2022-01-12
9932,6385,28,2009-11-21
9933,10405,23363,2016-03-22
9934,23123,35992,2005-01-25
9935,13244,11030,2004-06-18
9936,28996,20319,2015-06-11
9937,2262,26679,2016-04-05
9938,40697,24708,2008-04-12
9939,21217,15906,2017-08-24
9940,27208,24711,2023-01-27
9941,28110,6567,2000-10-24
9942,20640,30378,2023-11-28
9943,54727,3885,2002-05-04
9944,18106,25854,2001-04-26
9945,25675,29156,2022-09-09
9946,55219,1250,2000-04-21
9947,7661,37458,2025-06-23
9948,56335,551,2014-07-17
9949,33609,30853,2005-02-07
9950,2374,2565,2013-07-05
9951,8435,35638,2012-07-29
9952,53061,28997,2022-09-28
9953,7984,10608,2025-12-07
9954,17041,8565,2001-10-18
9955,51795,24834,2002-02-16
9956,9099,23484,2017-11-19
9957,46886,28981,2023-12-04
9958,26431,30011,2015-11-10
9959,1517,33647,2003-09-18
9960,26662,13611,2011-12-19
9961,7405,29261,2024-11-09
9962,50650,21925,2017-02-07
9963,34048,18369,2004-02-19
9964,21427,2820,2017-11-25
9965,30143,15194,2004-05-24
9966,53899,33629,2002-01-19
9967,3369,14807,2003-12-01
9968,14554,20149,2023-01-14
9969,24875,8290,2009-09-18
9970,10138,20713,2024-05-14
9971,51649,32419,2012-10-19
9972,19788,34871,2023-04-05
9973,8539,15313,2009-10-26
9974,5198,34201,2022-04-26
9975,56820,14046,2024-09-02
9976,52090,34301,2012-02-19
9977,11774,29218,2000-08-16
9978,18652,30910,2005-08-12
9979,55468,11659,2004-01-31
9980,15476,2757,2023-06-26
9981,5110,6364,2018-03-11
9982,21641,12313,2001-06-29
9983,23635,36787,2020-11-03
9984,20579,7870,2005-09-04
9985,29,25261,2010-01-27
9986,20427,25575,2015-04-26
9987,27949,18647,2005-04-04
9988,28570,31087,2001-04-10
9989,4517,12942,2022-11-12
9990,48272,25513,2009-11-14
9991,48904,16551,2022-03-30
9992,38344,32168,2022-07-31
9993,699,17951,2000-05-09
9994,18993,22807,2006-03-28
9995,1471,26349,2009-03-25
9996,19156,16362,2009-07-25
9997,13285,31517,2008-12-09
9998,29811,25535,2001-08-24
9999,50571,23938,2017-12-05
10000,18032,37651,2009-01-31
10001,1028,7550,2012-01-31
10002,56709,6805,2004-03-14
10003,56191,32010,2011-11-30
10004,48632,9967,2011-09-01
10005,46568,6150,2000-08-13
10006,11777,35403,2022-02-16
10007,47243,7088,2010-01-15
10008,48911,24953,2011-03-25
10009,779,37734,2002-02-04
10010,21956,2480,2024-07-19
10011,1554,17569,2019-12-11
10012,7320,26246,2010-10-23
10013,55828,10076,2010-12-16
10014,28875,7844,2016-07-03
10015,9264,12442,2005-11-13
10016,56284,3872,2020-05-22
10017,24553,33124,2014-04-06
10018,24021,4156,2011-01-29
10019,18473,5363,2020-05-23
10020,11479,20505,2016-07-05
10021,47751,33731,2023-01-14
10022,12052,4139,2008-09-05
10023,4637,37659,2006-05-19
10024,10489,26411,2015-10-09
10025,21840,23245,2010-10-15
10026,16762,9938,2014-06-14
10027,11557,22563,2015-01-24
10028,49986,35060,2021-11-18
10029,56135,27036,2006-05-26
10030,19425,18375,2017-06-28
10031,55028,7641,2004-11-26
10032,10322,11377,2022-05-02
10033,6263,34880,2004-11-09
10034,46820,4080,2006-07-18
10035,23532,14494,2006-09-10
10036,55921,34786,2002-01-02
10037,18727,28621,2007-10-11
10038,19785,21607,2003-07-20
10039,47989,4111,2022-02-13
10040,54492,30038,2016-01-18
10041,48166,14602,2020-06-27
10042,53784,17809,2023-07-05
10043,11112,2722,2012-10-21
10044,29538,17269,2002-10-13
10045,53151,32103,2001-09-04
10046,47810,30440,2011-07-28
10047,19351,21501,2006-11-22
10048,19459,12968,2011-12-06
10049,20204,28152,2007-09-28
10050,3529,31720,2016-08-03
10051,24751,1468,2020-07-05
10052,19885,37334,2013-10-19
10053,19004,33101,2021-08-05
10054,16549,3889,2003-01-09
10055,14747,6829,2004-07-16
10056,13533,31282,2006-10-12
10057,20970,35066,2021-09-21
10058,3679,32907,2016-01-26
10059,11571,26425,2001-02-27
10060,12266,29400,2016-03-31
10061,20420,10549,2024-03-29
10062,18090,29605,2002-10-05
10063,12051,30626,2021-06-27
10064,50665,11247,2002-03-07
10065,55283,13547,2020-10-03
10066,55102,19383,2001-08-26
10067,18569,29667,2006-12-11
10068,8021,27168,2020-02-11
10069,35557,19594,2007-12-01
10070,56135,21086,2010-03-30
10071,6005,34782,2011-07-20
10072,234,36625,2021-04-10
10073,950,24935,2001-09-01
10074,45866,11494,2014-09-03
10075,40229,22310,2011-02-17
10076,51381,14906,2007-09-28
10077,21477,27249,2005-09-23
10078,14862,3324,2020-09-03
10079,19281,33473,2008-01-24
10080,29754,10718,2022-05-09
10081,8483,785,2015-02-06
10082,12960,32675,2018-06-16
10083,48490,4388,2015-08-18
10084,18461,18851,2023-06-22
10085,25047,766,2019-10-18
10086,15508,12101,2010-06-07
10087,13257,32912,2014-11-10
10088,8936,16941,2014-12-14
10089,15473,10111,2018-02-22
10090,19080,34052,2012-07-28
10091,4448,28991,2017-05-18
10092,3736,37051,2024-03-20
10093,16377,25031,2001-12-20
10094,21793,2973,2001-07-26
10095,1284,24429,2021-08-11
10096,26384,22215,2021-06-27
10097,8185,10309,2003-08-29
10098,19500,4641,2024-01-12
10099,2457,13880,2003-05-30
10100,17004,10616,2021-01-28
10101,31325,19560,2021-06-21
10102,48198,4493,2000-11-05
10103,27969,4676,2018-03-15
10104,54038,2249,2016-05-29
10105,28978,25675,2007-09-17
10106,33638,27979,2003-03-01
10107,23541,25837,2013-08-12
10108,2494,13326,2025-11-21
10109,7557,20133,2019-12-30
10110,16849,8851,2012-10-13
10111,12787,29263,2025-04-13
10112,13723,23310,2013-09-25
10113,29047,3479,2025-12-17
10114,55844,35286,2017-05-20
10115,49498,23281,2010-12-07
10116,12221,29412,2023-10-05
10117,30042,388,2017-03-02
10118,29154,29501,2006-09-13
10119,10787,27192,2020-05-27
10120,40434,983,2019-12-19
10121,9980,33603,2003-07-12
10122,48016,33390,2000-04-24
10123,53038,25195,2022-01-05
10124,18152,27618,2001-01-14
10125,13498,13469,2016-05-27
10126,50847,5283,2008-07-03
10127,21448,11369,2005-05-16
10128,55910,18732,2006-06-01
10129,50714,20529,2007-01-30
10130,29832,23958,2009-12-04
10131,522,29687,2001-09-25
10132,50102,31082,2016-03-27
10133,53435,1522,2022-11-05
10134,969,10818,2006-03-20
10135,14125,14566,2021-11-10
10136,49829,12100,2014-01-15
10137,55699,34117,2006-05-22
10138,39605,25194,2000-01-15
10139,28016,18815,2013-05-20
10140,16303,24807,2018-09-28
10141,15430,1536,2010-03-25
10142,49561,30226,2009-03-08
10143,21216,6792,2010-06-02
10144,25384,836,2009-04-06
10145,38112,26790,2010-05-12
10146,5425,29613,2015-03-13
10147,35556,4523,2004-04-27
10148,22179,9608,2007-07-27
10149,50416,13782,2013-04-28
10150,48231,5778,2023-12-16
10151,1008,9611,2001-06-26
10152,11944,23806,2020-08-09
10153,53143,15124,2016-08-20
10154,55396,14688,2010-01-05
10155,30521,9779,2007-08-16
10156,49050,15333,2004-01-22
10157,10693,33767,2005-05-13
10158,22064,35238,2011-07-11
10159,14575,36923,2001-10-15
10160,27460,4026,2008-02-07
10161,27901,15007,2014-06-06
10162,49179,15,2007-03-28
10163,55776,25431,2017-06-04
10164,9754,32232,2011-10-11
10165,48443,8590,2005-07-05
10166,8119,5081,2000-01-12
10167,3388,5130,2005-09-21
10168,16091,1261,2006-01-27
10169,4172,21223,2015-03-03
10170,26728,24402,2007-08-09
10171,26735,10095,2022-01-06
10172,3370,26646,2022-04-23
10173,38650,26102,2015-02-19
10174,57379,14870,2005-02-13
10175,28292,5212,2021-06-05
10176,30222,14023,2025-07-02
10177,2171,34183,2021-07-02
10178,50535,1804,2017-03-12
10179,536,22990,2021-07-09
10180,40049,27098,2014-06-15
10181,40405,5477,2014-06-13
10182,52350,1666,2000-11-16
10183,4787,32715,2018-10-04
10184,30104,17247,2020-09-11
10185,53945,29750,2013-08-30
10186,3709,14556,2024-02-21
10187,6397,36508,2022-03-25
10188,12975,21643,2010-05-14
10189,24494,16312,2024-11-29
10190,38310,9919,2022-12-01
10191,14955,18810,2019-03-21
10192,56831,13080,2000-06-09
10193,18614,5943,2022-02-03
10194,26165,27416,2013-09-13
10195,49943,22958,2013-10-13
10196,27923,8955,2016-05-08
10197,49578,18141,2011-08-20
10198,39942,21481,2009-10-19
10199,15876,27477,2012-10-01
10200,19867,14550,2001-10-10
10201,21639,21324,2007-10-13
10202,9668,13925,2014-02-24
10203,50168,25992,2020-03-09
10204,30925,19730,2001-08-21
10205,26045,29677,2003-10-16
10206,2678,24318,2018-06-22
10207,13340,22816,2013-02-26
10208,8831,3830,2008-08-25
10209,673,35890,2002-05-03
10210,26301,2580,2005-03-19
10211,13599,7833,2015-06-19
10212,285,14212,2000-07-28
10213,1639,28660,2002-10-15
10214,54835,36115,2023-06-19
10215,7997,3884,2023-01-21
10216,35704,33767,2016-03-30
10217,29891,16929,2000-09-13
10218,27008,1075,2008-03-16
10219,493,21030,2009-02-24
10220,18168,12144,2000-03-18
10221,22431,32274,2014-06-10
10222,55130,21327,2003-01-25
10223,6671,33663,2012-07-18
10224,39363,11883,2003-04-15
10225,19326,11515,2024-05-25
10226,29908,5719,2000-07-28
10227,37789,13786,2001-12-10
10228,10407,37902,2016-12-04
10229,20361,3045,2023-11-12
10230,5585,8415,2024-06-23
10231,6457,15289,2003-11-29
10232,13293,16529,2016-06-23
10233,56787,20839,2017-01-02
10234,57061,309,2025-05-08
10235,40181,32515,2014-12-26
10236,24148,27482,2007-04-17
10237,20785,28781,2019-05-04
10238,11923,19851,2009-10-10
10239,9420,28065,2000-02-13
10240,19671,29030,2023-08-23
10241,19963,30699,2018-02-06
10242,10867,17703,2023-02-01
10243,29626,18850,2011-03-23
10244,497,34971,2003-06-20
10245,28162,11614,2022-03-18
10246,39719,19887,2017-10-17
10247,18566,18814,2012-12-14
10248,52943,27757,2024-12-28
10249,8288,13038,2008-03-16
10250,53946,16103,2010-01-07
10251,25413,16696,2016-01-03
10252,20691,13320,2019-12-10
10253,6258,14440,2014-11-07
10254,39839,28202,2019-06-26
10255,5146,33279,2022-11-22
10256,50400,26838,2007-11-08
10257,11004,34499,2010-12-13
10258,20630,13738,2024-04-27
10259,12309,18077,2005-09-21
10260,25413,6188,2017-01-09
10261,10805,20665,2011-07-18
10262,27104,1223,2002-05-03
10263,7471,25532,2007-09-17
10264,56651,17985,2020-02-01
10265,13068,1160,2024-06-03
10266,27086,30502,2006-04-28
10267,56974,2161,2023-08-24
10268,25445,2595,2002-03-02
10269,28707,24831,2024-07-26
10270,29509,22811,2021-12-04
10271,11094,20952,2011-01-17
10272,20568,680,2014-09-06
10273,49563,22559,2011-11-29
10274,8073,12408,2019-10-21
10275,24652,8869,2010-06-28
10276,54984,21616,2024-10-16
10277,55071,5342,2016-10-07
10278,20447,7509,2005-08-29
10279,14377,16442,2016-03-30
10280,4051,10613,2009-05-26
10281,15657,15531,2001-05-29
10282,26651,4953,2022-07-28
10283,50631,27781,2005-08-31
10284,21736,26006,2003-11-13
10285,14903,8279,2022-03-17
10286,26161,33150,2016-03-01
10287,14479,1120,2011-08-19
10288,29674,9515,2025-07-27
10289,25031,7870,2003-04-22
10290,48555,19597,2014-04-14
10291,7933,13542,2003-02-05
10292,6308,26497,2016-11-04
10293,1539,30754,2008-10-24
10294,8261,4503,2005-09-20
10295,53491,35807,2016-02-03
10296,765,6114,2022-01-23
10297,26995,12211,2024-12-26
10298,10698,24072,2019-08-28
10299,7648,22467,2002-05-31
10300,10781,31287,2002-08-04
10301,55025,5336,2018-01-21
10302,2541,6423,2025-07-07
10303,19342,10378,2009-07-11
10304,18663,19560,2023-10-15
10305,402,3694,2006-05-17
10306,3579,29631,2009-10-03
10307,28282,23204,2004-02-22
10308,7957,4285,2016-08-15
10309,55741,30444,2011-10-28
10310,50323,16402,2000-01-31
10311,46958,15181,2025-08-04
10312,719,37420,2007-10-26
10313,7,9620,2009-11-30
10314,50160,30590,2018-01-21
10315,13132,29111,2023-07-20
10316,48370,3065,2003-05-18
10317,53081,24498,2014-01-09
10318,55229,34625,2002-03-10
10319,25756,38025,2001-01-03
10320,22724,25626,2006-09-29
10321,30404,8329,2006-05-24
10322,22240,34651,2014-05-15
10323,6963,2166,2011-03-25
10324,11583,20060,2020-09-07
10325,24279,12450,2012-07-12
10326,20332,32726,2013-01-22
10327,261,22029,2005-10-10
10328,5865,35241,2013-06-20
10329,50525,13460,2016-09-27
10330,16447,34948,2014-02-16
10331,18520,4538,2011-11-04
10332,6977,34536,2008-12-27
10333,33859,87,2012-12-21
10334,18115,25508,2016-09-17
10335,453,6116,2010-03-12
10336,16030,24796,2004-01-22
10337,15259,6194,2007-07-31
10338,57080,9449,2016-10-15
10339,8760,25982,2013-09-07
10340,18432,9043,2012-11-10
10341,55761,7900,2023-04-26
10342,39523,25274,2004-08-05
10343,18258,35860,2018-08-09
10344,25736,19271,2006-05-07
10345,20654,15172,2010-05-15
10346,57055,11556,2019-01-27
10347,8535,4038,2018-01-25
10348,52589,34834,2009-02-15
10349,24789,24017,2013-04-01
10350,8991,33187,2000-04-27
10351,38290,36359,2017-01-17
10352,5077,34518,2008-09-03
10353,444,18655,2011-03-18
10354,21345,35768,2020-06-08
10355,27468,1147,2004-01-13
10356,51327,11069,2010-05-03
10357,24197,22940,2002-01-06
10358,12446,13638,2016-11-15
10359,53806,29224,2016-11-07
10360,16202,3172,2013-11-06
10361,18499,29011,2008-12-20
10362,21045,1749,2020-12-23
10363,51843,126,2024-09-14
10364,21503,21908,2023-03-09
10365,49125,16697,2009-11-02
10366,12232,19473,2022-08-03
10367,56036,4920,2004-07-16
10368,38627,16172,2001-07-31
10369,48057,35516,2005-11-05
10370,54980,10023,2014-09-17
10371,46972,37416,2005-05-17
10372,39845,14022,2025-11-26
10373,14751,21671,2020-09-01
10374,16797,10003,2017-11-14
10375,37923,33026,2008-08-16
10376,22033,9350,2001-11-23
10377,11497,30725,2023-07-16
10378,51674,20352,2004-07-21
10379,22510,35781,2011-07-01
10380,35474,7629,2001-06-30
10381,30133,31983,2002-07-08
10382,16831,2933,2002-01-08
10383,29502,1287,2018-09-20
10384,21045,22544,2013-06-05
10385,26139,19364,2005-01-06
10386,9253,33713,2001-12-11
10387,56430,10813,2018-03-10
10388,8112,15858,2016-08-14
10389,33842,15644,2024-05-05
10390,10261,37504,2020-11-03
10391,11038,37903,2021-11-14
10392,30583,11768,2003-08-24
10393,8243,11472,2014-12-03
10394,18672,16994,2020-01-27
10395,13494,35092,2010-09-14
10396,53310,24677,2015-12-29
10397,9671,19952,2024-10-12
10398,48006,35249,2001-01-29
10399,51924,35653,2003-01-29
10400,12288,17089,2004-04-06
10401,50355,36175,2001-09-17
10402,11728,37565,2005-03-14
10403,11618,17904,2020-09-05
10404,25218,33254,2002-10-05
10405,7191,32274,2015-10-23
10406,2259,11451,2004-03-23
10407,1573,19041,2024-11-07
10408,19323,7358,2021-06-11
10409,28756,2053,2006-07-16
10410,7650,12946,2018-08-23
10411,26836,20614,2023-09-14
10412,6004,27297,2000-10-09
10413,56412,33965,2021-05-23
10414,8101,17142,2010-02-12
10415,53137,4606,2021-02-11
10416,12782,34806,2024-09-05
10417,18056,14914,2013-03-30
10418,18789,23213,2014-01-18
10419,842,3384,2002-08-07
10420,9835,9204,2005-06-05
10421,20033,26577,2014-01-21
10422,15684,9232,2016-03-26
10423,55391,26355,2010-05-25
10424,51156,19236,2010-05-21
10425,31349,21749,2002-10-18
10426,48517,23287,2020-08-28
10427,39689,13997,2003-04-05
10428,11311,33526,2014-05-31
10429,30484,37551,2014-05-19
10430,28843,20040,2020-11-30
10431,40760,31582,2005-05-31
10432,51046,954,2018-12-10
10433,10140,17183,2004-12-24
10434,52372,29520,2014-04-03
10435,53426,7060,2021-11-21
10436,55804,20094,2022-08-02
10437,56430,2385,2011-10-11
10438,32912,11793,2025-06-09
10439,7098,35085,2018-11-07
10440,27969,797,2003-02-20
10441,56415,12511,2020-02-20
10442,55899,18593,2020-08-10
10443,18600,9751,2017-11-14
10444,4261,21897,2008-01-16
10445,40377,1255,2011-12-18
10446,6701,27744,2000-01-29
10447,12922,11885,2024-01-24
10448,6496,12041,2001-05-15
10449,9266,33085,2008-03-21
10450,53348,13835,2005-10-10
10451,13278,16068,2022-10-27
10452,24479,21017,2008-06-21
10453,18597,14072,2008-10-20
10454,50167,10389,2021-08-06
10455,3537,9776,2017-08-04
10456,49942,26289,2003-03-07
10457,30587,33735,2024-01-01
10458,23326,27789,2025-10-16
10459,7844,14720,2021-11-19
10460,21642,28302,2022-06-26
10461,19638,9795,2006-04-21
10462,29652,15561,2019-04-21
10463,9223,4519,2011-08-06
10464,29594,10879,2023-01-12
10465,5394,2113,2012-11-20
10466,51237,7618,2016-06-14
10467,35635,33723,2000-06-21
10468,27217,31742,2013-03-16
10469,92,5552,2015-03-14
10470,617,17094,2024-08-28
10471,30699,17904,2014-03-07
10472,1532,27532,2008-06-22
10473,15941,19533,2002-11-14
10474,4915,25956,2019-02-03
10475,8054,5009,2021-08-24
10476,49487,11666,2016-09-30
10477,56316,37031,2005-04-08
10478,51748,22016,2017-07-22
10479,6970,9619,2024-05-23
10480,23568,10573,2000-08-18
10481,11653,18603,2024-01-14
10482,53432,34116,2005-10-12
10483,8089,2576,2005-12-27
10484,15528,8293,2007-11-03
10485,6450,26779,2010-10-21
10486,56870,1888,2024-11-01
10487,16295,26862,2000-10-14
10488,16531,36331,2005-11-30
10489,39804,4684,2017-11-16
10490,15794,1407,2014-04-29
10491,22258,13680,2025-11-06
10492,28479,21746,2015-05-07
10493,8270,18650,2008-02-16
10494,28228,32562,2002-12-03
10495,24131,1604,2018-01-11
10496,8632,19812,2018-11-02
10497,51566,5728,2018-12-22
10498,5306,9706,2017-05-09
10499,23656,17450,2021-06-01
10500,9110,8855,2009-01-04
10501,649,9173,2020-07-24
10502,14265,16418,2020-01-24
10503,25757,7067,2003-08-16
10504,14009,19900,2007-08-22
10505,4752,9527,2020-12-05
10506,50699,3734,2024-03-10
10507,27189,22772,2004-03-13
10508,48166,30548,2024-01-17
10509,33606,17268,2014-01-16
10510,18926,13024,2007-10-07
10511,51498,5363,2019-08-05
10512,51590,30559,2015-07-31
10513,40566,18108,2016-07-19
10514,27080,28973,2002-06-28
10515,18290,5881,2016-02-03
10516,5762,15790,2009-03-24
10517,12232,36451,2022-01-27
10518,9982,32100,2004-07-18
10519,26344,31188,2003-03-08
10520,25859,2662,2018-01-24
10521,8555,33994,2021-06-25
10522,39900,26594,2024-03-11
10523,492,22168,2015-01-03
10524,30360,8096,2025-06-04
10525,56799,10773,2022-10-09
10526,14443,7507,2021-07-14
10527,14861,34296,2012-06-22
10528,15392,27277,2006-05-13
10529,15800,14448,2001-06-27
10530,7027,20872,2025-05-19
10531,38220,7453,2017-05-22
10532,26884,13131,2001-12-13
10533,56201,31177,2020-03-21
10534,30338,1225,2011-05-30
10535,46987,6084,2024-11-09
10536,19355,13408,2009-03-10
10537,2062,14891,2012-05-01
10538,47930,19255,2009-07-19
10539,20298,593,2006-05-16
10540,53879,27457,2024-02-13
10541,46414,23963,2013-05-13
10542,21367,23907,2007-06-26
10543,19626,37761,2000-08-10
10544,2343,18554,2001-03-17
10545,40039,31517,2008-01-26
10546,7045,25657,2020-01-10
10547,27326,8254,2017-10-23
10548,27284,10574,2012-01-29
10549,53884,3644,2008-11-09
10550,49829,13170,2010-05-13
10551,57362,30396,2016-12-15
10552,54777,6867,2019-03-20
10553,7099,10685,2023-06-26
10554,19311,36115,2016-03-06
10555,39312,19098,2025-07-19
10556,52138,9327,2012-06-27
10557,24191,8258,2017-07-06
10558,13146,31808,2012-06-22
10559,44722,34899,2011-10-29
10560,47004,30045,2001-10-22
10561,48284,13424,2010-08-20
10562,4203,10865,2011-01-19
10563,13357,32408,2003-08-14
10564,57299,28517,2022-06-25
10565,683,24227,2013-08-28
10566,20682,17623,2007-11-04
10567,10290,31132,2009-07-25
10568,7509,19585,2008-07-12
10569,1983,26534,2018-08-02
10570,6892,7405,2013-08-24
