expedition_id,meteorite_id,scientist_id,expedition_date,notes
6391,528,37344,1961-10-09,Deep cave exploration
6392,53237,12638,1992-02-23,Collected sample from desert
6393,50951,11837,1994-09-22,Tropical rainforest expedition
6394,4796,3883,1902-08-09,Field collection in forest
6395,21647,15193,2001-12-21,Desert dune survey
6396,52274,299,1939-07-22,Tropical rainforest expedition
6397,624,4694,1910-09-25,Meteor crater excavation
6398,51399,25070,1927-11-15,Underwater exploration
6399,11391,37521,2010-08-26,Urban expedition
6400,13830,7682,1902-05-02,Expedition in polar region
6401,4353,9929,1976-12-13,Arid plateau mission
6402,28346,30002,1997-11-29,Remote island retrieval
6403,6344,4837,2014-06-07,Volcanic crater sampling
6404,53979,3092,1934-08-06,Desert dune survey
6405,55181,36052,1988-11-26,Desert dune survey
6406,23912,11571,1947-08-10,Meteor crater excavation
6407,9936,20318,1956-01-01,Urban expedition
6408,1420,5108,1931-03-09,Underwater exploration
6409,20388,28539,1980-11-12,Underwater exploration
6410,51030,25542,1962-03-12,Expedition in polar region
6411,14143,26861,1990-06-14,Archaeological site investigation
6412,13708,16702,1922-02-23,Urban expedition
6413,4840,22738,1948-08-11,Underwater exploration
6414,28780,3250,2017-02-25,High-altitude balloon collection
6415,22010,5028,1976-02-23,Field collection in forest
6416,2027,10027,1922-09-06,Archaeological site investigation
6417,579,3681,1977-09-05,Collected sample from desert
6418,25457,20691,1959-10-29,Collected sample from desert
6419,48129,18117,1957-11-10,Ice shelf reconnaissance
6420,20605,24146,1911-06-06,Urban expedition
6421,146,10826,1958-04-03,Tropical rainforest expedition
6422,34555,5357,2011-07-22,Volcanic crater sampling
6423,54846,31042,2017-01-10,Deep cave exploration
6424,7578,28675,2014-03-31,Mountain peak sampling
6425,15647,22301,1957-09-18,Archaeological site investigation
6426,10596,21950,1924-02-20,Meteor crater excavation
6427,10903,32501,1994-02-15,Meteor crater excavation
6428,51929,11963,1994-04-23,Underwater exploration
6429,57017,36854,1994-07-10,Tropical rainforest expedition
6430,11041,12538,1940-03-30,Mountain peak sampling
6431,12677,37701,1941-08-08,Urban expedition
6432,20561,22199,1931-11-25,High-altitude balloon collection
6433,269,26434,2005-01-21,Expedition in polar region
6434,47775,27385,1944-12-22,Remote island retrieval
6435,49899,35359,1983-09-19,Collected sample from desert
6436,4428,32198,1988-12-08,Urban expedition
6437,19141,29838,1914-06-13,Expedition in polar region
6438,29181,3214,1969-02-09,Desert dune survey
6439,48302,22316,1925-06-15,Urban expedition
6440,21902,27868,2021-04-05,High-altitude balloon collection
6441,19383,37273,1972-03-19,Expedition in polar region
6442,5821,12587,1956-12-31,Volcanic crater sampling
6443,44858,37263,1928-08-09,Volcanic crater sampling
6444,28714,5642,1917-09-30,Ice shelf reconnaissance
6445,10430,33424,1924-01-17,Volcanic crater sampling
6446,7247,29901,1984-05-25,Meteor crater excavation
6447,51849,24464,2006-07-22,Underwater exploration
6448,53085,3305,1920-09-17,Mountain peak sampling
6449,16333,33730,1978-06-01,Expedition in polar region
6450,26973,6598,1914-11-27,Field collection in forest
6451,21737,16031,1923-01-22,Meteor crater excavation
6452,25060,7951,2012-04-17,Volcanic crater sampling
6453,19932,5285,1977-10-19,Glacial core drilling
6454,26098,17717,2002-03-14,Underwater exploration
6455,11908,28467,1909-01-15,Meteor crater excavation
6456,40765,1669,1978-12-08,Collected sample from desert
6457,40166,15921,1978-06-25,Arid plateau mission
6458,45970,2654,1977-10-26,Arid plateau mission
6459,5430,16264,1936-09-26,Collected sample from desert
6460,8400,15411,1916-01-02,Underwater exploration
6461,1792,25650,2000-10-05,Meteor crater excavation
6462,55825,22979,1925-02-05,Urban expedition
6463,16701,35921,2002-07-09,Volcanic crater sampling
6464,22531,36511,2005-12-02,Meteor crater excavation
6465,1366,23930,2004-09-20,Volcanic crater sampling
6466,18611,16075,1979-09-15,Mountain peak sampling
6467,53806,36638,1914-06-12,Archaeological site investigation
6468,19999,15776,1903-11-22,Desert dune survey
6469,53799,26615,1905-11-30,Arid plateau mission
6470,30123,2374,1987-05-25,Volcanic crater sampling
6471,24870,22916,1939-05-16,Tropical rainforest expedition
6472,9985,17498,1901-02-23,Arid plateau mission
6473,11017,19244,1959-02-26,High-altitude balloon collection
6474,15703,9469,2013-06-02,Desert dune survey
6475,7390,34069,2002-04-16,Tropical rainforest expedition
6476,9847,2621,1979-01-07,Mountain peak sampling
6477,55569,37723,2006-04-09,Arid plateau mission
6478,10355,18360,2005-05-05,Glacial core drilling
6479,19841,8351,1996-02-12,Collected sample from desert
6480,11151,1684,1997-09-06,Urban expedition
6481,11321,18616,1941-08-20,Archaeological site investigation
6482,12352,3551,1906-10-02,Desert dune survey
6483,53325,21787,1900-05-07,Arid plateau mission
6484,10763,23797,1996-05-18,Deep cave exploration
6485,29682,2362,2015-02-02,Mountain peak sampling
6486,13265,16098,1940-09-10,Meteor crater excavation
6487,785,28995,2022-01-29,Ice shelf reconnaissance
6488,6099,23026,1986-01-19,Glacial core drilling
6489,934,4688,1923-06-12,Mountain peak sampling
6490,53002,31107,1987-03-13,Ice shelf reconnaissance
6491,46606,10352,1976-08-01,Deep cave exploration
6492,1880,849,1967-08-17,Archaeological site investigation
6493,14419,29192,1942-06-19,Remote island retrieval
6494,29765,28124,1965-04-24,Tropical rainforest expedition
6495,515,21149,1916-05-13,Field collection in forest
6496,23902,6729,1952-11-23,Deep cave exploration
6497,10422,19932,1900-06-14,Desert dune survey
6498,16286,23918,2009-10-27,Collected sample from desert
6499,49786,29611,1948-08-01,Remote island retrieval
6500,53547,30079,1911-07-25,Remote island retrieval
6501,24892,24611,2022-07-02,Urban expedition
6502,55847,35223,2023-09-04,Remote island retrieval
6503,11412,7116,2005-04-04,Deep cave exploration
6504,24687,30534,1946-01-23,Underwater exploration
6505,2531,14824,1936-04-04,Tropical rainforest expedition
6506,520,24466,1904-12-04,High-altitude balloon collection
6507,50053,22551,1954-02-01,Urban expedition
6508,15695,20898,1914-01-26,Field collection in forest
6509,16560,21037,1936-11-25,Underwater exploration
6510,31309,8254,1972-04-09,Arid plateau mission
6511,14058,30684,1907-03-02,Tropical rainforest expedition
6512,18726,31267,1982-02-15,Ice shelf reconnaissance
6513,39273,37616,2007-08-05,Remote island retrieval
6514,10975,7356,1920-12-13,Mountain peak sampling
6515,56974,16120,1921-10-16,Mountain peak sampling
6516,594,18608,2007-06-04,Underwater exploration
6517,57062,25838,1979-12-08,Field collection in forest
6518,11213,9840,1914-11-03,Deep cave exploration
6519,5993,37093,1903-12-17,Expedition in polar region
6520,49055,29466,1968-11-11,High-altitude balloon collection
6521,14916,7956,1969-01-20,Glacial core drilling
6522,28605,740,1994-05-30,Glacial core drilling
6523,7842,9654,1973-07-02,Underwater exploration
6524,24608,34679,1963-12-29,Desert dune survey
6525,50292,35568,1990-03-24,Field collection in forest
6526,53323,35538,2008-12-11,Arid plateau mission
6527,54754,9333,2003-01-19,Collected sample from desert
6528,6270,12938,1996-09-02,Tropical rainforest expedition
6529,30737,6220,1902-11-13,Mountain peak sampling
6530,327,24625,2001-01-26,Collected sample from desert
6531,6783,22116,1907-03-02,High-altitude balloon collection
6532,39257,13498,1919-05-03,Underwater exploration
6533,49686,27821,1901-02-08,Mountain peak sampling
6534,33481,5195,1974-02-22,Glacial core drilling
6535,8524,31633,1949-02-28,Field collection in forest
6536,39691,15153,1994-05-05,Expedition in polar region
6537,14596,2784,1975-11-30,Desert dune survey
6538,52887,9114,1936-09-14,Desert dune survey
6539,18412,25597,1966-03-23,Mountain peak sampling
6540,20246,2034,2020-01-20,Mountain peak sampling
6541,16330,32698,1979-07-05,Remote island retrieval
6542,22098,35222,1930-08-12,Ice shelf reconnaissance
6543,28888,24162,2000-10-29,Desert dune survey
6544,29494,215,2004-05-26,Remote island retrieval
6545,20956,14068,1941-05-13,Arid plateau mission
6546,5535,5552,1951-12-17,Volcanic crater sampling
6547,4113,37556,2017-04-18,Glacial core drilling
6548,30118,9389,1921-03-26,Field collection in forest
6549,8249,18044,1930-05-14,Meteor crater excavation
6550,57006,14832,1974-03-05,Tropical rainforest expedition
6551,24171,3895,1987-09-17,Meteor crater excavation
6552,5123,1277,1945-09-26,Expedition in polar region
6553,11451,32672,1942-03-11,Meteor crater excavation
6554,28362,14360,2014-03-14,Archaeological site investigation
6555,6838,100,1965-06-13,Mountain peak sampling
6556,16285,9702,1971-02-18,Mountain peak sampling
6557,52145,32753,1998-03-02,Tropical rainforest expedition
6558,5521,22550,1928-12-22,Urban expedition
6559,15118,18992,2010-02-16,Tropical rainforest expedition
6560,15779,5900,1909-10-25,Urban expedition
6561,30124,4564,2020-08-03,Deep cave exploration
6562,14623,19031,1946-04-26,Field collection in forest
6563,932,7319,1996-02-07,Glacial core drilling
6564,7704,26129,1958-03-30,Urban expedition
6565,18951,2422,1985-08-01,Mountain peak sampling
6566,10142,15485,2008-05-26,High-altitude balloon collection
6567,15972,6641,1903-10-27,Volcanic crater sampling
6568,13775,21350,2004-09-19,Volcanic crater sampling
6569,24371,28967,1945-11-09,Tropical rainforest expedition
6570,20276,10796,1988-01-27,Deep cave exploration
6571,18022,10268,1993-02-04,High-altitude balloon collection
6572,15958,20292,1937-08-06,Desert dune survey
6573,51350,28595,1981-05-04,Field collection in forest
6574,50180,11369,1925-08-04,Ice shelf reconnaissance
6575,19491,12878,1973-03-21,Ice shelf reconnaissance
6576,29082,26524,1946-03-12,Tropical rainforest expedition
6577,8497,8518,1949-07-14,Arid plateau mission
6578,3794,16959,2001-09-09,Desert dune survey
6579,47768,16981,1991-08-27,Ice shelf reconnaissance
6580,24016,10777,2025-01-19,Remote island retrieval
6581,146,29781,1948-01-29,Archaeological site investigation
6582,20670,31944,1985-01-13,Collected sample from desert
6583,24647,16876,1904-05-04,Remote island retrieval
6584,18888,4442,1908-09-14,Meteor crater excavation
6585,39065,33349,1920-06-14,Tropical rainforest expedition
6586,45976,23264,1990-10-29,Meteor crater excavation
6587,767,30758,2002-10-19,Ice shelf reconnaissance
6588,21166,11528,1953-07-14,Arid plateau mission
6589,16029,23608,1976-04-15,Expedition in polar region
6590,6348,2311,1958-11-30,Underwater exploration
6591,45851,1590,1971-03-07,Mountain peak sampling
6592,16883,30490,1935-08-20,High-altitude balloon collection
6593,39733,28981,1921-10-14,Ice shelf reconnaissance
6594,29919,11003,1933-04-25,Archaeological site investigation
6595,51550,28798,1951-09-14,Expedition in polar region
6596,24045,26567,1996-02-04,Expedition in polar region
6597,49533,8315,2007-06-23,Tropical rainforest expedition
6598,6262,19753,2004-03-15,Arid plateau mission
6599,53273,5071,2018-08-23,Tropical rainforest expedition
6600,24124,34231,1994-07-13,Deep cave exploration
6601,9641,34545,1970-08-15,High-altitude balloon collection
6602,9520,8977,1971-11-17,Deep cave exploration
6603,26308,18380,2011-10-18,Desert dune survey
6604,29870,2220,1912-01-08,Urban expedition
6605,8534,8527,1956-05-22,Tropical rainforest expedition
6606,57192,5932,2019-11-22,Tropical rainforest expedition
6607,2104,31311,1924-03-04,Mountain peak sampling
6608,20499,3247,2007-10-30,Deep cave exploration
6609,47855,21179,1951-07-07,Volcanic crater sampling
6610,679,28653,1936-08-04,Volcanic crater sampling
6611,20709,27439,1941-09-24,Collected sample from desert
6612,11199,31829,1965-03-06,Mountain peak sampling
6613,28669,24684,2002-06-30,Desert dune survey
6614,40530,19997,1972-09-07,Mountain peak sampling
6615,18399,22759,1936-12-17,Mountain peak sampling
6616,52299,1034,2021-12-09,Deep cave exploration
6617,38546,21070,2014-08-08,Field collection in forest
6618,30328,27267,1917-10-07,Volcanic crater sampling
6619,51650,1088,2022-11-24,Desert dune survey
6620,47337,23417,2009-03-04,Remote island retrieval
6621,9687,26237,1947-06-14,Meteor crater excavation
6622,54702,7308,1934-12-11,Ice shelf reconnaissance
6623,18488,15558,1902-04-29,Archaeological site investigation
6624,18272,8757,1948-07-16,Urban expedition
6625,1653,10665,1966-08-05,Expedition in polar region
6626,10732,25041,1970-07-03,Archaeological site investigation
6627,52161,16138,1947-09-22,Remote island retrieval
6628,48075,3734,2001-01-08,Tropical rainforest expedition
6629,52132,30427,1992-05-11,Archaeological site investigation
6630,49892,28400,1934-03-18,High-altitude balloon collection
6631,9876,11698,1941-03-02,Remote island retrieval
6632,20427,32041,1915-06-01,High-altitude balloon collection
6633,7177,31925,1991-01-04,Remote island retrieval
6634,8980,13540,1934-11-24,Ice shelf reconnaissance
6635,54737,16332,1939-05-31,Mountain peak sampling
6636,12125,14532,1942-04-03,Meteor crater excavation
6637,2584,20708,2004-10-16,Expedition in polar region
6638,21243,24126,1995-02-12,High-altitude balloon collection
6639,25451,22177,1911-07-22,Tropical rainforest expedition
6640,51337,2127,2002-07-27,Mountain peak sampling
6641,3853,965,1916-08-09,Mountain peak sampling
6642,28842,18726,1960-08-10,Tropical rainforest expedition
6643,29132,26601,1999-12-04,Remote island retrieval
6644,12426,1173,1927-03-09,Remote island retrieval
6645,21574,34157,1981-06-02,Tropical rainforest expedition
6646,24860,14602,1910-09-26,Arid plateau mission
6647,29313,19865,1997-01-06,Mountain peak sampling
6648,27153,34145,2005-07-23,Tropical rainforest expedition
6649,6619,32186,1923-11-06,Ice shelf reconnaissance
6650,49403,30127,2024-03-22,Urban expedition
6651,28328,32413,1944-06-12,Ice shelf reconnaissance
6652,18201,22700,1942-06-01,Expedition in polar region
6653,29132,20967,1975-03-13,Field collection in forest
6654,38763,37550,1968-12-19,High-altitude balloon collection
6655,24916,23035,1953-11-09,Urban expedition
6656,11305,9268,1952-06-28,Archaeological site investigation
6657,9388,8400,2008-04-01,Underwater exploration
6658,55621,8146,1997-12-24,Collected sample from desert
6659,56829,13926,1968-02-22,Expedition in polar region
6660,4616,22186,1942-08-25,Archaeological site investigation
6661,29773,1978,1905-03-07,Arid plateau mission
6662,28403,23601,2012-05-01,Ice shelf reconnaissance
6663,1453,13040,1974-11-28,Expedition in polar region
6664,35679,13704,1932-07-13,Field collection in forest
6665,26303,7046,1976-12-20,Expedition in polar region
6666,9521,1746,1908-09-08,Glacial core drilling
6667,6414,28711,1905-05-02,Collected sample from desert
6668,22298,12028,2005-01-31,Mountain peak sampling
6669,16045,23380,1957-07-25,Collected sample from desert
6670,26661,1000,1965-12-12,Underwater exploration
6671,14004,14723,1914-04-19,Mountain peak sampling
6672,13477,26608,1926-02-07,Volcanic crater sampling
6673,20354,34877,1919-04-18,Expedition in polar region
6674,7578,17042,1946-08-18,Ice shelf reconnaissance
6675,19669,10670,1950-03-13,Remote island retrieval
6676,9281,29621,1989-02-22,Mountain peak sampling
6677,52028,12632,1947-10-15,Mountain peak sampling
6678,40561,24283,2019-10-21,Meteor crater excavation
6679,10714,12071,1904-10-05,Remote island retrieval
6680,26535,37314,1911-04-10,Tropical rainforest expedition
6681,40208,28161,2004-12-30,Glacial core drilling
6682,54522,15332,1977-10-02,Underwater exploration
6683,39881,35435,1904-01-12,Ice shelf reconnaissance
6684,2217,21459,2009-11-10,Mountain peak sampling
6685,5670,31595,1950-05-16,High-altitude balloon collection
6686,10252,6371,1999-03-14,Field collection in forest
6687,9290,14893,1981-01-21,Tropical rainforest expedition
6688,16023,16014,1945-02-19,Desert dune survey
6689,7731,29885,1992-08-02,Glacial core drilling
6690,21204,23534,2024-09-24,Remote island retrieval
6691,54136,33606,1933-04-07,Urban expedition
6692,3697,37292,1991-03-05,Meteor crater excavation
6693,14013,27702,1959-09-15,Meteor crater excavation
6694,52621,9613,1928-04-08,Meteor crater excavation
6695,56350,86,1971-01-24,Remote island retrieval
6696,4380,25366,2003-08-22,Desert dune survey
6697,1797,9844,1913-02-14,Volcanic crater sampling
6698,1271,931,1939-01-17,Collected sample from desert
6699,26192,9417,1900-04-30,Remote island retrieval
6700,27310,2320,2002-10-09,Underwater exploration
6701,53319,16054,1927-06-07,Underwater exploration
6702,26877,20841,1937-07-17,Deep cave exploration
6703,5614,13751,1932-08-15,Volcanic crater sampling
6704,24678,32243,2019-03-22,Urban expedition
6705,22244,21260,1950-02-04,Remote island retrieval
6706,20814,5610,1949-12-15,Arid plateau mission
6707,49568,34473,1915-07-28,Urban expedition
6708,25621,22851,1959-01-02,Ice shelf reconnaissance
6709,6670,32570,1907-03-01,Collected sample from desert
6710,5562,25509,1973-12-04,Field collection in forest
6711,19752,31900,1915-03-20,Tropical rainforest expedition
6712,22537,19022,1959-04-11,Remote island retrieval
6713,3838,21166,1984-07-07,Ice shelf reconnaissance
6714,12709,20259,1923-10-04,Archaeological site investigation
6715,6873,26250,1912-08-07,Collected sample from desert
6716,48579,29403,1956-01-23,Glacial core drilling
6717,34047,37871,1965-12-07,Archaeological site investigation
6718,20812,24703,1949-09-29,Urban expedition
6719,39890,22105,2010-03-22,Field collection in forest
6720,49861,17608,1912-07-07,Remote island retrieval
6721,28748,2964,1947-07-15,Arid plateau mission
6722,26286,13616,1934-07-02,Meteor crater excavation
6723,53052,26857,1922-07-16,Archaeological site investigation
6724,500,2615,1955-06-21,Underwater exploration
6725,46528,17757,1991-08-20,Ice shelf reconnaissance
6726,19005,11461,2013-09-13,Expedition in polar region
6727,10136,3382,1903-07-16,Desert dune survey
6728,7257,22349,1974-09-09,Arid plateau mission
6729,7169,30192,1900-10-01,Urban expedition
6730,27145,5732,1942-05-08,Remote island retrieval
6731,39400,15003,1946-07-08,Mountain peak sampling
6732,885,14276,1963-03-08,Ice shelf reconnaissance
6733,12709,8058,1944-11-30,Field collection in forest
6734,48260,24920,1914-01-22,Volcanic crater sampling
6735,48908,32180,1987-11-11,Desert dune survey
6736,9732,15395,1905-08-01,Ice shelf reconnaissance
6737,35695,6550,2009-12-26,Collected sample from desert
6738,24436,26281,1900-07-16,Meteor crater excavation
6739,9367,3376,1981-02-16,Archaeological site investigation
6740,54488,153,1988-12-07,Deep cave exploration
6741,26089,8703,1963-02-06,Urban expedition
6742,8233,35115,1947-04-26,Desert dune survey
6743,53115,37928,1931-10-22,Volcanic crater sampling
6744,4519,26332,1998-07-19,Field collection in forest
6745,8551,24511,1928-02-04,Expedition in polar region
6746,55419,14605,2017-06-25,Mountain peak sampling
6747,46757,13677,1912-08-03,Glacial core drilling
6748,30146,8883,2023-10-02,Ice shelf reconnaissance
6749,56263,36652,1921-01-11,Mountain peak sampling
6750,8495,37831,1930-05-22,Ice shelf reconnaissance
6751,45973,33873,2015-12-14,Meteor crater excavation
6752,14213,28743,1971-12-13,Meteor crater excavation
6753,48572,11275,1926-02-20,Meteor crater excavation
6754,22713,19265,2007-07-29,Archaeological site investigation
6755,18814,864,1962-12-20,Urban expedition
6756,13257,37707,1921-08-02,Field collection in forest
6757,7837,24093,1958-06-04,Urban expedition
6758,50858,3395,2003-06-11,Arid plateau mission
6759,13384,711,1949-02-23,Mountain peak sampling
6760,186,35361,1912-11-29,Deep cave exploration
6761,55093,37414,1914-09-07,Remote island retrieval
6762,23496,4623,1992-09-05,Collected sample from desert
6763,14035,11101,1926-05-26,Urban expedition
6764,12331,23858,1941-12-04,Arid plateau mission
6765,6439,29127,2005-07-14,Expedition in polar region
6766,48600,20868,1964-08-24,Urban expedition
6767,54775,37260,1988-11-21,Collected sample from desert
6768,7595,18697,2019-07-26,Field collection in forest
6769,21748,25796,1993-08-01,Urban expedition
6770,48127,10812,1985-09-28,High-altitude balloon collection
6771,11286,12297,1921-12-12,Volcanic crater sampling
6772,313,8392,1984-09-26,High-altitude balloon collection
6773,9889,18244,2024-01-03,Tropical rainforest expedition
6774,11313,30602,2021-10-20,Glacial core drilling
6775,18743,20268,1941-04-11,Collected sample from desert
6776,16184,35591,1963-06-11,Expedition in polar region
6777,53963,35474,2023-12-25,High-altitude balloon collection
6778,1398,27926,1986-04-28,Remote island retrieval
6779,30725,30177,1949-07-04,Field collection in forest
6780,19572,29830,1985-11-17,Meteor crater excavation
6781,10706,32164,1903-09-14,Mountain peak sampling
6782,6514,21364,1959-09-28,Field collection in forest
6783,10,21656,1998-01-26,Underwater exploration
6784,12256,15000,1950-07-30,Ice shelf reconnaissance
6785,52841,28571,1934-11-05,Mountain peak sampling
6786,8851,29696,1916-11-08,Urban expedition
6787,56197,8196,1976-11-19,Ice shelf reconnaissance
6788,14163,21486,1995-04-24,Underwater exploration
6789,50920,18894,1905-03-03,Volcanic crater sampling
6790,40586,37791,1958-11-01,Deep cave exploration
6791,48142,35423,2025-09-05,High-altitude balloon collection
6792,14791,17913,2016-12-12,Volcanic crater sampling
6793,54389,6748,1962-05-04,Collected sample from desert
6794,9044,21799,2019-09-18,Remote island retrieval
6795,21800,33587,1919-01-29,Archaeological site investigation
6796,581,10849,1903-06-06,Arid plateau mission
6797,53438,20277,1906-04-16,Glacial core drilling
6798,28466,32833,1999-03-15,High-altitude balloon collection
6799,29004,13000,1924-04-03,Meteor crater excavation
6800,6281,27268,2007-01-01,Deep cave exploration
6801,8159,13453,2012-03-26,Mountain peak sampling
6802,9211,21497,1993-07-09,Collected sample from desert
6803,21701,17217,2002-02-26,Collected sample from desert
6804,21590,34707,1991-03-22,Tropical rainforest expedition
6805,57017,574,1977-06-08,Desert dune survey
6806,10369,13945,1984-11-16,Ice shelf reconnaissance
6807,50768,32268,2007-10-11,Mountain peak sampling
6808,24829,29973,1978-01-11,Mountain peak sampling
6809,20245,19520,2012-09-08,Meteor crater excavation
6810,25318,26817,1969-12-16,Field collection in forest
6811,842,10819,1977-02-09,Mountain peak sampling
6812,8437,17314,2008-05-31,Desert dune survey
6813,51179,21605,1919-06-09,Meteor crater excavation
6814,708,34185,2024-02-03,Glacial core drilling
6815,10202,34802,1926-12-14,Expedition in polar region
6816,10061,518,1956-04-06,Underwater exploration
6817,25813,34925,1927-10-14,Archaeological site investigation
6818,48142,4716,1909-12-29,High-altitude balloon collection
6819,6518,4554,1960-12-26,Arid plateau mission
6820,30357,22931,2018-05-05,Meteor crater excavation
6821,9678,12472,1998-11-03,Glacial core drilling
6822,1141,3462,1966-12-02,Mountain peak sampling
6823,19863,2929,1924-12-08,Ice shelf reconnaissance
6824,11417,31820,1977-06-30,Glacial core drilling
6825,7153,12747,1902-08-11,Tropical rainforest expedition
6826,56657,26434,1900-05-09,Volcanic crater sampling
6827,27248,31265,1962-10-14,Arid plateau mission
6828,23907,36610,1981-08-07,Deep cave exploration
6829,11618,30450,2012-08-23,Expedition in polar region
6830,21543,8641,1975-04-25,Underwater exploration
6831,15308,17403,2006-04-15,Arid plateau mission
6832,2015,6691,1918-09-11,Desert dune survey
6833,13337,16486,1924-12-02,Expedition in polar region
6834,24824,26246,2020-10-17,Volcanic crater sampling
6835,32127,19080,1966-09-25,Desert dune survey
6836,15710,25153,1956-01-25,High-altitude balloon collection
6837,25826,12889,1933-01-12,Ice shelf reconnaissance
6838,16686,22988,1962-08-04,Urban expedition
6839,27117,16874,1927-12-13,Collected sample from desert
6840,10008,35817,1988-12-23,Deep cave exploration
6841,18525,14968,1983-05-29,Underwater exploration
6842,54568,36007,1911-07-19,Urban expedition
6843,33126,15568,1983-12-19,Remote island retrieval
6844,55366,8897,1960-09-13,Tropical rainforest expedition
6845,23794,17695,1960-05-10,High-altitude balloon collection
6846,10546,21389,1988-05-03,Desert dune survey
6847,26118,12950,1964-05-29,Glacial core drilling
6848,16241,33744,1932-06-04,Archaeological site investigation
6849,12201,677,1993-04-30,Meteor crater excavation
6850,53634,33003,1932-03-26,Urban expedition
6851,6523,24616,2010-04-18,Glacial core drilling
6852,4496,2920,1945-12-05,Expedition in polar region
6853,3573,13069,1912-04-26,Arid plateau mission
6854,13814,16760,1980-03-25,Archaeological site investigation
6855,18946,19158,1979-05-26,Meteor crater excavation
6856,1589,27146,1976-09-17,Mountain peak sampling
6857,6552,12110,1997-04-19,Expedition in polar region
6858,4285,29574,1924-05-12,Volcanic crater sampling
6859,11419,2565,1906-07-29,High-altitude balloon collection
6860,12724,31479,1946-06-01,Field collection in forest
6861,12414,30516,1958-04-16,Ice shelf reconnaissance
6862,24000,18878,2022-10-08,Arid plateau mission
6863,9026,27503,2013-05-09,Urban expedition
6864,1737,23195,1936-08-28,High-altitude balloon collection
6865,57090,23306,1998-04-24,Remote island retrieval
6866,15914,6675,1938-11-27,Meteor crater excavation
6867,16943,35554,1998-02-02,Tropical rainforest expedition
6868,1286,28034,1984-08-22,High-altitude balloon collection
6869,26015,33504,2015-02-06,Glacial core drilling
6870,11940,100,1980-12-29,High-altitude balloon collection
6871,24457,28310,1952-08-11,Glacial core drilling
6872,57330,11916,2006-10-26,Expedition in polar region
6873,29184,26884,1940-07-20,Volcanic crater sampling
6874,7073,17668,1928-07-08,Meteor crater excavation
6875,20131,20974,1985-04-28,Tropical rainforest expedition
6876,25161,4261,1936-08-16,Remote island retrieval
6877,51030,3103,2018-07-28,High-altitude balloon collection
6878,30500,5458,1912-11-15,High-altitude balloon collection
6879,14040,9268,1905-09-12,Urban expedition
6880,6719,12152,1975-12-12,Mountain peak sampling
6881,16365,14474,1907-12-20,Urban expedition
6882,26299,22555,1981-09-25,Arid plateau mission
6883,7856,256,1909-09-03,Arid plateau mission
6884,15052,13280,1944-01-05,Mountain peak sampling
6885,47894,2001,1972-08-14,Deep cave exploration
6886,16544,31687,1963-11-05,High-altitude balloon collection
6887,25215,29117,1924-06-29,Archaeological site investigation
6888,25429,34103,1992-04-11,Arid plateau mission
6889,52355,4654,1965-09-08,Glacial core drilling
6890,53406,15108,2010-05-31,Collected sample from desert
6891,6344,8637,1998-09-15,Glacial core drilling
6892,12090,16596,2024-09-23,Field collection in forest
6893,8947,31278,1924-10-14,Meteor crater excavation
6894,56824,10671,1924-06-04,Glacial core drilling
6895,52146,34515,1911-09-09,Underwater exploration
6896,47987,31239,1972-03-17,Meteor crater excavation
6897,14112,9004,1910-07-19,High-altitude balloon collection
6898,4922,9144,2018-12-29,Arid plateau mission
6899,22756,30164,1931-07-07,Underwater exploration
6900,29571,1048,1982-12-23,Urban expedition
6901,8811,11615,1936-10-15,Ice shelf reconnaissance
6902,19540,24787,1935-09-13,Collected sample from desert
6903,48078,29084,1975-01-30,High-altitude balloon collection
6904,40723,25953,1914-12-30,Arid plateau mission
6905,49402,10101,1909-02-03,Mountain peak sampling
6906,56755,26207,1906-12-10,Field collection in forest
6907,9194,862,1987-02-09,Meteor crater excavation
6908,24295,11764,1929-09-23,Meteor crater excavation
6909,16611,27637,1924-11-09,Arid plateau mission
6910,47768,8997,1974-09-28,High-altitude balloon collection
6911,51180,37024,1989-08-13,Remote island retrieval
6912,18372,12315,1988-03-05,Volcanic crater sampling
6913,7209,1528,1975-05-06,Expedition in polar region
6914,29323,21480,2004-09-01,Archaeological site investigation
6915,3781,31025,1956-03-14,Collected sample from desert
6916,53322,23956,1992-05-01,Underwater exploration
6917,15874,9979,2018-08-01,Deep cave exploration
6918,55057,3985,1924-11-24,Underwater exploration
6919,53977,26639,1946-07-15,Arid plateau mission
6920,6074,23675,1961-02-19,Collected sample from desert
6921,6315,37692,1912-02-07,Meteor crater excavation
6922,21835,25377,1914-04-15,Tropical rainforest expedition
6923,48403,33675,2004-10-14,Expedition in polar region
6924,57433,30038,1921-04-17,Underwater exploration
6925,29582,15841,1969-08-27,Urban expedition
6926,25007,20517,1978-09-14,Expedition in polar region
6927,19911,26951,2007-04-02,Collected sample from desert
6928,28689,36133,2015-10-26,Urban expedition
6929,17394,5127,1927-11-17,Ice shelf reconnaissance
6930,18512,10128,1990-07-11,Desert dune survey
6931,35566,27803,1938-09-05,Archaeological site investigation
6932,48570,19610,2023-12-04,High-altitude balloon collection
6933,49759,30157,1943-11-24,Volcanic crater sampling
6934,20508,31960,1976-07-09,Deep cave exploration
6935,27205,193,2024-03-25,Remote island retrieval
6936,10206,8198,1940-06-27,Desert dune survey
6937,21590,33048,1989-03-27,Arid plateau mission
6938,259,27427,2017-12-19,Field collection in forest
