funding_id,scientist_id,amount,sponsor,year
1475,21486,388527,ExPace,1950
1476,13526,415709,Zero 2 Infinity,2021
1477,20605,428397,Zero Gravity Solutions,1970
1478,19831,134399,Space Generation Advisory Council,2023
1479,25813,381102,Exos Aerospace,1943
1480,12133,400703,SpacePharma,2001
1481,5640,497798,Paragon Space Development Corporation,1987
1482,35237,303167,General Dynamics,1929
1483,30151,325670,Boeing Defense,1933
1484,25441,179335,Relativity,1951
1485,20384,473343,Space Adventures,1961
1486,1177,154055,Bigelow Aerospace,2006
1487,26093,481555,ISRO,1996
1488,5246,486162,Boeing Defense,1972
1489,8304,332573,Orbcomm,1989
1490,16934,190631,University,1922
1491,35370,472077,Harris Corporation,2006
1492,13470,477466,Society of Exploration Geophysicists,1933
1493,6364,158170,CNSA,2003
1494,5817,367204,Space Adventures,2023
1495,14428,476143,ASI,1949
1496,23016,432469,JAXA,2001
1497,5410,209294,Planetary Resources,1940
1498,18069,292293,CNES,1928
1499,18369,178991,L3Harris,1910
1500,13586,143889,Blue Canyon Technologies,1949
1501,25834,230922,Vulcan Inc.,1913
1502,28315,265206,NASA,1929
1503,16253,200042,General Dynamics,1919
1504,18171,338635,Diehl Aerospace,1989
1505,19074,253377,SpaceX,1977
1506,8590,417577,SpaceX,1922
1507,17710,276495,Space Generation Advisory Council,1951
1508,30916,100425,Intelsat,1904
1509,36074,409033,Virgin Galactic,1902
1510,28917,284508,Rocket Crafters,1946
1511,33337,229917,Xplore,1976
1512,33727,457129,Rocket Lab,1903
1513,6219,478885,Eutelsat,1974
1514,12828,319374,Telesat,1932
1515,35749,384288,Effective Innovations,1989
1516,10160,355492,Raytheon,1918
1517,25857,390596,Roscosmos,1977
1518,24642,226120,Rocket Crafters,2016
1519,1003,445538,Intelsat,1901
1520,36583,179365,University,2023
1521,30308,172188,Effective Innovations,2019
1522,2705,246555,Boeing,2005
1523,33905,396359,KARI,2024
1524,14204,211977,Private,1910
1525,35651,417596,Firefly Rocket Technologies,1962
1526,34795,392063,Inmarsat,2014
1527,10372,178655,Aerospace Corporation,1910
1528,25628,344171,Tyvak Nano-Satellite Systems,2023
1529,3820,439838,Lockheed Martin Space,1990
1530,21446,357390,Space Systems Loral,1957
1531,36787,307621,Dynetics,1948
1532,2181,396186,Society of Exploration Geophysicists,1912
1533,28014,341123,Airbus,1914
1534,18223,441294,ExPace,2004
1535,9559,388555,Swarm Technologies,2025
1536,25880,151677,L3Harris,1927
1537,18774,102010,Dynetics,1930
1538,27245,476766,Society of Exploration Geophysicists,1916
1539,28456,357281,Inmarsat,1934
1540,10689,319099,Rocket Lab,1916
1541,22658,146289,Orbital ATK,1922
1542,24471,199274,Rocket Lab,1938
1543,31143,281629,Bigelow Aerospace,1936
1544,20295,442566,Bigelow Aerospace,1984
1545,24978,421033,Aerojet Rocketdyne,2013
1546,1145,244047,Orbit Fab,1970
1547,18592,392912,Space Angels,1995
1548,14938,228823,OneWeb,1916
1549,36811,198223,Space Systems Loral,1970
1550,2074,138800,Vulcan Inc.,2001
1551,15089,468469,KARI,2019
1552,26354,270624,Paragon Space Development Corporation,2022
1553,31144,348324,Cobham,2009
1554,14231,421960,Iridium,2004
1555,32947,236090,Boeing Defense,1959
1556,23401,329077,Xplore,1911
1557,29646,285082,Effective Innovations,1983
1558,7934,147848,Relativity Space,1956
1559,19797,344602,L3Harris,2021
1560,37544,169174,Roscosmos,1920
1561,26264,271739,Diehl Aerospace,2007
1562,30179,284492,Tyvak Nano-Satellite Systems,1942
1563,17241,422313,Society of Exploration Geophysicists,1988
1564,1566,434270,Swarm Technologies,1954
1565,13178,309601,Blue Origin,1940
1566,28506,238402,Made In Space,1986
1567,3476,193650,Exos Aerospace,1962
1568,17820,133650,ISRO,1964
1569,36799,222113,Sierra Nevada Corporation,1955
1570,20583,120480,CNSA,2001
1571,33934,367476,Boeing,1976
1572,22147,350644,Space Adventures,1935
1573,10002,427711,Momentus,1941
1574,12195,498738,Orbital ATK,1978
1575,27411,349557,ASI,1946
1576,15076,461036,Quantum Space,1953
1577,25068,214752,Space Angels,1913
1578,6187,112645,GomSpace,1959
1579,14940,435685,Harris Corporation,1914
1580,1997,176953,Fleet Space Technologies,2002
1581,24240,493639,Roscosmos,1961
1582,36555,235442,MDA,1951
1583,24032,140144,OneWeb,2010
1584,25341,484234,Maxar Technologies,1928
1585,33948,117052,Space Generation Advisory Council,1964
1586,31030,485393,Eutelsat,1977
1587,22628,478830,Orbit Fab,1973
1588,25203,175242,The Planetary Society,1931
1589,37750,224854,ITAR Solutions,1976
1590,12775,354194,Telesat,1971
1591,2482,211394,Planet Labs,1975
1592,19339,295817,Airbus,2020
1593,29432,384553,Kepler Communications,1999
1594,28467,168135,Space Systems Loral,1956
1595,4637,214557,ASI,1962
1596,32696,429806,Space Generation Advisory Council,1942
1597,34237,368213,Relativity,2023
1598,27242,222135,Space Systems Loral,2009
1599,27712,201654,SpaceX,1951
1600,15846,238094,Boeing Defense,1984
1601,6110,134567,Arianespace,2005
1602,23856,159664,Relativity Space,1912
1603,15279,302230,Cubic Corporation,1984
1604,21976,497792,Private,1909
1605,27002,189653,NSF,1974
1606,34223,416997,KARI,1978
1607,30958,368082,Space Systems Loral,1980
1608,34882,446731,Planet Labs,1973
1609,19083,231024,Northrop Grumman,1906
1610,14326,236696,Blue Origin,1947
1611,6121,488404,MDA,1991
1612,12015,354908,NewSpace Capital,2015
1613,21399,406602,Space Adventures,1996
1614,4697,275365,Vulcan Inc.,1961
1615,1762,179675,Space Systems Loral,1914
1616,17823,218347,CNSA,2019
1617,16106,215764,Xplore,2001
1618,21188,388276,CNES,1994
1619,32501,468799,Orbital ATK,1958
1620,30163,102135,Northrop Grumman Innovation Systems,1949
1621,8792,141846,Harris Corporation,1974
1622,26253,472187,Blue Canyon Technologies,1988
1623,19887,207037,Aerospace Corporation,1948
1624,3158,469657,Thales Alenia Space,1958
1625,8953,255855,Paragon Space Development Corporation,1993
1626,3472,291359,Blue Canyon Technologies,1915
1627,6998,449679,Northrop Grumman Innovation Systems,1958
1628,2295,143240,Zero Gravity Solutions,1927
1629,10383,388810,Made In Space,1921
1630,24136,277629,Mitsubishi Heavy Industries,1947
1631,35022,472308,ISRO,1971
1632,20029,327065,Raytheon,1944
1633,6800,227796,SES,1978
1634,21765,306219,Space Adventures,1971
1635,22669,409136,General Dynamics,1914
1636,19076,497266,Orbcomm,1932
1637,31533,278871,Diehl Aerospace,1924
1638,28404,295415,Roscosmos,1984
1639,10752,376248,Vector Launch,2016
1640,26255,109822,Mitsubishi Heavy Industries,1961
1641,7238,437298,Made In Space,1912
1642,28420,206834,Northrop Grumman,2020
1643,4860,114460,NASA,1942
1644,26607,237481,ESA,2007
1645,25568,221081,Astrobotic,1960
1646,18360,228385,Interstellar,2007
1647,7769,373720,Tyvak Nano-Satellite Systems,1962
1648,30632,395513,Astrocast,1951
1649,8191,419249,Virgin Galactic,1942
1650,22195,475341,Swarm Technologies,1930
1651,1020,145692,Harris Corporation,2015
1652,24860,102298,Relativity,1907
1653,4890,460489,SpaceIL,1996
1654,26881,247262,ASI,2013
1655,34175,135446,AeroVironment,1908
1656,4777,286985,Dynetics,2015
1657,26275,339442,Tyvak Nano-Satellite Systems,2018
1658,10228,348251,Axiom Space,1980
1659,19726,424847,Airbus,1951
1660,35664,288788,Firefly Aerospace,1913
1661,12417,179390,Exos Aerospace,1983
1662,9326,434094,Northrop Grumman Innovation Systems,2002
1663,17638,304482,Space Systems Loral,1948
1664,3285,269604,ASI,1974
1665,32319,245335,Paragon Space Development Corporation,1977
1666,15286,339626,Quantum Space,2021
1667,13607,117061,Space Adventures,1953
1668,21295,349425,Xplore,1913
1669,20496,278071,Blue Canyon Technologies,1913
1670,19042,152085,SSL,1912
1671,11918,405669,Made In Space,2016
1672,5744,339238,SpaceX,1978
1673,5188,408175,Tyvak Nano-Satellite Systems,1994
1674,23841,391624,Aerojet Rocketdyne,1928
1675,23916,481338,Momentus,1927
1676,27502,477241,Space Adventures,1979
1677,35419,354771,Astrobotic,1958
1678,9501,361270,Dynetics,1941
1679,24694,309698,Blue Origin,1997
1680,21017,116248,Space Systems Loral,1980
1681,20450,275358,Iridium,1910
1682,20994,363236,Virgin Galactic,1921
1683,37452,189499,Planet Labs,1999
1684,19910,366481,Zero 2 Infinity,2010
1685,25586,250914,NewSpace Capital,2014
1686,25450,315126,NASA,1997
1687,29084,189898,Tyvak Nano-Satellite Systems,1996
1688,14090,353051,SpacePharma,1905
1689,22984,304179,Vector Launch,1917
1690,13282,411719,Lockheed Martin,1998
1691,26693,449565,L3Harris,1927
1692,35106,350621,Astrocast,1906
1693,17075,417910,MDA,1976
1694,34712,418215,MDA,1988
1695,19380,447827,L3Harris,1916
1696,37664,476647,Quantum Space,1983
1697,4773,353442,Harris Corporation,1950
1698,8887,257252,Space Systems Loral,2021
1699,25497,482538,AeroVironment,1960
1700,25573,183550,Cobham,1930
1701,35156,435954,Kepler Communications,1956
1702,25918,120177,Space Generation Advisory Council,1923
1703,9699,418432,Space Systems Loral,1911
1704,14897,410742,Paragon Space Development Corporation,1930
1705,23862,227747,Bigelow Aerospace,1965
1706,5351,438196,MDA,1918
1707,27665,429903,Sierra Nevada Corporation,1913
1708,3798,274990,Orbit Fab,1969
1709,12107,420181,Vulcan Inc.,2022
1710,13275,403755,Paragon Space Development Corporation,1937
1711,33872,278512,Momentus,2012
1712,18062,337491,SpaceX,1916
1713,37043,124721,Roscosmos,1992
1714,26531,475446,ExPace,2020
1715,34343,439950,Rocket Crafters,1921
1716,9046,447324,PLD Space,2020
1717,3249,373644,Aerospace Corporation,1927
1718,26066,328711,United Launch Alliance,1919
1719,19441,281624,Space Generation Advisory Council,1948
1720,18924,160652,NewSpace Capital,1921
1721,18359,180817,CNSA,1945
1722,4626,242008,KARI,1906
1723,20785,226941,Maxar Technologies,1939
1724,20334,495422,ASI,1939
1725,23460,209767,Diehl Aerospace,1961
1726,22769,311646,Relativity,1935
1727,29275,200829,Northrop Grumman,1986
1728,23841,475837,Planet Labs,1965
1729,30714,361979,GomSpace,1972
1730,11461,371038,Private,2017
1731,33492,401417,Made In Space,1998
1732,1561,124132,SpacePharma,2022
1733,6224,177332,NSF,1909
1734,11520,492526,SpacePharma,1965
1735,17828,296825,Aerospace Corporation,2014
1736,36351,396416,Astrocast,2009
1737,34741,191547,Raytheon,1928
1738,11106,311323,Exos Aerospace,1909
1739,17336,293524,Momentus,2023
1740,1626,375562,Firefly Rocket Technologies,1994
1741,21175,404309,Arianespace,1971
1742,37801,431908,Northrop Grumman Innovation Systems,1993
1743,7352,257972,Paragon Space Development Corporation,1946
1744,15864,458039,Intelsat,1932
1745,20035,266594,Effective Innovations,1959
1746,23726,278155,ITAR Solutions,1929
1747,15374,200622,Interstellar,1913
1748,33147,444472,General Dynamics,1959
1749,21959,481906,Raytheon,1997
1750,37746,144166,JAXA,1949
1751,16283,315831,ASI,1971
1752,756,177568,Aerojet Rocketdyne,1904
1753,31207,155724,ExPace,1937
1754,25582,165295,Zero 2 Infinity,1906
1755,35417,450154,Blue Origin,2014
1756,32097,163151,SpaceX,1994
1757,6763,376138,Orbit Fab,1939
1758,9481,437501,Bigelow Aerospace,1980
1759,14044,156984,Arianespace,1974
1760,12783,206095,GomSpace,1937
1761,9930,357469,Planetary Resources,1910
1762,28547,118526,Made In Space,1902
1763,37686,296409,Paragon Space Development Corporation,2011
1764,27433,456050,OneWeb,2015
1765,9447,458747,Relativity Space,2013
1766,33716,178508,CNSA,1980
1767,32073,314569,Society of Exploration Geophysicists,1989
1768,16670,407273,Telesat,1910
1769,28359,191480,ASI,1921
1770,30883,479868,Firefly Rocket Technologies,2023
1771,24580,369976,Relativity Space,1922
1772,8862,400954,Mitsubishi Heavy Industries,2006
1773,6896,395556,Society of Exploration Geophysicists,1968
1774,19324,341010,Society of Exploration Geophysicists,2007
1775,36495,361090,MDA,1946
1776,2578,102278,Globalstar,1978
1777,22047,118931,Planet Labs,2008
1778,11503,142371,Aerojet Rocketdyne,1987
1779,15134,173239,NSF,1968
1780,21189,244946,Space Adventures,1994
1781,21688,406150,Boeing Defense,2010
1782,28798,159135,NewSpace Capital,2018
1783,23992,375963,Aerojet Rocketdyne,2011
1784,6529,144547,Society of Exploration Geophysicists,1979
1785,14025,378323,Intelsat,2000
1786,6879,480495,Eutelsat,1974
1787,11375,268562,SpaceX,1933
1788,3582,146809,Iridium,1995
1789,23991,248833,Made In Space,1983
1790,27753,113151,Iridium,1933
1791,12214,447312,SpaceX,1947
1792,38076,453236,Fleet Space Technologies,1966
1793,6863,268731,Boeing,1978
1794,35651,496614,Space Adventures,1953
1795,25678,483761,Interstellar,1966
1796,10117,446850,Diehl Aerospace,1989
1797,1451,483225,Boeing Defense,2005
1798,30986,322953,NewSpace Capital,1919
1799,10656,412119,Blue Origin,1996
1800,21373,410858,Inmarsat,2009
1801,5477,134134,SSL,1936
1802,321,112014,JAXA,1917
1803,21105,475439,Inmarsat,1900
1804,26696,243364,Mitsubishi Heavy Industries,1927
1805,13504,431625,Lockheed Martin,1937
1806,36054,157164,ASI,1968
1807,17178,327221,Private,1905
1808,21960,266840,Intelsat,2021
1809,7822,377755,Exos Aerospace,2012
1810,6851,308000,ASI,1921
1811,23970,101340,GomSpace,2014
1812,33257,400578,Intelsat,1973
1813,26444,286405,Space Adventures,2024
1814,22806,296768,Airbus,1950
1815,22658,114054,SES,2025
1816,1137,370979,Axiom Space,2017
1817,9464,461100,Firefly Aerospace,1905
1818,7716,432800,Eutelsat,1922
1819,25251,334531,Kepler Communications,1914
1820,29108,273185,Xplore,1969
1821,25970,281015,Paragon Space Development Corporation,1991
1822,4008,339459,Space Systems Loral,1965
1823,30501,376706,Mitsubishi Heavy Industries,1931
1824,35466,115890,SSL,1944
1825,34257,272382,Zero 2 Infinity,2016
1826,23292,229581,Boeing Defense,1903
1827,30569,190033,Axiom Space,1909
1828,2021,126120,Quantum Space,1960
1829,17114,240507,MDA,1953
1830,36886,291342,Diehl Aerospace,1983
1831,923,118654,Cubic Corporation,1945
1832,18784,146411,Northrop Grumman Innovation Systems,1959
1833,33059,439537,Diehl Aerospace,2024
1834,2252,296756,Virgin Galactic,1945
1835,1240,304811,SES,1901
1836,6749,247909,MDA,1965
1837,35156,265877,Airbus,1984
1838,33509,414082,Fleet Space Technologies,2023
1839,749,149896,L3Harris,1942
1840,27829,259851,SSL,2012
1841,4998,379553,Harris Corporation,1964
1842,21688,437215,The Planetary Society,2002
1843,21083,225696,Iridium,1920
1844,36338,166266,Xplore,1912
1845,6320,295974,Arianespace,1976
1846,35631,258515,SpacePharma,1963
1847,27987,437292,Ball Aerospace,1956
1848,33760,198897,CNES,1994
1849,35937,109314,CNES,1926
1850,37838,218670,Kepler Communications,2021
1851,34253,222081,CNSA,1927
1852,5944,481094,SpacePharma,1965
1853,13801,168561,Space Angels,1947
1854,586,271473,Axiom Space,1987
1855,7882,194112,ExPace,1919
1856,19700,186013,Airbus,2000
1857,30408,377656,Telesat,1905
1858,30811,231283,Made In Space,2023
1859,4244,196065,Virgin Galactic,1935
1860,17843,453507,Space Foundation,1934
1861,11286,218173,Sierra Nevada Corporation,2015
1862,29650,233313,Astrocast,1996
1863,36306,364206,SpaceIL,1967
1864,11085,470816,Xplore,1914
1865,37177,201391,Orbital ATK,2002
1866,27336,270101,Roscosmos,1936
1867,2340,139630,Effective Innovations,1916
1868,7641,460221,Private,1948
1869,15144,134966,Airbus,1906
1870,34730,214821,SpacePharma,1912
1871,13138,464709,NewSpace Capital,1938
1872,28344,289662,Firefly Aerospace,1994
1873,19123,475134,Diehl Aerospace,2016
1874,19501,451567,Airbus,1991
1875,10620,490995,SpacePharma,1936
1876,33010,487762,Cubic Corporation,1969
1877,23894,189251,Rocket Lab,1948
1878,35350,334087,Vector Launch,1996
1879,3368,313388,Interstellar,1984
1880,23420,137889,Dynetics,1913
1881,21036,414656,Relativity,1957
1882,18709,235246,Relativity,1990
1883,3107,259412,Tyvak Nano-Satellite Systems,1984
1884,4840,351860,Aerojet Rocketdyne,1959
1885,5550,349266,MDA,1979
1886,28389,201205,Orbcomm,1921
1887,31575,192480,Viasat,2001
1888,3268,390755,Swarm Technologies,2023
1889,15581,379106,Globalstar,1979
1890,31089,202793,The Planetary Society,1932
1891,19657,307072,Axiom Space,1965
1892,14430,353521,L3Harris,1955
1893,6857,406237,Lockheed Martin Space,1970
1894,37869,248690,Zero 2 Infinity,1980
1895,13123,208137,General Dynamics,2016
1896,178,104995,Cubic Corporation,1958
1897,1849,403383,NASA,1934
1898,23474,429685,Mitsubishi Heavy Industries,1956
1899,21853,184117,Xplore,1950
1900,24370,341710,NSF,1941
1901,13880,341682,Xplore,2025
1902,22042,329461,Axiom Space,1997
1903,22034,445503,SpaceX,1914
1904,12993,246624,Space Systems Loral,1931
1905,31599,340680,Raytheon,1901
1906,300,379026,ITAR Solutions,2007
1907,29411,149706,OHB System,2019
1908,18855,448327,Relativity Space,1986
1909,18269,100552,Harris Corporation,1926
1910,19385,453534,Tyvak Nano-Satellite Systems,1992
1911,24020,200524,Planetary Resources,1995
1912,23916,437219,Airbus,1993
1913,20258,232222,JAXA,2011
1914,32701,499413,Planetary Resources,1955
1915,25213,357986,Cobham,1974
1916,8609,303123,Thales Alenia Space,2016
1917,927,266471,Maxar Technologies,1964
1918,15637,273339,NSF,2011
1919,2926,363730,Zero Gravity Solutions,1901
1920,17368,293184,Exos Aerospace,1909
1921,34587,232870,Space Angels,1969
1922,28802,156722,Northrop Grumman Innovation Systems,1951
1923,30080,474343,Astrobotic,1966
1924,10102,331972,Rocket Crafters,1958
1925,35344,415375,Orbit Fab,1915
1926,23718,310087,Vector Launch,1962
1927,7921,243772,Aerojet Rocketdyne,1901
1928,224,323372,Airbus,1985
1929,19287,250501,NASA,2004
1930,17238,414111,Firefly Aerospace,1932
1931,4404,453957,Astrocast,1956
1932,37011,168785,NSF,2025
1933,18188,269981,GomSpace,1967
1934,21241,368093,Ball Aerospace,1920
1935,28005,176035,Roscosmos,1947
1936,7423,317443,KARI,1925
1937,17279,237542,Zero 2 Infinity,1902
1938,17245,261918,Iridium,1961
1939,10366,133298,SSL,1917
1940,17975,376146,Blue Canyon Technologies,1970
1941,30529,187345,JAXA,1951
1942,9230,173756,University,1931
1943,2567,123405,Firefly Aerospace,1985
1944,33426,375266,NASA,2009
1945,37869,155190,Hughes,1956
1946,1789,173946,L3Harris,1915
1947,34306,190189,The Planetary Society,1950
1948,3451,167808,Harris Corporation,1958
1949,16516,371516,Space Foundation,1989
1950,15050,102614,Iridium,1997
1951,18893,490005,Arianespace,1927
1952,3824,220455,Zero Gravity Solutions,1913
1953,29667,406049,Aerojet Rocketdyne,1952
1954,30514,163196,Aerojet Rocketdyne,1962
1955,28562,443613,Spire Global,1965
1956,29524,351114,Zero 2 Infinity,1923
1957,26998,471636,Cobham,1982
1958,31483,337427,Intelsat,1916
1959,22042,331941,Spire Global,1937
1960,8514,389295,SES,1999
1961,16103,256255,Society of Exploration Geophysicists,1924
1962,17831,449207,NSF,1959
1963,23642,344053,Space Angels,1966
1964,8208,363948,Boeing Defense,1959
1965,22982,310846,CNES,1994
1966,16099,105003,Raytheon,1948
1967,30161,394306,Rocket Lab,2000
1968,13630,280568,Thales Alenia Space,1989
1969,33776,332640,OHB System,1987
1970,20606,174067,Private,1947
1971,9309,176798,Firefly Rocket Technologies,1993
1972,32220,290552,Spire Global,1964
1973,21851,129319,Zero 2 Infinity,1901
1974,31613,433988,Private,1979
1975,37175,282968,Harris Corporation,2010
1976,13949,166877,Orbit Fab,1939
1977,25506,162611,Axiom Space,1956
1978,16025,315317,Roscosmos,1941
1979,8891,319603,Northrop Grumman Innovation Systems,1909
1980,37605,374977,Tyvak Nano-Satellite Systems,1996
1981,31850,268071,Exos Aerospace,1974
1982,38042,115679,SES,1946
1983,19810,463088,Kepler Communications,1911
1984,32146,385650,PLD Space,1985
1985,5803,382143,Northrop Grumman Innovation Systems,1953
1986,28860,206115,OneWeb,2020
1987,18866,239944,Northrop Grumman Innovation Systems,2003
1988,23354,148287,Relativity Space,1985
1989,30193,425210,Kepler Communications,1980
1990,18433,208538,Cubic Corporation,1959
1991,1507,139327,Telesat,1970
1992,3260,208432,Paragon Space Development Corporation,1966
1993,29196,445374,Lockheed Martin Space,1915
1994,18504,428100,PLD Space,1911
1995,3825,289492,ExPace,1937
1996,17231,215313,Aerospace Corporation,2018
1997,28404,161545,ISRO,1957
1998,17553,433710,United Launch Alliance,1996
1999,36657,255299,Relativity Space,1950
2000,10213,368991,Virgin Galactic,1967
2001,15881,228184,Swarm Technologies,1910
2002,36547,148423,Rocket Lab,2025
2003,25153,341024,ASI,2018
2004,2244,316792,Zero Gravity Solutions,1991
2005,23436,196219,Intelsat,1988
2006,29319,117890,Aerospace Corporation,1962
2007,35068,297072,Boeing Defense,1969
2008,23811,435973,Viasat,1909
2009,27031,259866,OHB System,1930
2010,17013,310397,SpaceX,2008
2011,22420,372795,Planet Labs,1911
2012,9746,309594,Hughes,2018
2013,33923,302014,Exos Aerospace,1999
2014,3791,253443,Bigelow Aerospace,1902
2015,34879,320386,Ball Aerospace,2023
2016,13078,465925,Eutelsat,1983
2017,6306,243641,Paragon Space Development Corporation,1945
2018,2902,259157,Aerospace Corporation,2002
2019,10687,264580,Space Generation Advisory Council,2016
2020,1170,325867,Arianespace,1982
2021,5396,150114,Lockheed Martin Space,1994
2022,9583,245411,SpaceIL,1921
2023,16246,113086,Roscosmos,1935
2024,33918,311722,Intelsat,1942
2025,6481,195000,Aerospace Corporation,1963
2026,8877,305772,Xplore,1988
2027,19010,304588,OHB System,2006
2028,35809,490588,Xplore,2016
2029,6189,388538,Axiom Space,2001
2030,36997,435096,Vulcan Inc.,1917
2031,34058,443406,SSL,2004
2032,12039,165301,OHB System,1974
2033,18225,314220,Space Adventures,1973
2034,18854,345540,Blue Canyon Technologies,1929
2035,32165,359788,Space Generation Advisory Council,1998
2036,14859,354942,Lockheed Martin Space,1912
2037,37865,253021,Aerospace Corporation,1937
2038,24469,172546,Aerojet Rocketdyne,1918
2039,33518,197334,KARI,1989
2040,2607,134373,SSL,1950
2041,11604,428243,Tyvak Nano-Satellite Systems,1979
2042,27993,331845,Momentus,1917
2043,26907,319548,Firefly Rocket Technologies,1959
2044,7516,391636,NewSpace Capital,2021
2045,16723,323922,Rocket Lab,1990
2046,22712,481092,Orbital ATK,1972
2047,12865,384803,Space Foundation,1913
2048,14590,161590,Boeing,1986
2049,34050,225886,ITAR Solutions,1987
2050,33279,247324,SES,2010
2051,26710,251494,Spire Global,1987
2052,3149,221146,SES,1997
2053,31387,303194,Effective Innovations,1915
2054,21181,345002,Northrop Grumman Innovation Systems,1932
2055,33396,407958,CNSA,1975
2056,32524,366714,MDA,2013
2057,12356,147604,ISRO,1990
2058,29276,379092,Xplore,1946
2059,4842,135238,Space Systems Loral,2023
2060,4412,147116,Maxar Technologies,2000
2061,21379,135813,Momentus,1983
2062,30711,258170,Inmarsat,1976
2063,9238,476065,Spire Global,2001
2064,4303,225956,Astrocast,1966
2065,36666,258878,Private,1981
2066,24365,342614,Cubic Corporation,1975
2067,28991,140420,Globalstar,1919
2068,6465,326158,SpacePharma,1949
2069,33512,208127,Planetary Resources,1926
2070,1912,102068,Relativity Space,1928
2071,11516,241441,Cubic Corporation,1966
2072,7867,374332,Zero Gravity Solutions,1987
2073,8677,461514,Globalstar,1936
2074,236,340319,Intelsat,1946
2075,27118,171904,Virgin Galactic,2004
2076,31658,186776,University,2003
2077,34445,435876,Vulcan Inc.,1979
2078,7119,446440,Firefly Rocket Technologies,1998
2079,23676,457405,Spire Global,1985
2080,17823,474809,SpacePharma,1912
2081,30163,400929,Astrobotic,1942
2082,28314,288558,Orbit Fab,1981
2083,975,220009,Effective Innovations,1938
2084,6869,436920,Dynetics,1993
2085,30947,160975,Effective Innovations,1916
2086,35370,382694,Fleet Space Technologies,1984
2087,22999,245250,Axiom Space,1924
2088,2459,240195,Space Angels,1951
2089,10690,423893,Raytheon,2023
2090,8624,261472,The Planetary Society,1917
2091,9239,285692,Rocket Crafters,1943
2092,12202,476005,Relativity Space,1908
2093,24108,152688,Interstellar,2005
2094,3843,431956,Xplore,1954
2095,19629,216792,ISRO,1960
2096,31931,141210,Sierra Nevada Corporation,1906
2097,5884,360967,Kepler Communications,1949
2098,12178,260790,Rocket Lab,1908
2099,469,380571,L3Harris,1922
2100,2252,318367,Harris Corporation,1949
2101,35582,470476,Aerospace Corporation,1999
2102,13474,293022,ISRO,2001
2103,27404,329491,PLD Space,2011
2104,24446,106331,Effective Innovations,1966
2105,25562,128513,ASI,2023
2106,14800,109786,General Dynamics,1986
2107,36299,193828,The Planetary Society,1962
2108,4573,216851,GomSpace,1935
2109,22162,479109,Private,1910
2110,14120,388844,Cobham,2005
2111,10260,431971,Momentus,1970
2112,772,155662,Cobham,1908
2113,10159,404541,PLD Space,2002
2114,23712,214745,Sierra Nevada Corporation,1904
2115,8593,139910,L3Harris,1996
2116,13694,350521,NASA,1913
2117,35119,431300,SpaceIL,1981
2118,34032,451556,Lockheed Martin Space,1960
2119,28864,303682,Effective Innovations,1942
2120,27366,466530,Hughes,1980
2121,27546,263860,SpacePharma,1964
2122,9565,406504,Rocket Crafters,1943
2123,15760,344542,Momentus,1982
2124,34773,360730,Society of Exploration Geophysicists,1970
2125,24794,127182,KARI,1959
2126,34469,157550,Iridium,1991
2127,5719,244734,Vulcan Inc.,1957
2128,37028,315528,Zero 2 Infinity,1987
2129,31993,396647,Orbcomm,2020
2130,20896,445501,Iridium,1978
2131,24470,464040,Made In Space,1914
2132,1566,401134,Rocket Lab,1994
2133,36237,389914,MDA,2025
2134,23538,269164,Rocket Lab,2025
2135,12783,393049,Space Foundation,1913
2136,18386,429725,Airbus,1935
2137,11263,349592,Astrobotic,1953
2138,25318,462305,Iridium,1922
2139,25014,380501,Sierra Nevada Corporation,1946
2140,20653,354053,Space Foundation,2018
2141,19480,458841,Astrobotic,1903
2142,33164,253777,United Launch Alliance,1974
2143,27137,191909,Cubic Corporation,2016
2144,341,178872,PLD Space,1951
2145,21683,149990,Zero Gravity Solutions,1969
2146,37578,225685,Aerospace Corporation,2011
2147,37195,114852,NSF,2021
2148,5759,267216,Space Angels,1923
2149,30268,348429,Thales Alenia Space,1921
2150,7525,486067,Aerojet Rocketdyne,1947
2151,3979,149999,Virgin Galactic,2013
2152,26341,362351,Inmarsat,1966
2153,14436,244218,Effective Innovations,1996
2154,3047,175638,Aerospace Corporation,1945
2155,32503,225339,Northrop Grumman,1955
2156,32013,268785,Maxar Technologies,1915
2157,10120,142528,Blue Canyon Technologies,1999
2158,8702,381287,NASA,1972
2159,37579,369933,Blue Origin,2011
2160,37147,222675,Aerojet Rocketdyne,1919
2161,37355,305917,Aerospace Corporation,1966
2162,5930,259400,Rocket Lab,2000
2163,8776,317232,General Dynamics,2005
2164,25830,167652,Vector Launch,1903
2165,24128,106562,Vulcan Inc.,2010
2166,14561,392241,Virgin Galactic,1961
2167,13195,100578,Planet Labs,2019
2168,24115,128251,Effective Innovations,1943
2169,8198,136918,Eutelsat,2002
2170,12095,465264,Axiom Space,1958
2171,15507,143534,Spire Global,1974
2172,14547,100470,Spire Global,1903
2173,8975,164664,Spire Global,1973
2174,36698,309011,Blue Origin,2003
2175,37105,181410,Lockheed Martin Space,1919
2176,27419,271556,Relativity Space,1982
2177,11981,103195,Made In Space,1978
2178,12048,218597,Iridium,1988
2179,12197,289683,Tyvak Nano-Satellite Systems,1903
2180,3711,305490,Inmarsat,2001
2181,32936,457569,Ball Aerospace,2025
2182,6860,493176,Space Adventures,1943
