institution_id,institution_name,institution_country
2984,Center for Advanced Astrophysics,Canada
2985,University of Geoscience,Netherlands
2986,Academy of Planetary Science,Italy
2987,Center for Advanced Geology,Netherlands
2988,International Lab for Planetary Science,USA
2989,Royal Institute of Astronomy,Italy
2990,University of Space Exploration,Denmark
2991,College of Geology,Sweden
2992,National Institute of Space Exploration,Norway
2993,Center for Advanced Geoscience,Sweden
2994,Academy of Planetary Science,Canada
2995,University of Meteorite Studies,Finland
2996,National Institute of Cosmic Research,Belgium
2997,Center for Advanced Meteorite Studies,Denmark
2998,National Institute of Geology,Belgium
2999,College of Planetary Science,Japan
3000,Global Research Center of Geoscience,France
3001,International Lab for Astronomy,Australia
3002,Royal Institute of Astrophysics,India
3003,College of Cosmic Research,Finland
3004,National Institute of Meteorite Studies,Belgium
3005,Center for Advanced Geoscience,Spain
3006,College of Geoscience,Spain
3007,International Lab for Astrophysics,Belgium
3008,International Lab for Planetary Science,China
3009,Academy of Geoscience,Brazil
3010,National Institute of Geoscience,Germany
3011,Royal Institute of Planetary Science,France
3012,Royal Institute of Meteorite Studies,Spain
3013,International Lab for Astronomy,Brazil
3014,University of Geochemistry,Japan
3015,International Lab for Astrophysics,Spain
3016,Royal Institute of Meteorite Studies,Netherlands
3017,College of Geoscience,Sweden
3018,University of Geochemistry,Denmark
3019,Royal Institute of Meteorite Studies,Brazil
3020,College of Geology,Denmark
3021,Global Research Center of Cosmic Research,Canada
3022,University of Space Exploration,Brazil
3023,National Institute of Cosmic Research,Switzerland
3024,Center for Advanced Planetary Science,Finland
3025,Academy of Astrophysics,UK
3026,Royal Institute of Meteorite Studies,Japan
3027,College of Astronomy,Australia
3028,Center for Advanced Astrophysics,Brazil
3029,Global Research Center of Astronomy,Belgium
3030,International Lab for Space Exploration,Norway
3031,Center for Advanced Space Exploration,Sweden
3032,International Lab for Geoscience,Netherlands
3033,Academy of Cosmic Research,Japan
3034,International Lab for Geoscience,Canada
3035,Royal Institute of Astronomy,Brazil
3036,Center for Advanced Meteorite Studies,Switzerland
3037,Global Research Center of Geology,Finland
3038,Academy of Meteorite Studies,Japan
3039,College of Planetary Science,USA
3040,Royal Institute of Geoscience,Canada
3041,International Lab for Astrophysics,Australia
3042,University of Geoscience,Italy
3043,Center for Advanced Meteorite Studies,UK
3044,National Institute of Geochemistry,Spain
3045,International Lab for Meteorite Studies,Sweden
3046,College of Astronomy,France
3047,College of Astrophysics,Finland
3048,Academy of Meteorite Studies,Sweden
3049,National Institute of Geology,Sweden
3050,Academy of Geology,Italy
3051,University of Geoscience,France
3052,National Institute of Geoscience,Finland
3053,College of Astronomy,Switzerland
3054,Center for Advanced Cosmic Research,France
3055,Global Research Center of Astrophysics,Finland
3056,International Lab for Cosmic Research,Switzerland
3057,Global Research Center of Geoscience,Spain
3058,National Institute of Geochemistry,Australia
3059,International Lab for Astronomy,Sweden
3060,Center for Advanced Geoscience,Netherlands
3061,National Institute of Planetary Science,France
3062,Global Research Center of Meteorite Studies,USA
3063,Center for Advanced Space Exploration,France
3064,University of Meteorite Studies,Switzerland
3065,College of Meteorite Studies,Germany
3066,Academy of Astronomy,Germany
3067,National Institute of Geochemistry,Brazil
3068,Royal Institute of Geochemistry,Australia
3069,International Lab for Astronomy,China
3070,Academy of Astronomy,Netherlands
3071,Academy of Geochemistry,Denmark
3072,Global Research Center of Geology,Spain
3073,Royal Institute of Geochemistry,Netherlands
3074,College of Geoscience,UK
3075,College of Astronomy,Japan
3076,Global Research Center of Cosmic Research,Japan
3077,Global Research Center of Geochemistry,Japan
3078,Royal Institute of Cosmic Research,Canada
3079,International Lab for Geoscience,Belgium
3080,Academy of Cosmic Research,Sweden
3081,Global Research Center of Astrophysics,Denmark
3082,National Institute of Cosmic Research,Norway
3083,Global Research Center of Geochemistry,Japan
3084,National Institute of Cosmic Research,Japan
3085,Royal Institute of Geochemistry,Austria
3086,Global Research Center of Astrophysics,Canada
3087,Royal Institute of Astrophysics,Sweden
3088,University of Planetary Science,Germany
3089,Academy of Geoscience,Belgium
3090,National Institute of Geochemistry,Norway
3091,National Institute of Space Exploration,Germany
3092,Royal Institute of Space Exploration,India
3093,Global Research Center of Planetary Science,India
3094,University of Geoscience,Sweden
3095,College of Astrophysics,France
3096,National Institute of Meteorite Studies,Netherlands
3097,Academy of Geology,France
3098,Royal Institute of Cosmic Research,Belgium
3099,Academy of Geoscience,UK
3100,Global Research Center of Space Exploration,Sweden
3101,Global Research Center of Space Exploration,Belgium
3102,International Lab for Geology,Switzerland
3103,Global Research Center of Cosmic Research,USA
3104,Global Research Center of Meteorite Studies,Canada
3105,International Lab for Cosmic Research,UK
3106,Royal Institute of Planetary Science,Austria
3107,International Lab for Geology,Australia
3108,Center for Advanced Space Exploration,Denmark
3109,Academy of Cosmic Research,Norway
3110,College of Cosmic Research,Germany
3111,Academy of Astrophysics,Spain
3112,National Institute of Geoscience,Germany
3113,College of Geoscience,Australia
3114,University of Geoscience,Brazil
3115,Center for Advanced Astronomy,Norway
3116,Global Research Center of Geology,Finland
3117,National Institute of Astrophysics,USA
3118,College of Astronomy,Norway
3119,Royal Institute of Planetary Science,Netherlands
3120,University of Geology,Australia
3121,College of Meteorite Studies,Germany
3122,Royal Institute of Meteorite Studies,Netherlands
3123,Royal Institute of Astronomy,Norway
3124,Center for Advanced Astrophysics,Australia
3125,Royal Institute of Geoscience,Spain
3126,College of Geochemistry,France
3127,Academy of Cosmic Research,Finland
3128,Academy of Cosmic Research,Japan
3129,University of Astrophysics,Japan
3130,Academy of Geochemistry,UK
3131,Center for Advanced Geology,UK
3132,Royal Institute of Astronomy,Austria
3133,Center for Advanced Space Exploration,Brazil
3134,Royal Institute of Geoscience,USA
3135,Royal Institute of Meteorite Studies,Sweden
3136,Royal Institute of Astronomy,France
3137,International Lab for Geology,Japan
3138,National Institute of Geochemistry,Netherlands
3139,Global Research Center of Astrophysics,France
3140,Center for Advanced Astronomy,Canada
3141,Academy of Planetary Science,Finland
3142,International Lab for Space Exploration,Brazil
3143,Royal Institute of Astrophysics,Australia
3144,Academy of Geoscience,Denmark
3145,Center for Advanced Meteorite Studies,Canada
3146,Royal Institute of Astrophysics,USA
3147,Royal Institute of Planetary Science,France
3148,College of Cosmic Research,UK
3149,Global Research Center of Astrophysics,Norway
3150,Royal Institute of Astronomy,Australia
3151,College of Geology,India
3152,National Institute of Astrophysics,Finland
3153,Center for Advanced Meteorite Studies,Spain
3154,International Lab for Geochemistry,Sweden
3155,Global Research Center of Geoscience,France
3156,University of Meteorite Studies,Canada
3157,Royal Institute of Geochemistry,USA
3158,College of Astronomy,Spain
3159,International Lab for Astronomy,Norway
3160,Center for Advanced Cosmic Research,Brazil
3161,Center for Advanced Geoscience,Norway
3162,College of Meteorite Studies,Netherlands
3163,Global Research Center of Planetary Science,India
3164,National Institute of Cosmic Research,China
3165,International Lab for Planetary Science,Finland
3166,National Institute of Geochemistry,Austria
3167,Global Research Center of Planetary Science,Switzerland
3168,Global Research Center of Planetary Science,France
3169,Global Research Center of Astrophysics,UK
3170,Academy of Planetary Science,Canada
3171,International Lab for Astronomy,Austria
3172,College of Geoscience,UK
3173,International Lab for Astrophysics,Netherlands
3174,Academy of Planetary Science,China
3175,Royal Institute of Astrophysics,Finland
3176,University of Geochemistry,Norway
3177,University of Cosmic Research,France
3178,Academy of Space Exploration,India
3179,Royal Institute of Astrophysics,China
3180,Royal Institute of Astronomy,Australia
3181,University of Astronomy,UK
3182,Royal Institute of Planetary Science,Brazil
3183,Center for Advanced Cosmic Research,Austria
3184,National Institute of Astrophysics,Australia
3185,Academy of Geology,Italy
3186,Royal Institute of Cosmic Research,France
3187,National Institute of Astronomy,Belgium
3188,Global Research Center of Space Exploration,Italy
3189,Royal Institute of Geochemistry,Austria
3190,Royal Institute of Planetary Science,India
3191,College of Astrophysics,Germany
3192,National Institute of Meteorite Studies,Austria
3193,National Institute of Astronomy,Switzerland
3194,College of Planetary Science,Denmark
3195,National Institute of Geoscience,Belgium
3196,Royal Institute of Cosmic Research,Finland
3197,College of Geochemistry,Canada
3198,University of Meteorite Studies,Japan
3199,International Lab for Geochemistry,India
3200,Royal Institute of Space Exploration,Denmark
3201,National Institute of Astrophysics,Germany
3202,Center for Advanced Astrophysics,Netherlands
3203,University of Meteorite Studies,Austria
3204,Academy of Meteorite Studies,Brazil
3205,University of Astronomy,Japan
3206,International Lab for Geology,Belgium
3207,National Institute of Meteorite Studies,Denmark
3208,International Lab for Geochemistry,Sweden
3209,International Lab for Cosmic Research,Japan
3210,Global Research Center of Astronomy,Australia
3211,College of Astronomy,Netherlands
3212,Center for Advanced Geochemistry,Netherlands
3213,Academy of Cosmic Research,China
3214,Academy of Cosmic Research,Belgium
3215,National Institute of Meteorite Studies,China
3216,University of Geochemistry,China
3217,Academy of Astronomy,Canada
3218,Academy of Meteorite Studies,India
3219,University of Planetary Science,Japan
3220,National Institute of Astronomy,Italy
3221,Royal Institute of Space Exploration,Germany
3222,Academy of Meteorite Studies,Norway
3223,Academy of Space Exploration,UK
3224,University of Space Exploration,China
3225,Academy of Meteorite Studies,India
3226,University of Geochemistry,Switzerland
3227,National Institute of Astrophysics,India
3228,College of Geology,China
3229,Royal Institute of Cosmic Research,Japan
3230,International Lab for Meteorite Studies,Denmark
3231,College of Astrophysics,Italy
3232,Global Research Center of Geology,Germany
3233,Center for Advanced Meteorite Studies,Denmark
3234,Global Research Center of Meteorite Studies,Japan
3235,Center for Advanced Meteorite Studies,Brazil
3236,University of Cosmic Research,Australia
3237,Global Research Center of Astrophysics,Austria
3238,College of Geoscience,Canada
3239,National Institute of Astrophysics,China
3240,Center for Advanced Astrophysics,France
3241,Global Research Center of Astronomy,Austria
3242,National Institute of Astrophysics,Sweden
3243,University of Geoscience,USA
3244,University of Meteorite Studies,China
3245,National Institute of Cosmic Research,Canada
3246,University of Astronomy,France
3247,Royal Institute of Geoscience,Japan
3248,Global Research Center of Geology,Switzerland
3249,Center for Advanced Meteorite Studies,Brazil
3250,Royal Institute of Geology,Canada
3251,College of Astronomy,Belgium
3252,Academy of Geochemistry,France
3253,University of Astronomy,France
3254,Academy of Geoscience,Netherlands
3255,International Lab for Meteorite Studies,USA
3256,College of Astronomy,China
3257,International Lab for Astrophysics,Canada
3258,Royal Institute of Cosmic Research,China
3259,International Lab for Geoscience,Finland
3260,Global Research Center of Geoscience,China
3261,National Institute of Cosmic Research,Italy
3262,National Institute of Space Exploration,France
3263,Royal Institute of Geoscience,UK
3264,Global Research Center of Meteorite Studies,Norway
3265,Royal Institute of Meteorite Studies,Norway
3266,Global Research Center of Cosmic Research,Austria
3267,Academy of Space Exploration,France
3268,Academy of Geology,Italy
3269,Academy of Geoscience,USA
3270,Global Research Center of Meteorite Studies,Spain
3271,Global Research Center of Astrophysics,Denmark
3272,Center for Advanced Geoscience,France
3273,International Lab for Cosmic Research,Canada
3274,National Institute of Space Exploration,Canada
3275,Global Research Center of Astrophysics,Italy
3276,Royal Institute of Geology,Norway
3277,Center for Advanced Astrophysics,Austria
3278,Royal Institute of Meteorite Studies,China
3279,International Lab for Astrophysics,Belgium
3280,Center for Advanced Geochemistry,Belgium
3281,Center for Advanced Geochemistry,Belgium
3282,College of Astrophysics,Germany
3283,International Lab for Geochemistry,Switzerland
3284,College of Geoscience,China
3285,Royal Institute of Astronomy,Japan
3286,University of Space Exploration,Belgium
3287,Center for Advanced Meteorite Studies,France
3288,University of Space Exploration,Italy
3289,Global Research Center of Cosmic Research,Denmark
3290,Global Research Center of Geochemistry,Norway
3291,College of Planetary Science,China
3292,University of Meteorite Studies,France
3293,Global Research Center of Astrophysics,USA
3294,International Lab for Space Exploration,UK
3295,National Institute of Geoscience,Finland
3296,Global Research Center of Astronomy,Canada
3297,Royal Institute of Meteorite Studies,Germany
3298,College of Geoscience,USA
3299,International Lab for Meteorite Studies,Australia
3300,Center for Advanced Meteorite Studies,Netherlands
3301,Academy of Geology,Norway
3302,Royal Institute of Geology,USA
3303,Academy of Geoscience,Canada
3304,University of Astronomy,Austria
3305,Global Research Center of Geochemistry,Australia
3306,University of Astrophysics,Norway
3307,Center for Advanced Geochemistry,India
3308,Academy of Planetary Science,Norway
3309,Global Research Center of Cosmic Research,Germany
3310,International Lab for Meteorite Studies,Japan
3311,International Lab for Astronomy,China
3312,International Lab for Meteorite Studies,Belgium
3313,National Institute of Geology,Finland
3314,Royal Institute of Astrophysics,Sweden
3315,Global Research Center of Astronomy,Italy
3316,International Lab for Planetary Science,India
3317,National Institute of Geoscience,Germany
3318,Royal Institute of Space Exploration,USA
3319,College of Cosmic Research,Australia
3320,National Institute of Geoscience,Japan
3321,University of Cosmic Research,Japan
3322,College of Astronomy,China
3323,Academy of Geoscience,Switzerland
3324,University of Geology,UK
3325,University of Space Exploration,Germany
3326,Academy of Astronomy,Italy
3327,Academy of Astrophysics,Netherlands
3328,College of Space Exploration,Sweden
3329,Royal Institute of Meteorite Studies,France
3330,Royal Institute of Astrophysics,Netherlands
3331,National Institute of Geochemistry,Canada
3332,University of Astrophysics,Finland
3333,University of Cosmic Research,Australia
3334,Global Research Center of Geology,Germany
3335,National Institute of Planetary Science,Japan
3336,Global Research Center of Meteorite Studies,Netherlands
3337,Royal Institute of Geology,Canada
3338,Royal Institute of Cosmic Research,Italy
3339,International Lab for Astronomy,Sweden
3340,College of Planetary Science,Austria
3341,National Institute of Meteorite Studies,Switzerland
3342,Center for Advanced Geoscience,USA
3343,Global Research Center of Cosmic Research,Belgium
3344,National Institute of Geology,France
3345,Center for Advanced Space Exploration,Australia
3346,Academy of Meteorite Studies,Germany
3347,Academy of Space Exploration,Italy
3348,National Institute of Geoscience,Australia
3349,Center for Advanced Cosmic Research,Finland
3350,Academy of Geology,Canada
3351,National Institute of Geology,UK
3352,Royal Institute of Cosmic Research,Sweden
3353,International Lab for Meteorite Studies,Denmark
3354,Royal Institute of Geochemistry,Austria
3355,Royal Institute of Space Exploration,Germany
3356,International Lab for Geochemistry,Denmark
3357,Academy of Astronomy,Austria
3358,University of Planetary Science,Belgium
3359,University of Meteorite Studies,France
3360,Academy of Astrophysics,Australia
3361,International Lab for Geoscience,China
3362,International Lab for Geology,Germany
3363,Royal Institute of Geology,Denmark
3364,Center for Advanced Geoscience,Germany
3365,Global Research Center of Geoscience,Sweden
3366,International Lab for Planetary Science,Sweden
3367,Royal Institute of Geoscience,Spain
3368,Royal Institute of Geology,Japan
3369,Center for Advanced Geoscience,India
3370,Center for Advanced Astronomy,Belgium
3371,Global Research Center of Geology,Canada
3372,College of Space Exploration,Switzerland
3373,University of Astrophysics,UK
3374,Royal Institute of Astrophysics,Finland
3375,College of Astronomy,Japan
3376,University of Astrophysics,India
3377,Academy of Meteorite Studies,Germany
3378,Global Research Center of Geoscience,India
3379,International Lab for Geoscience,Brazil
3380,Center for Advanced Astrophysics,Netherlands
3381,College of Cosmic Research,Australia
3382,University of Geoscience,Norway
3383,Royal Institute of Cosmic Research,Australia
3384,College of Space Exploration,Norway
3385,Center for Advanced Geology,Belgium
3386,Global Research Center of Astrophysics,Italy
3387,International Lab for Astronomy,Belgium
3388,College of Geoscience,Switzerland
3389,Global Research Center of Space Exploration,Spain
3390,University of Meteorite Studies,Denmark
3391,Global Research Center of Geology,Spain
3392,National Institute of Astrophysics,India
3393,University of Geology,Canada
3394,Center for Advanced Geoscience,UK
3395,College of Planetary Science,Norway
3396,Global Research Center of Astrophysics,Japan
3397,Royal Institute of Planetary Science,Japan
3398,University of Space Exploration,Italy
3399,University of Cosmic Research,Brazil
3400,National Institute of Geology,Denmark
3401,International Lab for Astrophysics,Italy
3402,Royal Institute of Geochemistry,Norway
3403,Royal Institute of Geoscience,Australia
3404,Center for Advanced Astrophysics,Italy
3405,Global Research Center of Geochemistry,Austria
3406,Global Research Center of Geochemistry,Norway
3407,International Lab for Cosmic Research,Norway
3408,Academy of Geoscience,Germany
3409,National Institute of Geoscience,USA
3410,International Lab for Geoscience,Finland
3411,National Institute of Geology,Netherlands
3412,University of Cosmic Research,Norway
3413,College of Planetary Science,Denmark
3414,International Lab for Geoscience,Japan
3415,Center for Advanced Geoscience,Italy
3416,Center for Advanced Astrophysics,Sweden
3417,University of Space Exploration,China
3418,Academy of Cosmic Research,India
3419,Academy of Astrophysics,China
3420,University of Astrophysics,UK
3421,University of Astronomy,Canada
3422,Royal Institute of Geochemistry,Austria
3423,Royal Institute of Space Exploration,Australia
3424,International Lab for Planetary Science,Belgium
3425,International Lab for Planetary Science,Austria
3426,International Lab for Astronomy,Switzerland
3427,International Lab for Meteorite Studies,Sweden
3428,Global Research Center of Astrophysics,Spain
3429,Global Research Center of Astrophysics,China
3430,National Institute of Meteorite Studies,Netherlands
3431,National Institute of Astrophysics,India
3432,Global Research Center of Space Exploration,Japan
3433,National Institute of Geoscience,USA
3434,International Lab for Astronomy,Switzerland
3435,Global Research Center of Astronomy,Austria
3436,National Institute of Astrophysics,USA
3437,Global Research Center of Geology,Italy
3438,Global Research Center of Planetary Science,China
3439,Academy of Planetary Science,Belgium
3440,College of Astrophysics,India
3441,University of Cosmic Research,Germany
3442,Global Research Center of Astronomy,Switzerland
3443,National Institute of Geoscience,Denmark
3444,National Institute of Geoscience,Canada
3445,Academy of Cosmic Research,Australia
3446,National Institute of Geoscience,Finland
3447,Royal Institute of Planetary Science,Sweden
3448,National Institute of Geology,USA
3449,International Lab for Geoscience,Finland
3450,National Institute of Planetary Science,Norway
3451,International Lab for Space Exploration,Denmark
3452,Global Research Center of Meteorite Studies,Brazil
3453,University of Meteorite Studies,Switzerland
3454,University of Geoscience,Spain
3455,Royal Institute of Geology,Austria
3456,University of Meteorite Studies,Netherlands
3457,Academy of Geoscience,Japan
3458,University of Geochemistry,USA
3459,Global Research Center of Planetary Science,Italy
3460,National Institute of Planetary Science,USA
3461,Royal Institute of Meteorite Studies,China
3462,National Institute of Meteorite Studies,India
3463,Academy of Geology,Japan
3464,National Institute of Space Exploration,Belgium
3465,Academy of Geology,Finland
3466,International Lab for Geochemistry,Sweden
3467,College of Cosmic Research,Australia
3468,College of Cosmic Research,Sweden
3469,National Institute of Cosmic Research,Australia
3470,College of Geology,Norway
3471,Center for Advanced Astrophysics,Austria
3472,Academy of Space Exploration,Austria
3473,National Institute of Astrophysics,Norway
3474,College of Space Exploration,Italy
3475,National Institute of Geology,Australia
3476,University of Geochemistry,India
3477,International Lab for Cosmic Research,Austria
3478,Royal Institute of Astrophysics,USA
3479,National Institute of Meteorite Studies,Spain
3480,International Lab for Meteorite Studies,Italy
3481,College of Geoscience,Japan
3482,Royal Institute of Space Exploration,Canada
3483,Royal Institute of Geoscience,USA
3484,Royal Institute of Astronomy,Spain
3485,College of Geology,Switzerland
3486,Royal Institute of Planetary Science,Belgium
3487,National Institute of Astrophysics,Brazil
3488,College of Geochemistry,Japan
3489,National Institute of Geochemistry,India
3490,National Institute of Astrophysics,Norway
3491,Royal Institute of Space Exploration,Japan
3492,College of Astronomy,Finland
3493,Center for Advanced Astronomy,India
3494,International Lab for Geoscience,France
3495,Center for Advanced Meteorite Studies,Austria
3496,Royal Institute of Astrophysics,China
3497,University of Cosmic Research,USA
3498,University of Geology,Brazil
3499,Global Research Center of Astrophysics,UK
3500,University of Space Exploration,USA
3501,National Institute of Geology,France
3502,International Lab for Cosmic Research,India
3503,Royal Institute of Space Exploration,Sweden
3504,National Institute of Geochemistry,Spain
3505,Center for Advanced Astronomy,Sweden
3506,Academy of Geology,Finland
3507,National Institute of Space Exploration,Austria
3508,National Institute of Astronomy,China
3509,University of Astronomy,Canada
3510,National Institute of Space Exploration,Norway
3511,College of Meteorite Studies,Germany
3512,College of Space Exploration,Belgium
3513,University of Astronomy,India
3514,University of Geoscience,UK
3515,Academy of Geoscience,India
3516,Royal Institute of Astrophysics,India
3517,Global Research Center of Meteorite Studies,Switzerland
3518,Center for Advanced Geoscience,Canada
3519,Royal Institute of Meteorite Studies,Switzerland
3520,International Lab for Geology,France
3521,College of Geology,Finland
3522,Academy of Space Exploration,Finland
3523,College of Geoscience,India
3524,Academy of Geoscience,Italy
3525,College of Planetary Science,Germany
3526,National Institute of Geology,UK
3527,College of Astronomy,Japan
3528,Center for Advanced Astrophysics,Japan
3529,Center for Advanced Geoscience,Spain
3530,College of Geochemistry,Netherlands
3531,Royal Institute of Cosmic Research,Denmark
3532,Global Research Center of Geochemistry,France
3533,Global Research Center of Planetary Science,Italy
3534,International Lab for Geology,Austria
3535,College of Astrophysics,Japan
3536,National Institute of Cosmic Research,Norway
3537,Global Research Center of Cosmic Research,Switzerland
3538,National Institute of Meteorite Studies,Denmark
3539,National Institute of Geoscience,China
3540,University of Geology,Australia
3541,Academy of Astronomy,Finland
3542,Center for Advanced Space Exploration,India
3543,National Institute of Geochemistry,Germany
3544,Royal Institute of Astrophysics,Japan
3545,Global Research Center of Astrophysics,Netherlands
3546,International Lab for Geochemistry,Spain
3547,University of Geology,India
3548,Royal Institute of Geoscience,UK
3549,International Lab for Astrophysics,Japan
3550,Academy of Planetary Science,Sweden
3551,Global Research Center of Cosmic Research,Netherlands
3552,Center for Advanced Geochemistry,Norway
3553,National Institute of Astronomy,China
3554,National Institute of Planetary Science,France
3555,University of Astronomy,Switzerland
3556,Academy of Planetary Science,Germany
3557,National Institute of Cosmic Research,China
3558,International Lab for Astrophysics,Sweden
3559,National Institute of Planetary Science,India
3560,Center for Advanced Planetary Science,Australia
3561,College of Space Exploration,Brazil
3562,Academy of Astronomy,France
3563,Global Research Center of Geochemistry,Austria
3564,Center for Advanced Cosmic Research,China
3565,Global Research Center of Space Exploration,Germany
3566,Global Research Center of Meteorite Studies,Spain
3567,Center for Advanced Meteorite Studies,USA
3568,Center for Advanced Astrophysics,Spain
3569,University of Meteorite Studies,India
3570,National Institute of Meteorite Studies,USA
3571,Royal Institute of Geology,Switzerland
3572,University of Geology,China
3573,Center for Advanced Geoscience,UK
3574,University of Cosmic Research,China
3575,Global Research Center of Meteorite Studies,France
3576,National Institute of Cosmic Research,Spain
3577,Center for Advanced Geology,Italy
3578,Academy of Geology,India
3579,Royal Institute of Geology,USA
3580,Royal Institute of Cosmic Research,Spain
3581,Center for Advanced Geoscience,India
3582,University of Meteorite Studies,Norway
3583,College of Meteorite Studies,Italy
3584,Center for Advanced Astronomy,China
3585,International Lab for Space Exploration,Japan
3586,National Institute of Planetary Science,Sweden
3587,National Institute of Cosmic Research,Belgium
3588,Center for Advanced Geochemistry,Australia
3589,Academy of Space Exploration,Spain
3590,International Lab for Astrophysics,India
3591,Academy of Planetary Science,UK
3592,Royal Institute of Geoscience,Norway
3593,Center for Advanced Space Exploration,Brazil
3594,National Institute of Astronomy,Finland
3595,Global Research Center of Geology,Canada
3596,Academy of Geochemistry,Australia
3597,Academy of Geology,Brazil
3598,National Institute of Cosmic Research,USA
3599,Center for Advanced Astronomy,Japan
3600,Academy of Geoscience,UK
3601,Center for Advanced Cosmic Research,USA
3602,International Lab for Space Exploration,USA
3603,University of Cosmic Research,Canada
3604,Royal Institute of Cosmic Research,Netherlands
3605,Global Research Center of Geoscience,India
3606,Global Research Center of Planetary Science,Norway
3607,National Institute of Cosmic Research,China
3608,University of Geology,Italy
3609,College of Astrophysics,Norway
3610,International Lab for Geoscience,India
3611,Academy of Cosmic Research,Australia
3612,International Lab for Space Exploration,Switzerland
3613,Global Research Center of Planetary Science,India
3614,Global Research Center of Astrophysics,Belgium
3615,College of Cosmic Research,Brazil
3616,National Institute of Cosmic Research,Switzerland
3617,Center for Advanced Geochemistry,Australia
3618,International Lab for Astrophysics,France
3619,Global Research Center of Geochemistry,Denmark
3620,Royal Institute of Geochemistry,Italy
3621,Center for Advanced Space Exploration,Norway
3622,Center for Advanced Astrophysics,Norway
3623,Center for Advanced Astronomy,Belgium
3624,University of Astrophysics,Germany
3625,Global Research Center of Cosmic Research,China
3626,Royal Institute of Meteorite Studies,Austria
3627,Academy of Astronomy,Sweden
3628,Global Research Center of Astrophysics,USA
3629,Center for Advanced Geochemistry,Denmark
3630,University of Geoscience,UK
3631,Academy of Geoscience,Spain
3632,National Institute of Cosmic Research,Switzerland
3633,Center for Advanced Space Exploration,UK
3634,National Institute of Geochemistry,UK
3635,College of Geochemistry,Canada
3636,Center for Advanced Meteorite Studies,China
3637,Global Research Center of Cosmic Research,Brazil
3638,University of Geology,Austria
3639,College of Geoscience,Germany
3640,University of Meteorite Studies,Austria
3641,National Institute of Geochemistry,France
3642,College of Planetary Science,France
3643,Center for Advanced Astronomy,Netherlands
3644,Center for Advanced Astrophysics,UK
3645,National Institute of Cosmic Research,Sweden
3646,Center for Advanced Meteorite Studies,China
3647,Academy of Geology,Austria
3648,National Institute of Astrophysics,Canada
3649,University of Meteorite Studies,Canada
3650,College of Meteorite Studies,Netherlands
3651,College of Geology,Finland
3652,Academy of Cosmic Research,France
3653,Center for Advanced Space Exploration,India
3654,International Lab for Astrophysics,France
3655,Center for Advanced Astrophysics,Norway
3656,Global Research Center of Astronomy,Brazil
3657,Center for Advanced Geoscience,Switzerland
3658,International Lab for Astronomy,Switzerland
3659,Academy of Astronomy,Austria
3660,Center for Advanced Astronomy,Italy
3661,Global Research Center of Geology,Denmark
3662,Academy of Astronomy,Australia
3663,Royal Institute of Geochemistry,Netherlands
3664,College of Space Exploration,Netherlands
3665,International Lab for Geochemistry,Germany
3666,Global Research Center of Meteorite Studies,Italy
3667,Royal Institute of Geology,Canada
3668,Academy of Cosmic Research,Sweden
3669,National Institute of Geology,Sweden
3670,Center for Advanced Meteorite Studies,Switzerland
3671,Academy of Meteorite Studies,Spain
3672,Royal Institute of Astrophysics,Germany
3673,University of Astronomy,Australia
3674,College of Geoscience,France
3675,Center for Advanced Geology,Spain
3676,College of Planetary Science,France
3677,Global Research Center of Astrophysics,Norway
3678,National Institute of Astronomy,Austria
3679,Academy of Geoscience,UK
3680,National Institute of Geology,Italy
3681,University of Meteorite Studies,Spain
3682,National Institute of Geology,Sweden
3683,Global Research Center of Geochemistry,Japan
3684,College of Cosmic Research,Finland
3685,Center for Advanced Cosmic Research,China
3686,College of Meteorite Studies,Norway
3687,College of Geoscience,Switzerland
3688,University of Geoscience,Japan
3689,University of Meteorite Studies,USA
3690,Royal Institute of Astrophysics,Switzerland
3691,National Institute of Space Exploration,Australia
3692,Center for Advanced Planetary Science,Japan
3693,Center for Advanced Geochemistry,Italy
3694,Royal Institute of Geochemistry,Canada
3695,National Institute of Geology,Norway
3696,International Lab for Geoscience,Switzerland
3697,National Institute of Meteorite Studies,Netherlands
3698,Academy of Geoscience,France
3699,Center for Advanced Planetary Science,UK
3700,Royal Institute of Astronomy,China
3701,Academy of Cosmic Research,Sweden
3702,Royal Institute of Geoscience,Australia
3703,Academy of Geoscience,Belgium
3704,College of Geochemistry,Austria
3705,Academy of Astrophysics,Austria
3706,University of Geochemistry,France
3707,Center for Advanced Cosmic Research,USA
3708,University of Space Exploration,Norway
3709,Academy of Planetary Science,Spain
3710,University of Meteorite Studies,Japan
3711,Royal Institute of Astronomy,China
3712,Center for Advanced Geoscience,Switzerland
3713,University of Space Exploration,Germany
3714,International Lab for Geoscience,Belgium
3715,Center for Advanced Meteorite Studies,India
3716,University of Geoscience,UK
3717,Center for Advanced Geochemistry,China
3718,Royal Institute of Astrophysics,Finland
3719,Academy of Planetary Science,USA
3720,University of Astronomy,Japan
3721,International Lab for Astronomy,Belgium
3722,Center for Advanced Astronomy,Sweden
3723,International Lab for Meteorite Studies,Norway
3724,International Lab for Geochemistry,Canada
3725,National Institute of Geology,France
3726,Royal Institute of Space Exploration,Japan
3727,Royal Institute of Astrophysics,UK
3728,College of Planetary Science,Germany
3729,University of Planetary Science,Norway
3730,University of Astronomy,China
3731,University of Geoscience,UK
3732,Global Research Center of Geology,Australia
