meteorite_id,class_id,location_id,meteorite_name,mass,fall_type,fall_year
11607,11607,11607,Hammadah al Hamra 124,5130.0,Found,1995
11608,11608,11608,Hammadah al Hamra 125,6400.0,Found,1995
11609,11609,11609,Hammadah al Hamra 126,1998.0,Found,1995
11610,11610,11610,Hammadah al Hamra 127,186.0,Found,1995
11611,11611,11611,Hammadah al Hamra 128,968.0,Found,1995
11612,11612,11612,Hammadah al Hamra 129,590.0,Found,1995
11613,11613,11613,Hammadah al Hamra 130,196.0,Found,1995
11614,11614,11614,Hammadah al Hamra 131,3295.0,Found,1995
11615,11615,11615,Hammadah al Hamra 132,518.0,Found,1995
11616,11616,11616,Hammadah al Hamra 133,177.0,Found,1995
11617,11617,11617,Hammadah al Hamra 134,218.0,Found,1995
11618,11618,11618,Hammadah al Hamra 135,539.0,Found,1995
11619,11619,11619,Hammadah al Hamra 136,4093.0,Found,1995
11620,11620,11620,Hammadah al Hamra 137,168.0,Found,1995
11621,11621,11621,Hammadah al Hamra 138,808.0,Found,1995
11622,11622,11622,Hammadah al Hamra 139,1632.0,Found,1995
11623,11623,11623,Hammadah al Hamra 140,358.0,Found,1995
11624,11624,11624,Hammadah al Hamra 141,78.0,Found,1995
11625,11625,11625,Hammadah al Hamra 142,3600.0,Found,1995
11626,11626,11626,Hammadah al Hamra 143,137.0,Found,1995
11627,11627,11627,Hammadah al Hamra 144,1940.0,Found,1995
11628,11628,11628,Hammadah al Hamra 145,133.0,Found,1995
11629,11629,11629,Hammadah al Hamra 146,2650.0,Found,1995
11630,11630,11630,Hammadah al Hamra 147,6600.0,Found,1995
11631,11631,11631,Hammadah al Hamra 148,15770.0,Found,1995
11632,11632,11632,Hammadah al Hamra 149,633.0,Found,1995
11633,11633,11633,Hammadah al Hamra 150,932.0,Found,1995
11634,11634,11634,Hammadah al Hamra 151,1332.0,Found,1995
11635,11635,11635,Hammadah al Hamra 152,398.0,Found,1995
11636,11636,11636,Hammadah al Hamra 153,50000.0,Found,1995
11637,11637,11637,Hammadah al Hamra 154,197.0,Found,1995
11638,11638,11638,Hammadah al Hamra 155,4055.0,Found,1995
11639,11639,11639,Hammadah al Hamra 156,485.0,Found,1995
11640,11640,11640,Hammadah al Hamra 157,251.0,Found,1995
11641,11641,11641,Hammadah al Hamra 158,650.0,Found,1995
11642,11642,11642,Hammadah al Hamra 159,818.0,Found,1995
11643,11643,11643,Hammadah al Hamra 160,434.0,Found,1995
11644,11644,11644,Hammadah al Hamra 161,406.0,Found,1995
11645,11645,11645,Hammadah al Hamra 162,575.0,Found,1995
11646,11646,11646,Hammadah al Hamra 163,648.0,Found,1995
11647,11647,11647,Hammadah al Hamra 164,771.0,Found,1995
11648,11648,11648,Hammadah al Hamra 165,79.0,Found,1995
11649,11649,11649,Hammadah al Hamra 166,52.0,Found,1995
11650,11650,11650,Hammadah al Hamra 167,1055.0,Found,1996
11651,11651,11651,Hammadah al Hamra 168,76.0,Found,1996
11652,11652,11652,Hammadah al Hamra 169,623.0,Found,1996
11653,11653,11653,Hammadah al Hamra 170,96.0,Found,1996
11654,11654,11654,Hammadah al Hamra 171,1195.0,Found,1996
11655,11655,11655,Hammadah al Hamra 172,843.0,Found,1996
11656,11656,11656,Hammadah al Hamra 173,45000.0,Found,1996
11657,11657,11657,Hammadah al Hamra 174,113.0,Found,1996
11658,11658,11658,Hammadah al Hamra 175,1582.0,Found,1996
11659,11659,11659,Hammadah al Hamra 176,1147.0,Found,1996
11660,11660,11660,Hammadah al Hamra 177,265.0,Found,1996
11661,11661,11661,Hammadah al Hamra 178,378.0,Found,1996
11662,11662,11662,Hammadah al Hamra 179,367.0,Found,1996
11663,11663,11663,Hammadah al Hamra 180,936.0,Found,1996
11664,11664,11664,Hammadah al Hamra 181,1133.0,Found,1996
11665,11665,11665,Hammadah al Hamra 182,106.0,Found,1996
11666,11666,11666,Hammadah al Hamra 183,5000.0,Found,1996
11667,11667,11667,Hammadah al Hamra 184,2010.0,Found,1996
11668,11668,11668,Hammadah al Hamra 185,1645.0,Found,1996
11669,11669,11669,Hammadah al Hamra 186,1280.0,Found,1996
11670,11670,11670,Hammadah al Hamra 187,188.0,Found,1996
11671,11671,11671,Hammadah al Hamra 188,493.0,Found,1996
11672,11672,11672,Hammadah al Hamra 189,57.0,Found,1996
11673,11673,11673,Hammadah al Hamra 190,387.0,Found,1996
11674,11674,11674,Hammadah al Hamra 191,95.0,Found,1996
11675,11675,11675,Hammadah al Hamra 192,43.0,Found,1996
11676,11676,11676,Hammadah al Hamra 193,259.0,Found,1996
11677,11677,11677,Hammadah al Hamra 194,1255.0,Found,1996
11678,11678,11678,Hammadah al Hamra 195,85.0,Found,1996
11679,11679,11679,Hammadah al Hamra 196,147.0,Found,1996
11680,11680,11680,Hammadah al Hamra 197,93.0,Found,1996
11681,11681,11681,Hammadah al Hamra 198,190.0,Found,1997
11682,11682,11682,Hammadah al Hamra 199,140.0,Found,1997
11683,11683,11683,Hammadah al Hamra 200,280.0,Found,1997
11684,11684,11684,Hammadah al Hamra 201,127.0,Found,1997
11685,11685,11685,Hammadah al Hamra 202,386.0,Found,1997
11686,11686,11686,Hammadah al Hamra 203,740.0,Found,1997
11687,11687,11687,Hammadah al Hamra 204,184.0,Found,1997
11688,11688,11688,Hammadah al Hamra 205,1880.0,Found,1997
11689,11689,11689,Hammadah al Hamra 206,1100.0,Found,1997
11690,11690,11690,Hammadah al Hamra 207,333.0,Found,1997
11691,11691,11691,Hammadah al Hamra 208,188.0,Found,1997
11692,11692,11692,Hammadah al Hamra 209,440.0,Found,1997
11693,11693,11693,Hammadah al Hamra 210,403.0,Found,1997
11694,11694,11694,Hammadah al Hamra 211,63.0,Found,1997
11695,11695,11695,Hammadah al Hamra 212,565.0,Found,1997
11696,11696,11696,Hammadah al Hamra 213,1209.0,Found,1997
11697,11697,11697,Hammadah al Hamra 214,1637.0,Found,1997
11698,11698,11698,Hammadah al Hamra 215,88.0,Found,1997
11699,11699,11699,Hammadah al Hamra 216,333.0,Found,1997
11700,11700,11700,Hammadah al Hamra 217,1267.0,Found,1997
11701,11701,11701,Hammadah al Hamra 218,2540.0,Found,1997
11702,11702,11702,Hammadah al Hamra 219,609.0,Found,1997
11703,11703,11703,Hammadah al Hamra 220,4153.0,Found,1997
11704,11704,11704,Hammadah al Hamra 221,1227.0,Found,1997
11705,11705,11705,Hammadah al Hamra 222,3393.0,Found,1997
11706,11706,11706,Hammadah al Hamra 223,2833.0,Found,1997
11707,11707,11707,Hammadah al Hamra 224,820.0,Found,1997
11708,11708,11708,Hammadah al Hamra 225,2469.0,Found,1997
11709,11709,11709,Hammadah al Hamra 226,476.0,Found,1997
11710,11710,11710,Hammadah al Hamra 227,1920.0,Found,1997
11711,11711,11711,Hammadah al Hamra 228,404.0,Found,1997
11712,11712,11712,Hammadah al Hamra 229,666.0,Found,1997
11713,11713,11713,Hammadah al Hamra 230,809.0,Found,1997
11714,11714,11714,Hammadah al Hamra 231,209.0,Found,1997
11715,11715,11715,Hammadah al Hamra 232,572.0,Found,1997
11716,11716,11716,Hammadah al Hamra 233,123.0,Found,1997
11717,11717,11717,Hammadah al Hamra 234,133.0,Found,1997
11718,11718,11718,Hammadah al Hamra 235,537.0,Found,1997
11719,11719,11719,Hammadah al Hamra 236,8261.0,Found,1997
11720,11720,11720,Hammadah al Hamra 237,3173.0,Found,1997
11721,11721,11721,Hammadah al Hamra 238,266.0,Found,1997
11722,11722,11722,Hammadah al Hamra 239,393.0,Found,1997
11723,11723,11723,Hammadah al Hamra 240,1624.0,Found,1997
11724,11724,11724,Hammadah al Hamra 241,1579.0,Found,1997
11725,11725,11725,Hammadah al Hamra 242,1440.0,Found,1997
11726,11726,11726,Hammadah al Hamra 243,268.08,Found,1997
11727,11727,11727,Hammadah al Hamra 244,636.69,Found,1997
11728,11728,11728,Hammadah al Hamra 245,435.8,Found,1997
11729,11729,11729,Hammadah al Hamra 246,796.69,Found,1997
11730,11730,11730,Hammadah al Hamra 247,288.46,Found,1997
11731,11731,11731,Hammadah al Hamra 248,2345.0,Found,1997
11732,11732,11732,Hammadah al Hamra 249,218.43,Found,1997
11733,11733,11733,Hammadah al Hamra 250,2650.0,Found,1997
11734,11734,11734,Hammadah al Hamra 251,870.0,Found,1997
11735,11735,11735,Hammadah al Hamra 252,195.56,Found,1997
11736,11736,11736,Hammadah al Hamra 253,66.6,Found,1997
11737,11737,11737,Hammadah al Hamra 254,649.6,Found,1997
11738,11738,11738,Hammadah al Hamra 255,194.5,Found,1998
11739,11739,11739,Hammadah al Hamra 256,264.8,Found,1998
11740,11740,11740,Hammadah al Hamra 257,45.8,Found,1998
11741,11741,11741,Hammadah al Hamra 258,1210.0,Found,1998
11742,11742,11742,Hammadah al Hamra 259,5055.0,Found,1998
11744,11744,11744,Hammadah al Hamra 261,1078.0,Found,2000
11745,11745,11745,Hammadah al Hamra 262,377.0,Found,2000
11746,11746,11746,Hammadah al Hamra 263,233.0,Found,2000
11747,11747,11747,Hammadah al Hamra 264,182.0,Found,2000
11748,11748,11748,Hammadah al Hamra 265,203.0,Found,2000
11749,11749,11749,Hammadah al Hamra 266,3263.0,Found,2000
11750,11750,11750,Hammadah al Hamra 267,983.0,Found,2000
11751,11751,11751,Hammadah al Hamra 268,174.0,Found,2000
11752,11752,11752,Hammadah al Hamra 269,162.0,Found,2000
11753,11753,11753,Hammadah al Hamra 270,100.0,Found,2000
11754,11754,11754,Hammadah al Hamra 271,277.0,Found,2000
11755,11755,11755,Hammadah al Hamra 272,268.0,Found,2000
11756,11756,11756,Hammadah al Hamra 273,133.0,Found,2000
11757,11757,11757,Hammadah al Hamra 274,69.8,Found,2000
11758,11758,11758,Hammadah al Hamra 275,342.0,Found,2000
11759,11759,11759,Hammadah al Hamra 276,246.0,Found,2000
11760,11760,11760,Hammadah al Hamra 277,436.0,Found,2000
11761,11761,11761,Hammadah al Hamra 278,191.0,Found,2000
11762,11762,11762,Hammadah al Hamra 279,129.0,Found,2000
11763,11763,11763,Hammadah al Hamra 280,26500.0,Found,2000
11764,11764,11764,Hammadah al Hamra 281,3598.0,Found,2000
11765,11765,11765,Hammadah al Hamra 282,424.0,Found,2000
11766,11766,11766,Hammadah al Hamra 283,121.0,Found,2000
11767,11767,11767,Hammadah al Hamra 284,140.0,Found,2000
11768,11768,11768,Hammadah al Hamra 285,1236.0,Found,2000
11769,11769,11769,Hammadah al Hamra 286,612.0,Found,2000
11770,11770,11770,Hammadah al Hamra 287,620.0,Found,2000
11771,11771,11771,Hammadah al Hamra 288,2625.0,Found,1999
11772,11772,11772,Hammadah al Hamra 289,3030.0,Found,1999
11773,11773,11773,Hammadah al Hamra 290,5205.0,Found,1999
11774,11774,11774,Hammadah al Hamra 291,130.0,Found,2000
11775,11775,11775,Hammadah al Hamra 292,3570.0,Found,2000
11776,11776,11776,Hammadah al Hamra 293,382.0,Found,2000
11777,11777,11777,Hammadah al Hamra 294,3710.0,Found,2000
11778,11778,11778,Hammadah al Hamra 295,466.0,Found,2000
11779,11779,11779,Hammadah al Hamra 296,27064.0,Found,2000
11780,11780,11780,Hammadah al Hamra 297,786.0,Found,2000
11781,11781,11781,Hammadah al Hamra 298,100.0,Found,2000
11782,11782,11782,Hammadah al Hamra 299,656.0,Found,2000
11783,11783,11783,Hammadah al Hamra 300,893.0,Found,2000
11784,11784,11784,Hammadah al Hamra 301,972.0,Found,2000
11785,11785,11785,Hammadah al Hamra 302,1514.0,Found,2000
11786,11786,11786,Hammadah al Hamra 303,1016.0,Found,2000
11787,11787,11787,Hammadah al Hamra 304,615.0,Found,2000
11788,11788,11788,Hammadah al Hamra 305,45.0,Found,2000
11789,11789,11789,Hammadah al Hamra 306,378.0,Found,2000
11790,11790,11790,Hammadah al Hamra 307,533.0,Found,2000
11791,11791,11791,Hammadah al Hamra 308,73.0,Found,2000
11792,11792,11792,Hammadah al Hamra 309,716.0,Found,2000
11793,11793,11793,Hammadah al Hamra 310,1265.0,Found,2000
11794,11794,11794,Hammadah al Hamra 311,168.0,Found,2000
11795,11795,11795,Hammadah al Hamra 312,882.0,Found,2000
11796,11796,11796,Hammadah al Hamra 313,64.0,Found,2000
11797,11797,11797,Hammadah al Hamra 314,1470.0,Found,2001
11798,11798,11798,Hammadah al Hamra 315,609.0,Found,2001
11799,11799,11799,Hammadah al Hamra 316,176.0,Found,2001
11800,11800,11800,Hammadah al Hamra 317,105.0,Found,2001
11801,11801,11801,Hammadah al Hamra 318,14.0,Found,2001
11802,11802,11802,Hammadah al Hamra 319,303.0,Found,2001
11803,11803,11803,Hammadah al Hamra 320,7823.0,Found,2001
11804,11804,11804,Hammadah al Hamra 321,100.0,Found,2001
11805,11805,11805,Hammadah al Hamra 322,152.0,Found,2001
11806,11806,11806,Hammadah al Hamra 323,358.0,Found,2001
11807,11807,11807,Hammadah al Hamra 324,307.0,Found,1999
11808,11808,11808,Hammadah al Hamra 325,129.0,Found,1999
11809,11809,11809,Hammadah al Hamra 326,97.0,Found,1999
11811,11811,11811,Hammadah al Hamra 328,30440.0,Found,1999
11812,11812,11812,Hammadah al Hamra 329,121.0,Found,1999
11813,11813,11813,Hammond,24000.0,Found,1884
11814,11814,11814,Hammond Downs,27000.0,Found,1950
11816,11816,11816,Hangman Crossing,1300.0,Found,1976
11817,11817,11817,Haniet-el-Beguel,2000.0,Found,1888
11818,11818,11818,Happy (a),2860.0,Found,1971
11819,11819,11819,Happy (b),2505.0,Found,1972
11820,11820,11820,Happy (c),884.3,Found,1971
11821,11821,11821,Happy Canyon,16300.0,Found,1971
11824,11824,11824,Haraiya,1000.0,Fell,1878
11825,11825,11825,Hardesty,8580.0,Found,1986
11826,11826,11826,Harding County,3075.0,Found,1941
11827,11827,11827,Hardtner,13000.0,Found,1972
11828,11828,11828,Hardwick,7800.0,Found,1937
11829,11829,11829,Haripura,315.0,Fell,1921
11830,11830,11830,Harleton,8360.0,Fell,1961
11831,11831,11831,Harlowton,4000.0,Found,1975
11832,11832,11832,Harper Dry Lake 001,13.0,Found,1999
11833,11833,11833,Harper Dry Lake 002,12.0,Found,1999
11834,11834,11834,Harper Dry Lake 003,95.0,Found,1999
11835,11835,11835,Harper Dry Lake 004,37.0,Found,1999
11836,11836,11836,Harper Dry Lake 005,24.0,Found,1999
11837,11837,11837,Harper Dry Lake 006,26.0,Found,1999
11838,11838,11838,Harper Dry Lake 007,166.7,Found,2000
11839,11839,11839,Harper Dry Lake 008,12.5,Found,2000
11840,11840,11840,Harriman (Of),30000.0,Found,1947
11841,11841,11841,Harriman (Om),13000.0,Found,1938
11842,11842,11842,Harrison County,680.0,Fell,1859
11843,11843,11843,Harrison Township,3263.0,Found,1945
11844,11844,11844,Harrisonville,46500.0,Found,1933
11846,11846,11846,Hart Camp,1200.0,Found,1970
11847,11847,11847,Hartley,2100.0,Found,1967
11848,11848,11848,Hashima,1110.6,Fell,1910
11849,11849,11849,Haskell,36000.0,Found,1909
11850,11850,11850,Hasparos,12880.0,Found,1935
11851,11851,11851,Hassayampa,16000.0,Found,1963
11852,11852,11852,Hassi-Jekna,1250.0,Fell,1890
11853,11853,11853,Hat Creek,8900.0,Found,1939
11854,11854,11854,Hatfield,21.0,Found,1941
11855,11855,11855,Hatford,29000.0,Fell,1628
11858,11858,11858,Haven,6100.0,Found,1950
11859,11859,11859,Haverö,1544.0,Fell,1971
11860,11860,11860,Haviland (a),1035.0,Found,1937
11861,11861,11861,Haviland (b),2092.0,Found,1976
11862,11862,11862,Hawk Springs,367.0,Found,1935
11863,11863,11863,Haxtun,15500.0,Found,1975
11864,11864,11864,Hayden Creek,270.0,Found,1895
11865,11865,11865,Hayes Center,4500.0,Found,1941
11867,11867,11867,Hebron,21820.0,Found,1965
11869,11869,11869,Hedeskoga,3500.0,Fell,1922
11870,11870,11870,Hedjaz,6100.0,Fell,1910
11872,11872,11872,Henbury,2000000.0,Found,1931
11873,11873,11873,Hendersonville,6000.0,Found,1901
11874,11874,11874,Henvic,19.0,Found,1991
11875,11875,11875,Heredia,1000.0,Fell,1857
11876,11876,11876,Hereford,2276.0,Found,1970
11877,11877,11877,Hermitage Plains,32000.0,Found,1909
11878,11878,11878,Hessle,20000.0,Fell,1869
11879,11879,11879,Hesston,12900.0,Found,1951
11880,11880,11880,Hex River Mountains,60000.0,Found,1882
11881,11881,11881,Hickiwan,1928.0,Found,1974
11882,11882,11882,Hidden Valley,7000.0,Found,1991
11883,11883,11883,Higashi-koen,750.0,Fell,1897
11884,11884,11884,High Possil,4500.0,Fell,1804
11885,11885,11885,Hildreth,3060.0,Found,1894
11886,11886,11886,Hill City,11700.0,Found,1947
11887,11887,11887,Hinojal,50000.0,Found,1927
11888,11888,11888,Hinojo,1155.0,Found,1928
11889,11889,11889,Hiroshima,414.0,Fell,2003
11890,11890,11890,Hoba,60000000.0,Found,1920
11891,11891,11891,Hobbs,2300.0,Found,1933
11892,11892,11892,Hobbs (b),1600.0,Found,1933
11893,11893,11893,Hökmark,305.5,Fell,1954
11894,11894,11894,Holbrook,220000.0,Fell,1912
11895,11895,11895,Holetta,1415.0,Fell,1923
11896,11896,11896,Holland's Store,12200.0,Found,1887
11897,11897,11897,Holliday,12.0,Found,1950
11898,11898,11898,Holly,299.0,Found,1937
11899,11899,11899,Holman Island,552.0,Found,1951
11900,11900,11900,Holyoke,11200.0,Found,1933
11901,11901,11901,Homestead,230000.0,Fell,1875
11902,11902,11902,Homewood,325.0,Found,1970
11904,11904,11904,Honolulu,2420.0,Fell,1825
11905,11905,11905,Hope,6800.0,Found,1955
11906,11906,11906,Hope Creek,9830.0,Found,1998
11907,11907,11907,Hopper,1800.0,Found,1889
11908,11908,11908,Horace,19700.0,Found,1940
11909,11909,11909,Horh Uul,44000.0,Found,2001
11910,11910,11910,Horse Creek,570.0,Found,1937
11912,11912,11912,Hot Springs,4700.0,Found,1995
11913,11913,11913,Hotse,180.0,Fell,1956
11914,11914,11914,Howe,8630.0,Found,1938
11915,11915,11915,Hoxie,266.1,Fell,1963
11916,11916,11916,Hraschina,49000.0,Fell,1751
11917,11917,11917,Hualapai Wash,240.0,Found,2000
11918,11918,11918,Hualapai Wash 020,60.9,Found,2003
11919,11919,11919,Hualapai Wash 021,20.5,Found,1997
11921,11921,11921,Hub,6452.0,Found,1991
11922,11922,11922,Huckitta,2300000.0,Found,1924
11923,11923,11923,Hueco Tanks,314.0,Found,1985
11924,11924,11924,Hueco Tanks (b),150.0,Found,1985
11925,11925,11925,Hughes 001,379.0,Found,1990
11928,11928,11928,Hughes 004,304.0,Found,1991
11929,11929,11929,Hughes 005,284.0,Found,1991
11930,11930,11930,Hughes 006,367.0,Found,1991
11931,11931,11931,Hughes 007,58.0,Found,1991
11932,11932,11932,Hughes 008,44.0,Found,1989
11933,11933,11933,Hughes 009,108.0,Found,1991
11934,11934,11934,Hughes 010,71.0,Found,1991
11935,11935,11935,Hughes 011,263.0,Found,1991
11936,11936,11936,Hughes 012,25.0,Found,1991
11937,11937,11937,Hughes 013,4000.0,Found,1991
11938,11938,11938,Hughes 014,57.5,Found,1991
11939,11939,11939,Hughes 015,31.2,Found,1991
11940,11940,11940,Hughes 016,58.0,Found,1991
11941,11941,11941,Hughes 017,138.0,Found,1991
11942,11942,11942,Hughes 018,53.5,Found,1991
11943,11943,11943,Hughes 019,90.5,Found,1991
11944,11944,11944,Hughes 020,23.6,Found,1991
11945,11945,11945,Hughes 021,159.9,Found,1991
11946,11946,11946,Hughes 022,104.0,Found,1991
11947,11947,11947,Hughes 023,111.0,Found,1991
11948,11948,11948,Hughes 024,333.0,Found,1991
11949,11949,11949,Hughes 025,172.0,Found,1991
11950,11950,11950,Hughes 026,360.0,Found,1995
11951,11951,11951,Hughes 027,68.0,Found,1993
11952,11952,11952,Hughes 028,62.0,Found,1993
11953,11953,11953,Hughes 029,74.0,Found,1993
11954,11954,11954,Hughes 030,100.0,Found,1991
11955,11955,11955,Hughes 031,120.0,Found,1991
11956,11956,11956,Hughes 032,42.7,Found,1991
11957,11957,11957,Hughes 033,20.0,Found,1991
11958,11958,11958,Hughes 034,150.6,Found,1993
11959,11959,11959,Hughes 035,23.0,Found,1993
11960,11960,11960,Hughes 036,35.9,Found,1993
11961,11961,11961,Hughes 037,28.5,Found,1994
11962,11962,11962,Hughes 038,10.0,Found,1993
11963,11963,11963,Hughes 039,8.5,Found,1993
11964,11964,11964,Hughes 040,159.1,Found,1993
11965,11965,11965,Hughes 041,14.0,Found,1993
11966,11966,11966,Hughes 042,39.0,Found,1993
11967,11967,11967,Hughes 043,47.4,Found,1993
11968,11968,11968,Hughes 044,98.5,Found,1993
11969,11969,11969,Hughes 045,25.6,Found,1993
11970,11970,11970,Hughes 046,96.9,Found,1993
11971,11971,11971,Hughes 047,1100.0,Found,1993
11972,11972,11972,Hughes 048,46.0,Found,1993
11973,11973,11973,Hughes 049,33.6,Found,1993
11974,11974,11974,Hughes 050,47.4,Found,1993
11975,11975,11975,Hughes 051,12.8,Found,1993
11976,11976,11976,Hughes 052,458.3,Found,1993
11977,11977,11977,Hughes 053,68.9,Found,1993
11978,11978,11978,Hughes 054,311.2,Found,1993
11979,11979,11979,Hughes 055,664.4,Found,1993
11980,11980,11980,Hughes 056,186.8,Found,1993
11981,11981,11981,Hughes 057,74.3,Found,1993
11982,11982,11982,Hughes 058,37.2,Found,1993
11983,11983,11983,Hugo (stone),80.0,Found,1936
11984,11984,11984,Hugoton,350000.0,Found,1927
11985,11985,11985,Huizopa,140000.0,Found,1907
11986,11986,11986,Hungen,112.0,Fell,1877
11987,11987,11987,Hunter,74600.0,Found,1962
11988,11988,11988,Huntsman,14500.0,Found,1910
11989,11989,11989,Hvittis,14000.0,Fell,1901
11992,11992,11992,Ibbenbüren,2000.0,Fell,1870
11993,11993,11993,Ibitira,2500.0,Fell,1957
11995,11995,11995,Ichkala,3973.0,Fell,1936
11998,11998,11998,Idalia,7400.0,Found,1968
11999,11999,11999,Ider,140000.0,Found,1957
12000,12000,12000,Idutywa,3457.0,Fell,1956
12002,12002,12002,Igdi,1470.0,Found,2000
12003,12003,12003,Iguaracu,1200.0,Fell,1977
12004,12004,12004,Ijopega,7330.0,Fell,1975
12005,12005,12005,Ikhrarene,5465.0,Found,1969
12006,12006,12006,Ilafegh 001,713.0,Found,1989
12007,12007,12007,Ilafegh 002,4121.0,Found,1989
12008,12008,12008,Ilafegh 003,66.0,Found,1989
12009,12009,12009,Ilafegh 004,450.0,Found,1989
12010,12010,12010,Ilafegh 005,474.0,Found,1989
12011,12011,12011,Ilafegh 006,179.0,Found,1989
12012,12012,12012,Ilafegh 007,615.0,Found,1989
12013,12013,12013,Ilafegh 008,26100.0,Found,1989
12014,12014,12014,Ilafegh 009,421.0,Found,1989
12015,12015,12015,Ilafegh 010,621.0,Found,1989
12016,12016,12016,Ilafegh 011,2047.0,Found,1989
12017,12017,12017,Ilafegh 012,295.0,Found,1989
12018,12018,12018,Ilafegh 013,745.0,Found,1989
12019,12019,12019,Ilafegh 014,3150.0,Found,1989
12020,12020,12020,Ilafegh 015,72.0,Found,1989
12021,12021,12021,Ilafegh 016,96.0,Found,1989
12022,12022,12022,Ilimaes (iron),51700.0,Found,1870
12023,12023,12023,Ilinskaya Stanitza,5621.0,Found,1915
12024,12024,12024,Illinois Gulch,2500.0,Found,1899
12025,12025,12025,Imilac,920000.0,Found,1822
12026,12026,12026,Imperial,4.0,Found,1908
12027,12027,12027,Indarch,27000.0,Fell,1891
12028,12028,12028,Independence,880.0,Fell,1917
12029,12029,12029,Indian Valley,14100.0,Found,1887
12030,12030,12030,Indianola,4000.0,Found,1939
12031,12031,12031,Indianópolis,14850.0,Found,1989
12032,12032,12032,Indio Rico,15000.0,Found,1887
12033,12033,12033,Ingalls,226.0,Found,1937
12034,12034,12034,Ingella Station,50000.0,Found,1987
12035,12035,12035,Inland Forts 83500,2523.0,Found,1983
12036,12036,12036,Inman,7250.0,Found,1966
12037,12037,12037,Inner Mongolia,3000.0,Fell,1963
12039,12039,12039,Innisfree,4576.0,Fell,1977
12040,12040,12040,Ioka,31500.0,Found,1931
12043,12043,12043,Ipiranga,7000.0,Fell,1972
12044,12044,12044,Ipitinga,7000.0,Found,1989
12045,12045,12045,Iquique,12500.0,Found,1871
12046,12046,12046,Iredell,1500.0,Found,1898
12047,12047,12047,Iron Creek,175000.0,Found,1869
12048,12048,12048,Iron River,1420.0,Found,1889
12049,12049,12049,Ishinga,1300.0,Fell,1954
12050,12050,12050,Isla del Espíritu Santo,869.0,Found,1999
12051,12051,12051,Isna,23000.0,Found,1970
12052,12052,12052,Isoulane-n-Amahar,72000.0,Found,1945
12053,12053,12053,Isthilart,3050.0,Fell,1928
12056,12056,12056,Itapicuru-Mirim,2024.0,Fell,1879
12058,12058,12058,Itqiy,4720.0,Fell,1990
12059,12059,12059,Itutinga,3200.0,Found,1960
12060,12060,12060,Itzawisis,350.0,Found,1946
12061,12061,12061,Ivanovka,8870.0,Found,1983
12062,12062,12062,Ivanpah,58000.0,Found,1880
12063,12063,12063,Ivuna,704.5,Fell,1938
12064,12064,12064,Jabal Akakus,215.0,Found,1997
12065,12065,12065,Jackalsfontein,48000.0,Fell,1903
12066,12066,12066,Jackson County,450.0,Found,1846
12067,12067,12067,Jajh deh Kot Lalu,973.0,Fell,1926
12069,12069,12069,Jalandhar,1967.0,Fell,1621
12070,12070,12070,Jalu,150000.0,Found,2000
12071,12071,12071,Jamestown,4000.0,Found,1885
12072,12072,12072,Jamkheir,22.0,Fell,1866
12073,12073,12073,Jaralito,11138.0,Found,1977
12074,12074,12074,Jartai,20500.0,Fell,1979
12076,12076,12076,Jdiriya,343.0,Found,1999
12077,12077,12077,Jeedamya,914.0,Found,1971
12078,12078,12078,Jelica,34000.0,Fell,1889
12080,12080,12080,Jenkins,55400.0,Found,1946
12081,12081,12081,Jenny's Creek,12000.0,Found,1883
12082,12082,12082,Jerome (Idaho),6800.0,Found,1954
12083,12083,12083,Jerome (Kansas),29600.0,Found,1894
12084,12084,12084,Jerslev,40000.0,Found,1976
12085,12085,12085,Jhung,5900.0,Fell,1873
12086,12086,12086,Jiange,222.0,Fell,1964
12087,12087,12087,Jianshi,600000.0,Fell,1890
12089,12089,12089,Jiddat al Harasis,1400.0,Found,1957
12090,12090,12090,Jiddat al Harasis 002,265.0,Found,1999
12091,12091,12091,Jiddat al Harasis 003,10830.0,Found,1999
12092,12092,12092,Jiddat al Harasis 004,40.0,Found,1999
12093,12093,12093,Jiddat al Harasis 005,216.5,Found,1999
12094,12094,12094,Jiddat al Harasis 006,1318.0,Found,1999
12095,12095,12095,Jiddat al Harasis 007,815.0,Found,1999
12096,12096,12096,Jiddat al Harasis 008,851.0,Found,1999
12097,12097,12097,Jiddat al Harasis 009,162.0,Found,1999
12098,12098,12098,Jiddat al Harasis 010,80.0,Found,1999
12099,12099,12099,Jiddat al Harasis 011,719.0,Found,1999
12100,12100,12100,Jiddat al Harasis 012,2178.0,Found,1999
12101,12101,12101,Jiddat al Harasis 013,1001.0,Found,1999
12102,12102,12102,Jiddat al Harasis 014,413.0,Found,1999
12103,12103,12103,Jiddat al Harasis 015,85.0,Found,1999
12104,12104,12104,Jiddat al Harasis 016,117.0,Found,1999
12105,12105,12105,Jiddat al Harasis 017,2608.0,Found,1999
12106,12106,12106,Jiddat al Harasis 018,202.0,Found,2000
12107,12107,12107,Jiddat al Harasis 019,150.0,Found,2000
12108,12108,12108,Jiddat al Harasis 020,1961.0,Found,2000
12109,12109,12109,Jiddat al Harasis 021,1400.0,Found,2000
12110,12110,12110,Jiddat al Harasis 022,654.0,Found,2000
12111,12111,12111,Jiddat al Harasis 023,73.7,Found,2000
12112,12112,12112,Jiddat al Harasis 024,832.0,Found,2000
