paper_id,scientist_id,title,journal_name,publication_date
8875,13954,New Insights into Meteorite #46216,Stellar Astronomy Journal,2021-04-19
8876,17238,New Insights into Meteorite #43691,Journal of Celestial Research,2003-10-15
8877,5144,New Insights into Meteorite #11803,Cosmic Horizons Review,2017-11-12
8878,22438,New Insights into Meteorite #15517,Journal of Stellar Dynamics,2010-08-22
8879,25872,New Insights into Meteorite #42316,Astronomy Research Journal,2019-10-15
8880,17096,New Insights into Meteorite #13339,Journal of Celestial Mechanics,2025-05-17
8881,32575,New Insights into Meteorite #28437,Space Science Reviews,2018-10-31
8882,26843,New Insights into Meteorite #13353,Journal of Cosmic Investigations,2009-01-09
8883,20049,New Insights into Meteorite #910,Cosmochemistry and Planetary Materials,2010-08-07
8884,25227,New Insights into Meteorite #44683,Journal of Interstellar Studies,2008-12-28
8885,7667,New Insights into Meteorite #28754,Space and Beyond Journal,2010-07-07
8886,8479,New Insights into Meteorite #2734,Galactic Science Journal,2000-04-25
8887,32294,New Insights into Meteorite #6133,Journal of Interstellar Studies,2020-08-25
8888,34219,New Insights into Meteorite #1883,Galactic Science Journal,2022-12-25
8889,15448,New Insights into Meteorite #15786,International Journal of Astronomy,2011-10-25
8890,14105,New Insights into Meteorite #8636,Journal of Stellar Dynamics,2004-02-06
8891,20450,New Insights into Meteorite #29550,Journal of Celestial Observations,2012-09-25
8892,30569,New Insights into Meteorite #49851,International Journal of Space Exploration,2010-07-02
8893,2133,New Insights into Meteorite #32374,Journal of Meteorites,2002-03-29
8894,14489,New Insights into Meteorite #17782,Space and Time Journal,2000-08-12
8895,28204,New Insights into Meteorite #46279,Journal of Cosmic Evolution,2010-02-02
8896,33723,New Insights into Meteorite #47949,Planetary and Space Science,2001-04-16
8897,22564,New Insights into Meteorite #3221,Journal of Celestial Mechanics,2006-11-24
8898,32304,New Insights into Meteorite #30044,Interstellar Research Letters,2002-06-02
8899,4562,New Insights into Meteorite #39069,Exoplanet Research Journal,2013-12-02
8900,314,New Insights into Meteorite #34536,Cosmochemistry and Planetary Materials,2017-01-07
8901,32593,New Insights into Meteorite #2872,Cosmology Today,2022-10-12
8902,33333,New Insights into Meteorite #45701,Astrophysical Methods,2021-02-15
8903,25988,New Insights into Meteorite #44865,Cosmology and Space Science,2024-03-03
8904,32241,New Insights into Meteorite #34200,Solar Physics Journal,2001-01-04
8905,32135,New Insights into Meteorite #42584,Cosmic Horizons Review,2020-01-16
8906,37489,New Insights into Meteorite #43093,Advances in Astronomy,2007-10-17
8907,9322,New Insights into Meteorite #27281,Journal of Extragalactic Research,2019-10-28
8908,10431,New Insights into Meteorite #20371,Journal of Stellar Evolution,2001-08-21
8909,7286,New Insights into Meteorite #11852,Cosmic Horizons Review,2022-09-07
8910,7231,New Insights into Meteorite #6340,Journal of Astrophysics,2003-12-27
8911,12731,New Insights into Meteorite #31923,Planetary and Space Science,2005-04-14
8912,28300,New Insights into Meteorite #458,Interstellar Astronomy,2025-01-26
8913,8980,New Insights into Meteorite #10583,Journal of Modern Astronomy,2019-09-09
8914,5524,New Insights into Meteorite #34120,Journal of Planetary Research,2014-10-26
8915,8270,New Insights into Meteorite #27521,Astronomy and Astrophysics,2018-02-06
8916,37568,New Insights into Meteorite #20696,Journal of Cosmology,2004-02-21
8917,32398,New Insights into Meteorite #9476,Astroinformatics Journal,2018-09-19
8918,9413,New Insights into Meteorite #31639,Journal of Deep Space Research,2021-05-20
8919,21551,New Insights into Meteorite #24204,Journal of Stellar Evolution,2021-08-07
8920,30377,New Insights into Meteorite #5345,Journal of Cosmic Chemistry,2013-02-24
8921,7454,New Insights into Meteorite #39806,Astrophysics Reports,2007-12-02
8922,3921,New Insights into Meteorite #19848,Astronomy Research Journal,2014-06-12
8923,36758,New Insights into Meteorite #47849,Astronomy and Astrophysics,2001-07-30
8924,37544,New Insights into Meteorite #13137,Journal of Space Exploration and Research,2015-11-24
8925,1338,New Insights into Meteorite #42065,Astrophysical Journal,2020-03-02
8926,35607,New Insights into Meteorite #40934,Journal of Cosmic Rays,2005-02-22
8927,33675,New Insights into Meteorite #34047,Astronomy Research Journal,2018-07-18
8928,16341,New Insights into Meteorite #27021,Stellar Astronomy Journal,2006-09-01
8929,4861,New Insights into Meteorite #30683,Interplanetary Science,2015-01-09
8930,26442,New Insights into Meteorite #45043,Journal of Stellar Evolution,2010-07-23
8931,5120,New Insights into Meteorite #4784,Journal of Interplanetary Research,2010-09-07
8932,31358,New Insights into Meteorite #39955,Space and Time Journal,2006-06-23
8933,27949,New Insights into Meteorite #15950,Journal of Planetary Research,2002-08-15
8934,7322,New Insights into Meteorite #2195,Space and Beyond Journal,2024-09-17
8935,32990,New Insights into Meteorite #27098,Galactic Astronomy,2018-09-08
8936,20053,New Insights into Meteorite #24862,Stellar Astronomy Journal,2010-07-31
8937,33891,New Insights into Meteorite #27760,Astrophysics and Space Science,2023-10-14
8938,1605,New Insights into Meteorite #7486,Galactic Astronomy,2016-11-22
8939,22328,New Insights into Meteorite #39540,Intergalactic Studies,2024-06-25
8940,32789,New Insights into Meteorite #11406,Journal of Space and Astronomy,2001-06-26
8941,37793,New Insights into Meteorite #24665,Journal of Advanced Astronomy,2018-08-26
8942,16744,New Insights into Meteorite #27212,Journal of Solar Research,2007-07-12
8943,17268,New Insights into Meteorite #7190,Advances in Cosmic Studies,2005-02-19
8944,23554,New Insights into Meteorite #842,Astrophysical Journal,2019-07-02
8945,6339,New Insights into Meteorite #34015,Journal of Interplanetary Research,2022-08-27
8946,33222,New Insights into Meteorite #5231,Journal of Celestial Research,2018-01-14
8947,26236,New Insights into Meteorite #4422,International Journal of Astrophysics,2003-05-09
8948,23397,New Insights into Meteorite #27453,Journal of Astrostatistics,2021-08-13
8949,11817,New Insights into Meteorite #22537,Journal of Celestial Mechanics,2000-09-14
8950,31600,New Insights into Meteorite #34709,"Space, Stars, and Galaxies",2007-04-21
8951,22309,New Insights into Meteorite #21450,Solar Physics Journal,2013-09-24
8952,14355,New Insights into Meteorite #28905,Journal of Space Engineering,2001-05-25
8953,10366,New Insights into Meteorite #10811,Deep Space Journal,2009-09-13
8954,28596,New Insights into Meteorite #5385,Astrophysical Methods,2011-12-20
8955,34824,New Insights into Meteorite #17055,Journal of Celestial Mechanics,2000-09-29
8956,22977,New Insights into Meteorite #49943,Space Science Insights,2023-02-23
8957,26976,New Insights into Meteorite #1487,Journal of Extragalactic Research,2012-01-13
8958,29409,New Insights into Meteorite #17950,Astrochemistry Journal,2017-05-04
8959,17558,New Insights into Meteorite #13659,Space Science Insights,2015-09-03
8960,29590,New Insights into Meteorite #45440,Planetary and Space Science,2008-01-03
8961,2172,New Insights into Meteorite #44069,Journal of Astronomical Observations,2014-12-29
8962,30930,New Insights into Meteorite #20692,Journal of Galactic Research,2011-05-19
8963,13405,New Insights into Meteorite #42433,Astronomy and Astrophysics,2021-06-15
8964,9942,New Insights into Meteorite #6008,Astrophysics Reports,2003-09-25
8965,2242,New Insights into Meteorite #17506,Space Science Insights,2025-10-24
8966,10662,New Insights into Meteorite #25962,Cosmic Evolution Review,2025-10-07
8967,4984,New Insights into Meteorite #28213,Galactic Astronomy,2007-03-06
8968,13746,New Insights into Meteorite #584,Advances in Interstellar Studies,2019-02-05
8969,28109,New Insights into Meteorite #17093,Exoplanet Research Journal,2019-05-16
8970,13383,New Insights into Meteorite #16309,Journal of Observational Astronomy,2017-06-07
8971,28584,New Insights into Meteorite #9756,Journal of Astrophysics,2010-09-16
8972,7501,New Insights into Meteorite #46874,Advances in Planetary Science,2002-02-13
8973,290,New Insights into Meteorite #8417,Journal of Universe Studies,2008-05-20
8974,35421,New Insights into Meteorite #45698,Cosmic Horizons Journal,2015-02-18
8975,1681,New Insights into Meteorite #8442,Journal of Advanced Astronomy,2023-01-01
8976,14326,New Insights into Meteorite #38025,Astrophysics Reports,2004-09-26
8977,21506,New Insights into Meteorite #44650,Journal of Cosmic Evolution,2019-02-14
8978,23735,New Insights into Meteorite #40576,Cosmology and Space Science,2014-08-17
8979,22641,New Insights into Meteorite #4769,Interplanetary Science,2001-02-14
8980,9104,New Insights into Meteorite #11206,Cosmic Exploration Journal,2007-09-09
8981,16322,New Insights into Meteorite #23092,Journal of Planetary Science,2014-10-28
8982,31970,New Insights into Meteorite #31211,Astronomical Research and Reviews,2018-10-09
8983,22105,New Insights into Meteorite #33042,"Space, Stars, and Galaxies",2005-02-10
8984,23807,New Insights into Meteorite #5551,Advances in Planetary Science,2015-10-23
8985,1477,New Insights into Meteorite #17247,Journal of Astronomical Research,2009-10-13
8986,23243,New Insights into Meteorite #43149,Exoplanet Research Journal,2021-02-18
8987,27881,New Insights into Meteorite #6468,Journal of Extragalactic Astronomy,2003-04-15
8988,7002,New Insights into Meteorite #33743,Solar Physics Journal,2003-08-29
8989,21600,New Insights into Meteorite #36674,Space Science and Exploration,2013-12-08
8990,3642,New Insights into Meteorite #11368,Journal of Extragalactic Astronomy,2001-09-28
8991,3763,New Insights into Meteorite #12413,Cosmic Exploration Journal,2001-06-05
8992,37491,New Insights into Meteorite #41979,Journal of Interplanetary Research,2006-05-14
8993,13287,New Insights into Meteorite #43149,Journal of Space Exploration and Research,2001-09-06
8994,22976,New Insights into Meteorite #17291,Journal of Stellar Evolution,2010-10-16
8995,7662,New Insights into Meteorite #16479,Journal of Extragalactic Astronomy,2009-02-09
8996,27480,New Insights into Meteorite #18940,Journal of Planetary Science,2010-06-07
8997,4934,New Insights into Meteorite #13172,Astrophysics Reports,2018-08-03
8998,11891,New Insights into Meteorite #19404,Journal of Galactic Research,2018-12-27
8999,35191,New Insights into Meteorite #21648,Journal of Modern Astronomy,2010-05-07
9000,16055,New Insights into Meteorite #43969,Journal of Celestial Mechanics,2005-12-13
9001,17135,New Insights into Meteorite #43078,Astrophysical Journal,2015-05-17
9002,27434,New Insights into Meteorite #18226,Journal of Space and Astronomy,2017-11-12
9003,37744,New Insights into Meteorite #36036,Journal of Space and Astronomy,2020-07-21
9004,14987,New Insights into Meteorite #19854,Astrobiology Reviews,2020-06-10
9005,3755,New Insights into Meteorite #33609,Deep Space Journal,2009-10-07
9006,5623,New Insights into Meteorite #5391,Space and Universe Journal,2021-12-07
9007,29075,New Insights into Meteorite #39043,Journal of Astrophysical Phenomena,2010-09-16
9008,28817,New Insights into Meteorite #15395,Science,2010-07-23
9009,23247,New Insights into Meteorite #31878,Journal of Celestial Research,2017-02-10
9010,19278,New Insights into Meteorite #27983,Interstellar Astronomy,2005-08-03
9011,12090,New Insights into Meteorite #44785,Astrophysical Journal Letters,2004-06-01
9012,37508,New Insights into Meteorite #18236,Journal of Cosmic Origins,2003-01-11
9013,4487,New Insights into Meteorite #20102,Journal of Celestial Observations,2007-05-09
9014,14425,New Insights into Meteorite #16327,Nature,2011-02-01
9015,19516,New Insights into Meteorite #11179,Intergalactic Studies,2018-02-12
9016,27767,New Insights into Meteorite #21905,Cosmology and Space Science,2018-03-25
9017,10206,New Insights into Meteorite #16827,Space Exploration Today,2009-10-05
9018,23287,New Insights into Meteorite #10483,Journal of Cosmic Investigations,2019-12-20
9019,12983,New Insights into Meteorite #9978,Journal of Astrostatistics,2021-03-07
9020,37308,New Insights into Meteorite #26551,International Journal of Space Science,2020-11-24
9021,9847,New Insights into Meteorite #2362,Journal of Astrophysical Techniques,2025-06-07
9022,33465,New Insights into Meteorite #20221,Journal of Stellar Dynamics,2000-03-19
9023,6130,New Insights into Meteorite #38056,Cosmic Evolution Review,2004-11-20
9024,24161,New Insights into Meteorite #32430,Journal of Exoplanet Studies,2012-03-30
9025,26488,New Insights into Meteorite #42487,Astrophysics and Space Science,2023-09-04
9026,2404,New Insights into Meteorite #46310,Astrochemistry Journal,2013-03-24
9027,37747,New Insights into Meteorite #17837,Journal of Cosmological Studies,2021-02-18
9028,2690,New Insights into Meteorite #23067,Journal of Deep Space Research,2012-01-14
9029,9083,New Insights into Meteorite #5197,Cosmic Exploration Journal,2004-11-14
9030,31956,New Insights into Meteorite #2611,Journal of Advanced Astronomy,2003-06-06
9031,10406,New Insights into Meteorite #22230,Astronomy Research Journal,2005-08-11
9032,34377,New Insights into Meteorite #32492,Nature,2007-05-14
9033,20907,New Insights into Meteorite #48349,Astrophysics Reports,2015-04-13
9034,14995,New Insights into Meteorite #36008,Astrophysical Research Letters,2024-01-15
9035,37797,New Insights into Meteorite #8422,Space Science Insights,2015-09-02
9036,10615,New Insights into Meteorite #7222,Cosmic Evolution Review,2003-10-07
9037,13156,New Insights into Meteorite #10578,Journal of Cosmic Evolution,2012-11-22
9038,3843,New Insights into Meteorite #42672,Cosmology and Gravitation,2005-06-11
9039,13173,New Insights into Meteorite #20237,Astrogeology Journal,2022-11-23
9040,9513,New Insights into Meteorite #3048,Journal of Astronomical Sciences,2019-07-09
9041,30322,New Insights into Meteorite #32714,Astrophysical Journal Letters,2025-03-06
9042,8713,New Insights into Meteorite #220,Journal of Astronomical Sciences,2022-03-03
9043,10685,New Insights into Meteorite #34371,Journal of Astronomical Observations,2020-07-27
9044,21138,New Insights into Meteorite #19199,Journal of Space and Time,2025-04-20
9045,20324,New Insights into Meteorite #25444,Space Science Insights,2000-06-24
9046,22558,New Insights into Meteorite #7773,Cosmology and Space Science,2012-08-21
9047,22213,New Insights into Meteorite #33504,Journal of Stellar Dynamics,2015-05-09
9048,27180,New Insights into Meteorite #37338,Intergalactic Studies,2015-05-12
9049,30790,New Insights into Meteorite #2741,Journal of Cosmic Phenomena,2013-01-11
9050,20683,New Insights into Meteorite #16349,Space Weather and Climate,2018-12-19
9051,3797,New Insights into Meteorite #34300,Space Exploration Today,2001-09-28
9052,26308,New Insights into Meteorite #24520,International Journal of Space Science,2005-01-31
9053,7934,New Insights into Meteorite #34348,Stellar Astronomy Journal,2022-02-02
9054,18072,New Insights into Meteorite #42925,Cosmology and Space Science,2025-01-19
9055,31874,New Insights into Meteorite #36948,Space Science Insights,2013-10-20
9056,18820,New Insights into Meteorite #21894,Cosmology Today,2004-10-18
9057,20137,New Insights into Meteorite #8482,"Space, Stars, and Galaxies",2010-01-29
9058,31381,New Insights into Meteorite #37310,Journal of Meteorites,2011-02-01
9059,7438,New Insights into Meteorite #16025,Advances in Astronomy,2004-04-09
9060,22263,New Insights into Meteorite #3813,Journal of Celestial Phenomena,2004-05-07
9061,23433,New Insights into Meteorite #17442,Journal of Space and Astronomy,2021-03-05
9062,31317,New Insights into Meteorite #8362,Journal of Cosmic Evolution,2015-01-05
9063,11672,New Insights into Meteorite #38343,Journal of Exoplanet Studies,2010-04-06
9064,7176,New Insights into Meteorite #29341,Journal of Cosmic Rays,2015-06-14
9065,34747,New Insights into Meteorite #46157,Cosmology and Gravitation,2010-12-23
9066,11655,New Insights into Meteorite #25583,Advances in Cosmic Studies,2019-09-19
9067,31727,New Insights into Meteorite #1824,Journal of Cosmic Energy,2007-10-30
9068,3170,New Insights into Meteorite #16104,Journal of Space Exploration and Research,2019-10-07
9069,6813,New Insights into Meteorite #31948,Journal of Planetary Science,2005-04-20
9070,36312,New Insights into Meteorite #36412,Journal of Advanced Astronomy,2010-10-11
9071,21626,New Insights into Meteorite #37071,Cosmic Evolution Review,2021-04-10
9072,31733,New Insights into Meteorite #18442,Astrophysical Journal,2017-10-30
9073,37069,New Insights into Meteorite #47310,Journal of Extragalactic Astronomy,2000-10-26
9074,11997,New Insights into Meteorite #40634,Astrophysical Methods,2003-07-17
9075,9199,New Insights into Meteorite #2059,International Journal of Astrophysics,2013-01-24
9076,5403,New Insights into Meteorite #16401,Astrophysical Research Letters,2011-07-31
9077,28348,New Insights into Meteorite #29306,Journal of Observational Astronomy,2010-12-15
9078,32235,New Insights into Meteorite #20995,Space Weather and Climate,2015-02-21
9079,20702,New Insights into Meteorite #8550,Cosmic Horizons Review,2006-08-29
9080,6008,New Insights into Meteorite #30121,Astrochemistry Journal,2009-06-21
9081,24114,New Insights into Meteorite #48126,Advances in Astronomy,2013-05-23
9082,18333,New Insights into Meteorite #39965,Cosmology and Space Science,2013-11-23
9083,25836,New Insights into Meteorite #13984,Journal of Astronomical Sciences,2019-12-06
9084,7350,New Insights into Meteorite #35698,Journal of Modern Astronomy,2018-10-20
9085,36091,New Insights into Meteorite #30709,Journal of Celestial Research,2007-12-15
9086,2420,New Insights into Meteorite #6920,Journal of Modern Astronomy,2008-08-08
9087,20799,New Insights into Meteorite #29945,Journal of Exoplanet Studies,2017-04-23
9088,38101,New Insights into Meteorite #13360,Journal of Interplanetary Research,2016-05-25
9089,15524,New Insights into Meteorite #41809,Journal of Observational Astronomy,2023-11-13
9090,33892,New Insights into Meteorite #29617,Stellar Astronomy Journal,2011-03-31
9091,1523,New Insights into Meteorite #8008,Astrobiology Reviews,2007-06-01
9092,19488,New Insights into Meteorite #39144,Intergalactic Studies,2022-09-06
9093,11082,New Insights into Meteorite #16735,Astrochemistry Journal,2011-05-24
9094,32750,New Insights into Meteorite #30406,Journal of Celestial Observations,2015-09-03
9095,31571,New Insights into Meteorite #40668,Journal of Celestial Research,2002-02-28
9096,20735,New Insights into Meteorite #16941,Journal of Cosmic Rays,2009-03-14
9097,19419,New Insights into Meteorite #3620,Journal of Observational Astronomy,2006-09-07
9098,3890,New Insights into Meteorite #5563,International Journal of Astronomy,2014-08-16
9099,24066,New Insights into Meteorite #17764,Journal of Deep Space Research,2005-12-22
9100,1733,New Insights into Meteorite #21220,Space Science and Technology,2001-04-05
9101,20713,New Insights into Meteorite #46065,Astrophysical Journal Letters,2012-02-19
9102,1374,New Insights into Meteorite #4344,Journal of Deep Space Research,2004-03-08
9103,233,New Insights into Meteorite #33246,Interplanetary Science,2019-07-20
9104,17646,New Insights into Meteorite #40854,Journal of Celestial Mechanics,2012-11-01
9105,5714,New Insights into Meteorite #44406,Astrophysics and Space Science,2011-04-11
9106,29450,New Insights into Meteorite #35677,Space Science and Technology,2018-10-20
9107,36212,New Insights into Meteorite #20466,Nature,2007-11-02
9108,34030,New Insights into Meteorite #35302,Journal of Space Engineering,2009-08-08
9109,27587,New Insights into Meteorite #29304,Journal of Interplanetary Research,2007-04-01
9110,5402,New Insights into Meteorite #31326,International Journal of Astronomy,2023-04-16
9111,19418,New Insights into Meteorite #12228,Journal of Planetary Systems,2003-07-05
9112,181,New Insights into Meteorite #37860,Journal of Modern Astronomy,2008-12-06
9113,4248,New Insights into Meteorite #25649,Advances in Astronomy,2005-08-25
9114,16687,New Insights into Meteorite #2037,Journal of Solar Research,2017-04-07
9115,23222,New Insights into Meteorite #24377,Planetary and Space Science,2024-07-06
9116,10637,New Insights into Meteorite #38664,Cosmology and Gravitation,2017-05-08
9117,36273,New Insights into Meteorite #15539,International Journal of Astrophysics,2010-06-06
9118,34381,New Insights into Meteorite #9406,Journal of Interstellar Studies,2022-08-04
9119,33855,New Insights into Meteorite #6528,Journal of Astrostatistics,2004-03-13
9120,8929,New Insights into Meteorite #1158,Deep Space Journal,2000-07-07
9121,28739,New Insights into Meteorite #31383,Journal of Interstellar Studies,2018-04-15
9122,35688,New Insights into Meteorite #41928,Journal of Celestial Research,2012-02-11
9123,19845,New Insights into Meteorite #13796,Journal of Space Exploration,2022-04-09
9124,14099,New Insights into Meteorite #29875,Interstellar Research Letters,2019-02-18
9125,29717,New Insights into Meteorite #42705,Journal of Astrophysical Phenomena,2021-10-04
9126,7310,New Insights into Meteorite #33436,Deep Space Journal,2016-12-27
9127,2520,New Insights into Meteorite #40129,Space Science Insights,2010-05-18
9128,37902,New Insights into Meteorite #37085,Journal of Space Physics,2000-09-14
9129,32277,New Insights into Meteorite #32662,Planetary Science and Exploration,2019-07-24
9130,34986,New Insights into Meteorite #21627,Space Weather and Climate,2018-12-12
9131,18214,New Insights into Meteorite #49443,Journal of Celestial Observations,2015-05-31
9132,5556,New Insights into Meteorite #47754,Journal of Astrophysical Phenomena,2019-05-24
9133,29473,New Insights into Meteorite #2110,Space Science Insights,2020-12-03
9134,25126,New Insights into Meteorite #22119,Journal of Observational Astronomy,2011-12-13
9135,14780,New Insights into Meteorite #39437,Journal of Interplanetary Research,2001-10-25
9136,24790,New Insights into Meteorite #40353,"Space, Stars, and Galaxies",2022-08-01
9137,14420,New Insights into Meteorite #21709,Cosmic Research Journal,2025-07-09
9138,36064,New Insights into Meteorite #47238,Journal of Planetary Systems,2023-06-24
9139,18644,New Insights into Meteorite #49733,Space Exploration and Technology,2024-11-19
9140,14267,New Insights into Meteorite #29478,Journal of Astrophysics,2024-09-19
9141,2428,New Insights into Meteorite #20644,Journal of Cosmological Studies,2005-05-18
9142,18889,New Insights into Meteorite #4688,Cosmochemistry and Planetary Materials,2015-06-05
9143,18201,New Insights into Meteorite #34092,Advances in Astronomy,2021-05-10
9144,25683,New Insights into Meteorite #18114,Journal of Modern Astronomy,2005-03-16
9145,4387,New Insights into Meteorite #32609,"Space, Stars, and Galaxies",2006-05-12
9146,29406,New Insights into Meteorite #46362,Astronomy and Astrophysics,2003-02-05
9147,27729,New Insights into Meteorite #31659,Planetary Science and Exploration,2021-07-12
9148,30684,New Insights into Meteorite #4293,Galactic Science Journal,2019-07-28
9149,20907,New Insights into Meteorite #37419,Nature,2005-12-17
9150,36571,New Insights into Meteorite #10537,Journal of Galactic Research,2005-06-24
9151,34706,New Insights into Meteorite #49603,Cosmology and Space Science,2014-11-15
9152,32316,New Insights into Meteorite #42263,Astrogeology Journal,2003-06-11
9153,466,New Insights into Meteorite #380,Journal of Observational Astronomy,2013-01-24
9154,5993,New Insights into Meteorite #13577,Interstellar Astronomy,2011-07-22
9155,5747,New Insights into Meteorite #17473,Astronomical Research and Reviews,2012-12-01
9156,10468,New Insights into Meteorite #40305,Journal of Celestial Phenomena,2014-11-25
9157,25905,New Insights into Meteorite #34153,Space Exploration Today,2015-08-31
9158,28924,New Insights into Meteorite #704,Journal of Observational Astronomy,2017-09-29
9159,24772,New Insights into Meteorite #5570,Galactic Science Journal,2001-02-11
9160,37806,New Insights into Meteorite #28510,Exoplanet Research Journal,2012-10-27
9161,25906,New Insights into Meteorite #4522,Journal of Celestial Research,2008-01-16
9162,15031,New Insights into Meteorite #34801,Journal of Astrophysics,2008-02-04
9163,19420,New Insights into Meteorite #26244,Science,2016-02-28
9164,18959,New Insights into Meteorite #25359,Cosmic Research Journal,2019-04-22
9165,11674,New Insights into Meteorite #7847,Stellar Astronomy Journal,2014-05-03
9166,24014,New Insights into Meteorite #19927,Journal of Extragalactic Astronomy,2003-04-28
9167,2273,New Insights into Meteorite #42486,Cosmic Exploration Journal,2017-09-08
9168,6120,New Insights into Meteorite #30426,Journal of Meteorites,2014-06-04
9169,10283,New Insights into Meteorite #20918,Journal of Extragalactic Research,2025-05-15
9170,21482,New Insights into Meteorite #3882,Journal of Cosmology,2004-03-25
9171,19085,New Insights into Meteorite #24646,Interstellar Research Letters,2020-02-11
9172,17894,New Insights into Meteorite #27847,Journal of Stellar Dynamics,2004-05-28
9173,1760,New Insights into Meteorite #24378,Journal of Extragalactic Research,2000-12-01
9174,32966,New Insights into Meteorite #19532,Astrobiology Reviews,2020-09-23
9175,16322,New Insights into Meteorite #29443,Astronomy Research Journal,2022-09-04
9176,24268,New Insights into Meteorite #19804,Journal of Astrophysical Phenomena,2019-10-20
9177,3769,New Insights into Meteorite #15980,Journal of Cosmological Studies,2001-12-26
9178,10275,New Insights into Meteorite #42224,Journal of Observational Astronomy,2001-10-19
9179,17411,New Insights into Meteorite #14666,Journal of Interstellar Studies,2000-06-02
9180,13799,New Insights into Meteorite #21544,Journal of Cosmic Origins,2003-07-21
9181,881,New Insights into Meteorite #25257,Astrophysics Reports,2017-01-26
9182,37608,New Insights into Meteorite #35947,International Journal of Space Exploration,2001-08-18
9183,4969,New Insights into Meteorite #28496,Journal of Space and Time,2015-01-22
9184,26298,New Insights into Meteorite #14566,International Journal of Space Science,2022-12-21
9185,22737,New Insights into Meteorite #29711,Cosmic Horizons Journal,2024-11-29
9186,3099,New Insights into Meteorite #23728,Journal of Solar and Stellar Studies,2019-08-27
9187,24337,New Insights into Meteorite #46049,Journal of Astrophysics,2009-10-12
9188,32159,New Insights into Meteorite #12699,Galactic Science Journal,2015-10-15
9189,4922,New Insights into Meteorite #30108,Journal of Meteorites,2007-08-12
9190,29216,New Insights into Meteorite #48576,Cosmic Horizons Review,2004-12-30
9191,16679,New Insights into Meteorite #14543,Journal of Cosmic Chemistry,2024-05-02
9192,7493,New Insights into Meteorite #41085,Journal of Astronomical Research,2007-04-11
9193,34002,New Insights into Meteorite #37154,Astrochemistry Journal,2021-09-18
9194,15970,New Insights into Meteorite #27327,Cosmology and Space Science,2012-01-21
9195,19509,New Insights into Meteorite #2020,Cosmochemistry and Planetary Materials,2008-10-11
9196,9371,New Insights into Meteorite #8105,Journal of Astrophysics,2004-12-29
9197,30514,New Insights into Meteorite #6966,Journal of Cosmic Phenomena,2000-08-24
9198,11571,New Insights into Meteorite #24582,Journal of Planetary Research,2002-12-02
9199,12554,New Insights into Meteorite #41320,Science,2024-03-04
9200,21954,New Insights into Meteorite #38755,Journal of Cosmic Evolution,2024-07-15
9201,14197,New Insights into Meteorite #45242,Journal of Solar Research,2016-09-19
9202,15031,New Insights into Meteorite #38168,Journal of Galactic Research,2002-11-02
9203,33016,New Insights into Meteorite #28133,Stellar Astronomy Journal,2018-02-10
9204,8071,New Insights into Meteorite #39075,"Space, Stars, and Galaxies",2001-11-28
9205,36693,New Insights into Meteorite #919,Astrochemistry Journal,2006-04-02
9206,31482,New Insights into Meteorite #12596,Journal of Advanced Astronomy,2024-09-18
9207,22124,New Insights into Meteorite #22763,Astrophysical Methods,2001-02-24
9208,23659,New Insights into Meteorite #29396,International Journal of Space Science,2014-03-31
9209,24055,New Insights into Meteorite #11536,Journal of Advanced Astronomy,2025-01-01
9210,10311,New Insights into Meteorite #16968,Journal of Celestial Phenomena,2006-05-31
9211,2620,New Insights into Meteorite #37353,Journal of Planetary Research,2018-06-11
9212,11813,New Insights into Meteorite #42351,Interstellar Research Letters,2022-08-06
9213,26856,New Insights into Meteorite #12177,Space Science and Technology,2019-06-21
9214,30841,New Insights into Meteorite #24559,Journal of Exoplanet Studies,2012-05-17
9215,6401,New Insights into Meteorite #27965,Cosmology and Space Science,2005-04-30
9216,21220,New Insights into Meteorite #23668,Deep Space Journal,2013-07-17
9217,25170,New Insights into Meteorite #3211,Journal of Astrophysics,2005-07-16
9218,20299,New Insights into Meteorite #34255,Space Science Insights,2006-11-17
9219,26795,New Insights into Meteorite #22871,Astronomy Research Journal,2009-08-27
9220,32361,New Insights into Meteorite #41790,Journal of Astronomical Sciences,2017-12-02
9221,12819,New Insights into Meteorite #33676,Journal of Space Exploration,2019-08-01
9222,9012,New Insights into Meteorite #13219,Advances in Interstellar Studies,2003-09-06
9223,33857,New Insights into Meteorite #9770,Space Science and Exploration,2004-06-24
9224,37242,New Insights into Meteorite #33572,Deep Space Journal,2007-05-18
9225,36068,New Insights into Meteorite #20529,Advances in Cosmic Studies,2002-11-30
9226,37877,New Insights into Meteorite #29521,Journal of Extragalactic Astronomy,2011-09-11
9227,35783,New Insights into Meteorite #6843,Journal of Extragalactic Astronomy,2007-01-03
9228,30628,New Insights into Meteorite #7406,Astronomy Research Journal,2014-10-06
9229,4816,New Insights into Meteorite #21443,Journal of Celestial Phenomena,2006-12-04
9230,21017,New Insights into Meteorite #9315,Advances in Interstellar Studies,2025-09-19
9231,2760,New Insights into Meteorite #20105,Journal of Space Exploration,2012-02-26
9232,28489,New Insights into Meteorite #36148,Journal of Astrophysical Techniques,2021-07-22
9233,10741,New Insights into Meteorite #26907,Journal of Stellar Evolution,2016-03-09
9234,9000,New Insights into Meteorite #49256,Journal of Planetary Systems,2021-07-21
9235,7312,New Insights into Meteorite #11113,Cosmic Evolution Review,2003-02-09
