class_id,class_name
7397,H5/6
7398,L6
7399,L6
7400,H6
7401,L6
7402,H3
7403,H5/6
7404,L6
7405,LL6
7406,L6
7407,L6
7408,H5/6
7409,H5/6
7410,H5/6
7411,H5/6
7412,H5
7413,H4
7414,H5/6
7415,H4/5
7416,L3-6
7417,L5-6
7418,LL4-6
7419,H5
7420,H5
7421,H5/6
7422,H5/6
7423,H5/6
7424,H5
7425,H5
7426,H5
7427,H5/6
7428,L6
7429,H6
7430,L6
7431,L6
7432,Ureilite
7433,L6
7434,L6
7435,H5
7436,H5
7437,L6
7438,H5
7439,H5/6
7440,H5
7441,L5
7442,H5/6
7443,L6
7444,H5/6
7445,L5
7446,H5/6
7447,L6
7448,L5
7449,H5/6
7450,H5
7451,H5
7452,H3.9
7453,L6
7454,L6
7455,H4
7456,Diogenite
7457,L5
7458,H4
7459,L5
7460,L4
7461,L6
7462,H5
7463,L5
7464,H3
7465,LL6
7466,L6
7467,L5
7468,L6
7469,H6
7470,H5
7471,LL4
7472,LL5
7473,L6
7474,L5
7475,L4
7476,H4
7477,H4
7478,H3.9
7479,H5
7480,LL5
7481,H4
7482,L6
7483,H5
7484,Lunar (anorth)
7485,Lunar (anorth)
7486,Achondrite-ung
7487,Lunar (anorth)
7488,CM2
7489,L6
7490,H6
7491,H4
7492,H6
7493,L3
7494,H6
7495,LL6
7496,L6
7497,H6
7498,L6
7499,H3/4
7500,H4
7501,L6
7502,H5
7503,H5
7504,L6
7505,H4/5
7506,L5
7507,H6
7508,H6
7509,L5
7510,H5
7511,L5
7512,H6
7513,H6
7514,H5/6
7515,L6
7516,H5/6
7517,H5
7518,L6
7519,H5
7520,L6
7521,H5
7522,L5
7523,LL6
7524,Diogenite
7525,L5
7526,H5/6
7527,H5
7528,L6
7529,H6
7530,H5
7531,H4/5
7532,H4/5
7533,H4
7534,H4
7535,L6
7536,H6
7537,H6
7538,H5
7539,H6
7540,H6
7541,L6
7542,H4
7543,H6
7544,H6
7545,H4
7546,L4
7547,H6
7548,H6
7549,H6
7550,H6
7551,L6
7552,L5
7553,H5
7554,L6
7555,L4
7556,H4
7557,H5
7558,L5
7559,L5
7560,H5
7561,H5
7562,H5
7563,H4
7564,H6
7565,H4
7566,H4
7567,H4
7568,L5
7569,H4
7570,H6
7571,H6
7572,H6
7573,H6
7574,H5
7575,H6
7576,H5
7577,H4
7578,H4/5
7579,H4/5
7580,H4
7581,H5
7582,Ureilite
7583,Ureilite
7584,H6
7585,H5
7586,H4
7587,H6
7588,L5
7589,L6
7590,L6
7591,H4
7592,H6
7593,H6
7594,L5
7595,L6
7596,LL3
7597,H5
7598,H4
7599,L6
7600,L6
7601,LL4
7602,L6
7603,H6
7604,H3.9
7605,H5
7606,OC
7607,H6
7608,H5
7609,L5
7610,L6
7611,Lunar (anorth)
7612,Lunar (anorth)
7615,H4
7616,H4
7617,LL6
7618,H5
7619,H4
7620,LL6
7621,LL5-6
7622,H5
7623,L6
7624,L6
7625,L6
7626,L6
7627,Lunar (basalt)
7628,L5
7629,H5
7630,L5
7631,L5
7632,Eucrite-pmict
7633,L6
7634,L4
7635,H4
7636,H4
7637,H5
7638,H4
7639,H5
7640,LL6
7641,H5
7642,L6
7643,H5
7644,"Iron, IIIAB"
7645,H3.7
7646,OC
7647,Ureilite
7648,H
7649,H4
7650,Achondrite-ung
7651,L6
7652,H6
7653,L/LL6
7654,LL6
7655,"Iron, IIIAB"
7656,H
7657,H5-6
7658,H5
7659,L6
7660,"Iron, IIIAB"
7661,L5
7695,H5
7696,H5
7697,L6
7698,L6
7699,L4
7700,LL5
7701,LL5
7702,H5
7703,H6
7704,L6
7705,L6
7706,Mesosiderite
7707,H6
7708,LL6
7709,Mesosiderite?
7710,L
7711,"Iron, IIIAB"
7712,"Pallasite, PMG"
7713,OC
7714,Angrite
7717,"Iron, IIF"
7718,H5-7
7720,"Iron, ungrouped"
7721,L5
7722,L6
7723,LL6
7724,L6
7725,Stone-uncl
7727,H5
7728,L6
7729,H4/5
7730,H5
7731,H6
7732,"Iron, ungrouped"
7733,"Iron, IIIAB"
7734,L6
7736,L3-6
7737,"Iron, IVA"
7738,"Iron, IVA"
7739,"Iron, IAB-MG"
7740,"Iron, IIIAB"
7741,H5
7742,H6
7743,L6
7744,H
7745,H5
7747,"Iron, IAB-MG"
7748,"Iron, IIIAB"
7750,L6
7752,L6
7753,"Iron, IIAB"
7754,L6
7755,H4-6
7756,L6
7757,Ureilite
7758,Mesosiderite-A1
7759,H4
7760,EL6
7761,"Pallasite, PES"
7766,H4
7767,H6
7768,L6
7769,H4
7770,"Iron, IIAB"
7771,"Iron, IAB-sLM"
7772,CV3
7773,"Iron, IAB-sLM"
7774,H5
7775,H5
7776,H4
7777,H6
7778,H3
7779,H6
7780,L6
7781,H4/5
7782,H5
7783,H5/6
7784,L6
7785,H4
7786,H5
7787,L3
7788,H5
7789,EL6
7790,L6
7791,H5
7792,H6
7793,"Iron, IIAB"
7794,"Iron, IIIAB"
7795,H6
7797,CR2
7798,H5
7799,L6
7800,H6
7801,L6
7802,H5
7803,H5
7804,L6
7805,Ureilite
7806,H5
7807,L6
7809,"Iron, IIAB"
7810,H5
7811,H4
7812,LL4
7813,H5
7814,L5
7815,"Iron, ungrouped"
7816,Pallasite
7817,"Iron, IIIAB"
7818,Iron
7819,L6
7820,Iron
7821,H5
7822,LL6
7823,"Iron, IID"
7824,L5
7825,Eucrite-pmict
7826,L3.5-3.7
7827,H4
7828,H5
7829,H5
7830,L6
7831,L6
7832,L6
7833,LL6
7834,H4
7835,H6
7836,L4
7837,L6
7838,L4
7839,H5
7840,H6
7841,H4
7842,H5
7843,H6
7844,L5-6
7845,H5
7846,LL6
7847,L6
7848,L6
7849,H4
7850,H5
7851,L6
7852,L6
7853,H4
7854,Eucrite-pmict
7855,LL3.7
7856,L6
7857,H6
7858,L6
7859,L6
7860,L6
7861,L6
7862,L6
7863,H4-6
7864,L6
7865,H5
7866,CM2
7867,Ureilite
7868,C2-ung
7869,Eucrite-pmict
7870,Eucrite-pmict
7871,Eucrite-pmict
7872,"Iron, ungrouped"
7873,Eucrite-pmict
7874,Eucrite-pmict
7875,Eucrite-pmict
7876,Eucrite-pmict
7877,Eucrite-pmict
7878,L6
7879,L6
7880,L6
7881,L5
7882,L6
7883,L5
7884,L6
7885,L6
7886,"Iron, IIAB-an"
7887,Diogenite
7888,Diogenite
7889,H3.5
7890,CM2
7891,Eucrite-pmict
7892,L6
7893,L6
7894,EH3
7895,L6
7896,H5
7897,L6
7898,L6
7899,L6
7900,L3.3-3.7
7901,L6
7902,H5
7903,H6
7904,L6
7905,L6
7906,L6
7907,H3.6
7908,L6
7909,L5
7910,H6
7911,L6
7912,L6
7913,LL6
7914,L3.6
7915,H6
7916,L6
7917,L5
7918,H5
7919,L6
7920,L6
7921,H6
7922,H5
7923,Eucrite-pmict
7924,L6
7925,H5
7926,L6
7927,H5
7928,H6
7929,L6
7930,LL6
7931,L5
7932,H5
7933,H5
7934,L6
7935,H6
7936,L6
7937,L6
7938,L6
7939,H6
7940,H5
7941,L6
7942,L6
7943,H5
7944,L6
7945,H5
7946,L6
7947,EH3
7948,L5
7949,Ureilite-pmict
7950,H6
7951,CK5
7952,L6
7953,L6
7954,L6
7955,L6
7956,L6
7957,L4
7958,L6
7959,H6
7960,H6
7961,EH3
7962,L6
7963,H5
7964,L6
7965,H5
7966,L6
7967,L4
7968,L6
7969,H5
7970,"Iron, IAB-sLL"
7971,CM1
7972,L6
7973,L6
7974,H5
7975,L6
7976,L5
7977,LL6
7978,L6
7979,L6
7980,L6
7981,L6
7982,H5
7983,H5
7984,L6
7985,H5
7986,L6
7987,H5
7988,LL6
7989,L6
7990,L6
7991,C2-ung
7992,L6
7993,LL6
7994,L6
7995,LL6
7996,H6
7997,LL5
7998,H6
7999,L6
8000,L6
8001,L6
8002,L6
8003,H6
8004,L6
8005,H5
8006,L6
8007,L6
8008,H5
8009,H6
8010,H6
8011,L6
8012,Howardite
8013,H5
8014,L6
8015,L6
8016,LL6
8017,H6
8018,L6
8019,L6
8020,H6
8021,L5
8022,L6
8023,H5
8024,CM2
8025,"Iron, IIE-an"
8026,LL6
8027,L6
8028,H6
8029,H6
8030,L3.2-3.6
8031,L6
8032,H6
8033,L5
8034,L3.3-3.6
8035,H5
8036,LL6
8037,H5
8038,H5
8039,"Iron, IAB-ung"
8040,L6
8041,Acapulcoite/Lodranite
8042,H5
8043,L6
8044,LL6
8045,H6
8046,L6
8047,L6
8048,L6
8049,L6
8050,H4
8051,Mesosiderite-B
8052,Mesosiderite
8053,L6
8054,Howardite
8055,"Iron, IAB-ung"
8056,"Iron, IAB-ung"
8057,"Iron, IAB-ung"
8058,CK5
8059,CK5
8060,Eucrite-pmict
8061,Eucrite-pmict
8062,Ureilite
8063,Howardite
8064,Howardite
8065,CK5
8066,L6
8067,"Iron, ungrouped"
8068,Ureilite
8069,Eucrite-pmict
8070,CK5
8071,Eucrite-Mg rich
8072,Lunar (basalt)
8073,CM2
8074,Ureilite
8075,CK5
8076,CK5
8077,CK5
8078,Howardite
8079,CK5
8080,Diogenite
8081,Eucrite-pmict
8082,Eucrite-pmict
8083,L6
8084,L5
8085,L6
8086,L6
8087,H5
8088,L6
8089,H5
8090,L6
8091,L6
8092,Eucrite-br
8093,H6
8094,LL4
8095,H5
8096,H6
8097,H6
8098,Eucrite-Mg rich
8099,L6
8100,H5
8101,H5
8102,H6
8103,H4
8104,L6
8105,L6
8106,L6
8107,L4
8108,L5
8109,L6
8110,H5
8111,L6
8112,H6
8113,H6
8114,L4
8115,H6
8116,L6
8117,L6
8118,L6
8119,L6
8120,L5
8121,H5
8122,L6
8123,L4
8124,L6
8125,H6
8126,H5
8127,H5
8128,L6
8129,H5
8130,L6
8131,H5
8132,L4
8133,L6
8134,L6
8135,L5
8136,L6
8137,L6
8138,L6
8139,L6
8140,L6
8141,H6
8142,H6
8143,L6
8144,L6
8145,L5
8146,L6
8147,L6
8148,L6
8149,L6
8150,L6
8151,L6
8152,H6
8153,L6
8154,L5
8155,L6
8156,L5
8157,L6
8158,H6
8159,H5
8160,L6
8161,L6
8162,L6
8163,L6
8164,L6
8165,L6
8166,L6
8167,L6
8168,H5
8169,L6
8170,L6
8171,L6
8172,L6
8173,L6
8174,L6
8175,L6
8176,L6
8177,L6
8178,L6
8179,L6
8180,L6
8181,L6
8182,L6
8183,L6
8184,L6
8185,L6
8186,H5
8187,L6
8188,L6
8189,L6
8190,L6
8191,L6
8192,L6
8193,H5
8194,L6
8195,L6
8196,L6
8197,L6
8198,L6
8199,L6
8200,L6
8201,L6
8202,L6
8203,L6
8204,H6
8205,L6
8206,L6
8207,L6
8208,H6
8209,L6
8210,L6
8211,L6
8212,H6
8213,H4
8214,H6
8215,LL6
8216,H4
8217,L6
8218,L6
8219,L6
8220,L6
8221,L6
8222,H6
8223,L6
8224,H5
8225,L5
8226,L6
8227,H5
8228,L6
8229,L6
8230,L6
8231,H5
8232,L6
8233,H5
8234,L6
8235,L5
8236,L6
8237,H5
8238,L6
8239,H5
8240,L6
8241,L6
8242,H6
8243,H6
8244,L6
8245,H5
8246,L6
8247,L6
8248,L6
8249,H5
8250,L6
8251,L6
8252,L6
8253,L6
8254,L6
8255,L6
8256,L6
8257,L6
8258,L6
8259,L5
8260,L6
8261,CR2
8262,H5
8263,H6
8264,L6
8265,L6
8266,L6
8267,Ureilite
8268,H5
8269,H6
8270,Ureilite-pmict
8271,L6
8272,L6
8273,L6
8274,L6
8275,L6
8276,H3.9
8277,L6
8278,L6
8279,L6
8280,L6
8281,H5
8282,L6
8283,L6
8284,H5
8285,L3.4
8286,L6
8287,L6
8288,L6
8289,H6
8290,H5
8291,L6
8292,L6
8293,H5
8294,L6
8295,H5
8296,EH4
8297,CR2
8298,L6
8299,LL6
8300,L6
8301,H6
8302,L6
8303,L6
8304,H5
8305,H5
8306,L6
8307,H6
8308,L6
8309,L6
8310,L6
8311,L6
8312,L6
8313,L6
8314,L6
8315,L6
8316,L6
8317,H5
8318,L6
8319,L6
8320,CR2
8321,LL5
8322,H5
8323,L6
8324,L5
8325,L6
8326,L6
8327,L6
8328,H3.9
8329,L6
8330,L6
8331,H5
8332,L6
8333,L6
8334,L6
8335,H6
8336,H6
8337,H5
8338,L6
8339,L6
8340,H5
8341,L6
8342,H6
8343,H6
8344,L6
8345,L6
8346,L6
8347,L6
8348,H5
8349,L6
8350,L6
8351,L5
8352,L6
8353,L6
8354,L6
8355,H3.7
8356,LL5
8357,L6
8358,H4
8359,L6
8360,L6
8361,L6
8362,CR2
8363,L6
8364,L6
8365,H6
8366,H6
8367,L6
8368,L6
8369,L6
8370,H6
8371,H5
8372,H5
8373,H3.9
8374,H6
8375,L6
8376,L6
8377,L6
8378,L6
8379,L6
8380,L6
8381,L6
8382,H5
8383,L6
8384,H6
8385,L6
8386,L6
8387,H6
8388,H5
8389,L6
8390,H5
8391,L6
8392,L6
8393,L6
8394,L6
8395,L6
8396,CR2
8397,CR2
8398,L6
8399,L6
8400,CR2
8401,LL5
8402,L6
8403,L6
8404,L6
8405,L6
8406,L6
8407,L6
8408,L6
8409,H5
8410,CK5/6
8411,CK5
8412,CK5
8413,CK5
8414,CK5
8415,CK5
8416,CK5
8417,CK5
8418,CK5
8419,CK5
8420,CK5
8421,H6
8422,L4
8423,CK5
8424,CK5
8425,CK5
8426,CK5
8427,CK5
8428,CK5
8429,Ureilite
8430,Eucrite-unbr
8431,CM2
8432,CK5
8433,CK5
8434,Eucrite-br
8435,CK5
8436,CK5
8437,CK5
8438,CK5
8439,Eucrite-unbr
8440,L6
8441,LL6
8442,LL6
8443,Aubrite
8444,L6
8445,CK5
8446,CK5
8447,L6
8448,CK5
8449,CK5
8450,CK5
8451,CK5
8452,CK5
8453,CO3
8454,CK5
8455,CK5
8456,CK5
8457,CM1/2
8458,CK5
8459,CK5
8460,CK5
8461,H6
8462,CK5
8463,L6
8464,L6
8465,L6
8466,L6
8467,L6
8468,L6
8469,L6
8470,L6
8471,L6
8472,L6
8473,L6
8474,L6
8475,L6
8476,L3.3
8477,L6
8478,L6
8479,H5
8480,L6
8481,L6
8482,L6
8483,L6
8484,L6
8485,L6
8486,L6
8487,L6
8488,L6
8489,L3.4
8490,L6
8491,L6
8492,L3.5
8493,L6
8494,L6
8495,L6
8496,L6
8497,L6
8498,L6
8499,L6
8500,L6
8501,L6
8502,L6
8503,L6
8504,L6
8505,L6
8506,H6
8507,L3.7
8508,L6
8509,L5
8510,L6
8511,EL6
8512,L6
8513,H5
8514,L6
8515,H5
8516,L6
8517,L6
8518,L6
8519,L6
8520,L6
8521,L6
8522,L6
8523,L6
8524,L6
8525,L6
8526,L6
8527,L6
8528,L6
8529,L6
8530,L6
8531,L6
8532,L6
8533,L6
8534,L6
8535,L6
8536,L6
8537,L6
8538,L6
8539,L6
8540,L6
8541,L6
8542,L6
8543,L6
8544,L6
8545,L6
8546,L6
8547,L6
8548,L6
8549,L6
8550,L6
8551,L6
8552,L6
8553,L6
8554,L6
8555,L6
8556,L6
8557,L6
8558,L6
8559,L6
8560,H6
8561,L6
8562,L6
8563,L6
8564,L6
8565,L6
8566,L6
8567,L6
8568,L6
8569,L6
8570,L3.05
8571,L6
8572,L6
8573,L6
8574,H5
8575,H6
8576,L6
8577,L6
8578,L6
8579,L6
8580,L6
8581,L6
8582,L6
8583,L6
8584,L6
8585,L6
8586,L6
8587,H5
8588,H5
8589,L6
8590,L6
8591,L6
8592,L6
8593,L6
8594,L6
8595,L6
8596,L6
8597,L6
8598,L6
8599,L6
8600,L6
8601,L6
8602,L6
8603,L6
8604,L6
8605,L6
8606,L6
8607,L6
8608,L6
8609,L6
8610,L6
8611,L6
8612,L6
8613,L6
8614,L6
8615,L6
8616,L6
8617,L6
8618,L6
8619,L6
8620,L6
8621,H5
8622,L6
8623,L6
8624,H5
8625,L6
8626,L6
8627,L6
8628,L6
8629,L6
8630,L6
8631,L6
8632,L6
8633,L6
8634,L6
8635,L6
8636,L6
8637,L6
8638,H5
8639,L6
8640,L6
8641,L6
8642,L6
8643,CK5
8644,L6
8645,L6
8646,H5
8647,H6
8648,L6
8649,L6
8650,L6
8651,L6
8652,L6
8653,L6
8654,L6
8655,H6
8656,LL6
8657,CO3
8658,L6
8659,L6
8660,L6
8661,L6
8662,H5
8663,L6
8664,L5
8665,L6
8666,L6
8667,H6
8668,L6
8669,L6
8670,L3.4
8671,L6
8672,L6
8673,H6
8674,L6
8675,L6
8676,L6
8677,L6
8678,L6
8679,L6
8680,L6
8681,L6
8682,H5
8683,L6
8684,L6
8685,L6
8686,L6
8687,L6
8688,L6
8689,L6
8690,L6
8691,L6
8692,L6
8693,L6
8694,L6
8695,L6
8696,L6
8697,L6
8698,L6
8699,L6
8700,L6
8701,L6
8702,L6
8703,L6
8704,L6
8705,L6
8706,L6
8707,L6
8708,EL3
8709,L6
8710,L6
8711,L6
8712,H6
8713,H5
8714,L6
8715,L6
8716,L6
8717,L6
8718,L6
8719,L6
8720,L6
8721,L6
8722,H5
8723,L6
8724,L6
8725,L6
8726,L6
8727,L6
8728,L6
8729,L6
8730,L6
8731,L6
8732,L6
8733,L6
8734,L6
8735,L6
8736,L6
8737,H5
8738,L6
8739,H6
8740,L6
8741,L6
8742,L6
8743,L6
8744,L6
8745,L6
8746,L6
8747,L6
8748,L6
8749,L6
8750,L6
8751,L6
8752,L6
8753,L6
8754,L5
8755,L6
8756,L6
8757,L6
8758,L6
8759,L6
8760,L6
8761,L6
8762,L6
8763,L6
8764,L6
8765,L6
8766,L6
8767,L6
8768,L6
8769,L6
8770,L6
8771,L6
8772,L6
8773,L6
8774,L6
8775,L6
8776,L6
8777,L6
8778,L6
8779,L6
8780,L6
8781,H5
8782,L6
8783,L6
8784,L6
8785,L6
8786,L6
8787,L6
8788,L6
8789,L6
8790,L6
8791,L6
8792,L6
8793,L6
8794,L6
8795,LL6
8796,L6
8797,H5
8798,L6
8799,L6
8800,L6
8801,L6
8802,L6
8803,L6
8804,L6
8805,L6
8806,L6
8807,L6
8808,L6
8809,L6
8810,L6
8811,L6
8812,L6
8813,L6
8814,H6
8815,L5
8816,L6
8817,L6
8818,L6
8819,L6
8820,L6
8821,H6
8822,L6
8823,L6
8824,L6
8825,L6
8826,L6
8827,L6
8828,L6
8829,L6
8830,L6
8831,L6
8832,L6
8833,L5
8834,L6
8835,L6
8836,L6
8837,CK5
8838,L6
8839,L6
8840,L6
8841,L6
8842,H6
8843,L6
8844,L6
8845,L6
8846,L6
8847,L6
8848,L6
8849,L6
8850,L6
8851,L6
8852,L6
8853,L6
8854,L6
8855,L6
8856,L6
8857,L6
8858,L6
8859,L6
8860,L6
8861,LL6
8862,L6
8863,L6
8864,L6
8865,H5
8866,L6
8867,L6
8868,L6
8869,L6
8870,L6
8871,L6
8872,L6
8873,L6
8874,L6
8875,L6
8876,L6
8877,L6
8878,H5
8879,L6
8880,L6
8881,L6
8882,L6
8883,L6
8884,L6
8885,L6
8886,L6
8887,L6
8888,L6
8889,L6
8890,L6
8891,L6
8892,L6
8893,L6
8894,L6
8895,L6
8896,L6
8897,L6
8898,L6
8899,L6
8900,L6
8901,L6
8902,L6
8903,L6
8904,L4
8905,L6
8906,L6
8907,L6
8908,L6
8909,L6
8910,L6
8911,H6
8912,L6
8913,L6
8914,L6
8915,L6
8916,L6
8917,L6
8918,L6
8919,L6
8920,L6
8921,H5
8922,L6
8923,L6
8924,L6
8925,L6
8926,L6
8927,L6
8928,L3.6
8929,L6
8930,L6
8931,L6
8932,L6
8933,L6
8934,L4
8935,L6
8936,L6
8937,L6
8938,L6
8939,L6
8940,L6
8941,L6
8942,L6
8943,L6
8944,L6
8945,L6
8946,L6
8947,L6
8948,L6
8949,L6
8950,L6
8951,L3.8
8952,L6
8953,L6
8954,L6
8955,L6
8956,H6
8957,L6
8958,L6
8959,L6
8960,L6
8961,L6
8962,L6
8963,L6
8964,L6
8965,L6
8966,L6
8967,L6
8968,L6
8969,L6
8970,L6
8971,L6
8972,L6
8973,L6
8974,L6
8975,L5
8976,L6
8977,L6
8978,L6
8979,L6
8980,L6
8981,L6
8982,L6
8983,L6
8984,L6
8985,L6
8986,L6
8987,L6
8988,L6
8989,L6
8990,L6
8991,L6
8992,L6
8993,L6
8994,L6
8995,L6
8996,L6
8997,L6
8998,L6
8999,L6
9000,L6
9001,L6
9002,L6
9003,L6
9004,L6
9005,L6
9006,L6
9007,L6
9008,L6
9009,L6
9010,H6
9011,L6
9012,L6
9013,L6
9014,L6
9015,L6
9016,L6
9017,L6
9018,L6
9019,L6
9020,L6
9021,L6
9022,L6
9023,L6
9024,L6
9025,H5
9026,L6
9027,L6
9028,L6
9029,L6
9030,L6
9031,L6
9032,L5
9033,L6
9034,L6
9035,L6
9036,L6
9037,L3.4
9038,L6
9039,L6
9040,L6
9041,L6
9042,L6
9043,L6
9044,L6
9045,L6
9046,L6
9047,L6
9048,L6
9049,L5
9050,L6
9051,L6
9052,L6
9053,L6
9054,L6
9055,L6
9056,L6
9057,L6
9058,L6
9059,L5
9060,L6
9061,L6
9062,H5
9063,L6
9064,L6
9065,L6
9066,L5
9067,L6
9068,L6
9069,L6
9070,L6
9071,L6
9072,L6
9073,L6
9074,L6
9075,H6
9076,L6
9077,L6
9078,L6
9079,L6
9080,L5
9081,L6
9082,L6
9083,L6
9084,L6
9085,L6
9086,L6
9087,L6
9088,L6
9089,L6
9090,L6
9091,L6
9092,L6
9093,L6
9094,L6
9095,L6
9096,L6
9097,L6
9098,L6
9099,L6
9100,L6
9101,L6
9102,L6
9103,L6
9104,L6
9105,L6
9106,L6
9107,L6
9108,L6
9109,L6
9110,L6
9111,L6
9112,L6
9113,L6
9114,L6
9115,L6
9116,H5
9117,L6
9118,L6
9119,L6
9120,L6
9121,L6
9122,L6
9123,L6
9124,L6
9125,L6
9126,L6
9127,H5
9128,L6
9129,L6
9130,H5
9131,L5
9132,L6
9133,L6
9134,L6
9135,L6
9136,L6
9137,L6
9138,L6
9139,L6
9140,L6
9141,H5
9142,L6
9143,L6
9144,L6
9145,L6
9146,L6
9147,L6
9148,L6
9149,L6
9150,L6
9151,L6
9152,L6
9153,L6
9154,L4
9155,L6
9156,L6
9157,L6
9158,L6
9159,L6
9160,L6
9161,L6
9162,L6
9163,L6
9164,H5
9165,L6
9166,Aubrite
9167,L6
9168,L6
9169,L6
9170,L6
9171,L6
9172,L6
9173,L6
9174,L6
9175,L6
9176,L6
9177,L6
9178,L6
9179,L6
9180,L6
9181,L6
9182,L6
9183,L6
9184,L6
9185,L6
9186,L6
9187,L5
9188,L6
9189,L6
9190,L6
9191,L6
9192,L6
9193,L6
9194,L6
9195,L6
9196,L6
9197,L6
9198,L6
9199,L4
9200,L6
9201,L6
9202,L6
9203,L6
9204,L6
9205,L6
9206,L6
9207,L6
9208,L6
9209,L6
9210,L6
9211,L6
9212,L6
9213,L6
9214,L6
9215,L6
9216,L4
9217,L6
9218,L6
9219,L6
9220,L6
9221,L6
9222,L6
9223,L6
9224,L6
9225,L6
9226,L6
9227,L6
9228,L6
9229,L6
9230,L6
9231,L6
9232,L6
9233,L6
9234,L6
9235,L6
9236,L6
9237,L6
9238,L6
9239,L6
9240,L6
9241,L6
9242,L6
9243,L6
9244,L6
9245,L5
9246,L6
9247,L6
9248,L6
9249,L6
9250,L6
9251,L6
9252,L6
9253,L6
9254,L6
9255,L6
9256,L6
9257,L6
9258,L6
9259,L6
9260,L6
9261,L6
9262,L6
9263,L6
9264,L6
9265,L6
9266,L6
9267,L6
9268,L6
9269,L6
9270,L6
9271,L6
9272,L6
9273,L6
9274,L6
9275,L6
9276,L6
9277,L6
9278,L6
9279,L6
9280,L6
9281,L6
9282,L6
9283,L6
9284,L6
9285,L6
9286,L6
9287,L6
9288,L6
9289,L6
9290,L6
9291,L6
9292,L6
9293,L6
9294,L6
9295,L6
9296,L6
9297,L6
9298,L6
9299,L6
9300,L6
9301,L6
9302,L6
9303,L6
9304,L6
9305,H5
9306,L6
9307,L6
9308,L6
9309,L6
9310,L6
9311,L6
9312,L6
9313,L6
9314,L6
9315,L6
9316,L6
9317,L6
9318,L3.6
9319,L6
9320,L6
9321,L6
9322,L6
9323,L6
9324,L6
9325,L3.6
9326,L6
9327,L6
9328,L6
9329,L6
9330,L6
9331,L6
9332,L6
9333,L6
9334,L6
9335,L6
9336,L6
9337,L6
9338,L6
9339,L6
9340,L6
9341,L6
9342,L6
9343,L6
9344,L6
9345,L6
9346,L6
9347,L6
9348,L6
9349,L6
9350,L6
9351,H5
9352,L6
9353,L6
9354,L6
9355,L6
9356,L6
9357,L6
9358,L6
9359,L6
9360,L6
9361,L6
9362,L6
9363,L6
9364,L6
9365,L6
9366,L6
9367,L6
9368,H5
9369,L6
9370,L6
9371,L6
9372,L6
9373,L6
9374,L6
9375,L6
9376,L6
9377,H5
9378,L6
9379,L6
9380,L6
9381,L6
9382,L6
9383,L6
9384,L6
9385,L6
9386,L6
9387,L6
9388,L6
9389,L6
9390,L6
9391,L6
9392,L6
9393,L6
9394,L6
9395,CM2
9396,L6
9397,L6
9398,L6
9399,H5
9400,CK5
9401,EL3
9402,L6
9403,Mesosiderite
9404,CK5
9405,Eucrite-br
9406,Eucrite-unbr
9407,CM2
9408,C2
9409,CM2
9410,CM2
9411,CM2
9412,CM2
9413,CR2
9414,LL7
9415,LL7
9416,Howardite
9417,Howardite
9418,LL7
9419,LL6
9420,LL6
9421,LL6
9422,LL6
9423,LL6
9424,Howardite
9425,Eucrite-unbr
9426,LL6
9427,Eucrite-br
9428,Eucrite-br
9429,Eucrite-br
9430,L6
9431,"Iron, ungrouped"
9432,L6
9433,L6
9434,L6
9435,H5
9436,L6
9437,H5
9438,L6
9439,L6
9440,H5
9441,L6
9442,H5
9443,L5
9444,CR2
9445,L6
9446,H5
9447,H5
9448,L6
9449,H5
9450,CR2
9451,L5
9452,L6
9453,L6
9454,CR2
9455,LL6
9456,LL6
9457,L6
9458,H6
9459,H5
9460,L6
9461,L6
9462,L6
9463,L5
9464,CR2
9465,EL6
9466,H5
9467,CR2
9468,H5
9469,L5
9470,L6
9471,L6
9472,CR2
9473,H5
9474,L4
9475,L6
9476,L6
9477,H5
9478,H6
9479,H5
9480,L6
9481,L6
9482,L6
9483,LL5
9484,L6
9485,H5
9486,H5
9487,L5
9488,L5
9489,L6
9490,H5
9491,L5
9492,L6
9493,L6
9494,CR2
9495,EL6
9496,CR2
9497,L6
9498,L6
9499,L6
9500,L6
9501,LL5
9502,L3.4
9503,L6
9504,L6
9505,CM2
9506,L6
9507,CR2
9508,L6
9509,CR2
9510,L6
9511,L6
9512,L6
9513,H6
9514,H6
9515,H6
9516,H6
9517,H5
9518,L6
9519,L6
9520,L6
9521,H5
9522,L6
9523,L6
9524,H5
9525,H5
9526,H5
9527,L6
9528,CO3
9529,H5
9530,CV3
9531,H5
9532,L6
9533,CR2
9534,H6
9535,L4
9536,LL6
9537,H6
9538,CR2
9539,L6
9540,CR2
9541,L6
9542,L6
9543,L6
9544,L6
9545,CR2
9546,CR2
9547,L6
9548,L6
9549,CR2
9550,CR2
9551,CR2
9552,L6
9553,CR2
9554,L6
9555,LL6
9556,L6
9557,CR2
9558,H5
9559,L6
9560,CR2
9561,L6
9562,CR2
9563,CR2
9564,CR2
9565,CR2
9566,CR2
9567,CR2
9568,L6
9569,CR2
9570,CR2
9571,L6
9572,CR2
9573,LL6
9574,L6
9575,CR2
9576,CR2
9577,CR2
9578,CR2
9579,CR2
9580,CR2
9581,CR2
9582,L6
9583,L6
9584,CR2
9585,L4
9586,CR2
9587,LL6
9588,L6
9589,CR2
9590,CR2
9591,CR2
9592,H6
9593,L6
9594,H6
9595,Ureilite
